Date,Volume,Open,Close,High,Low,CCI,MTR,DMP,DMM,PDI,MDI,ADX,ADXR
3/12/20,5014108,143.79,136,148.5,135.7,-229.012073,170.64999999999992,5.029999999999973,79.69,2.947553472018737,46.69791971872255,84.00706482946865,78.73216405
3/13/20,3998375,146,158.03,158.17,138.45,-156.5700509,183.33999999999992,14.69999999999996,72.27000000000001,8.017890258536035,39.41856659757829,82.66280552320718,79.57310223262843
3/16/20,4101260,140.99,148.08,153.49,135.24,-158.5561715,194.44999999999993,14.69999999999996,68.78999999999999,7.559784006171234,35.37670352,79.72206463127556,79.56559817280434
3/17/20,4110652,149.69,154.92,157.95,140.05,-122.3129383,204.9299999999999,19.15999999999994,68.78999999999999,9.349533987215123,33.56755965451619,74.64295787291103,77.38402267289086
3/18/20,4762375,145.22,141.82,154.38,125.38,-140.51442,223.8699999999999,19.15999999999994,75.87,8.558538437,33.89020413632914,70.24742456593164,75.70272322915086
3/19/20,3749324,141.45,149.23,152.27,134.98,-110.0876627,224.8499999999999,19.15999999999994,70.85000000000002,8.52123638,31.509895485879497,65.43994431588017,73.66137241453472
3/20/20,4515807,151.46,148.02,156.06,145.38,-87.20368508,226.82999999999993,22.339999999999947,70.85000000000002,9.848785434,31.234845478993098,59.42816953886612,71.71761718416738
3/23/20,3309178,147.81,144.14,151.84,138.1,-94.48846118,227.55999999999992,22.339999999999947,72.68,9.817191070486885,31.938829319739863,57.22534964149432,69.94407758235076
3/24/20,2691644,151.25,149.96,153.4,141.43,-76.73173307,228.39999999999992,22.219999999999942,72.68,9.728546409807333,31.821366024518404,55.28960927595267,67.50583695361411
3/25/20,2497272,149.4,149.99,154.97,142.32,-68.45910008,231.14999999999995,22.739999999999952,72.68,9.837767683,31.442786069651753,54.60748371054098,64.62522079172601
3/26/20,2753388,150.85,160.88,163.15,150.65,-34.74687868,228.81999999999996,30.91999999999996,58.400000000000006,13.512804824753065,25.52224455904205,49.78913272963516,60.018278647783404
3/27/20,2929303,155.83,141.57,156.62,140.32,-71.5299166,232.67,30.91999999999996,56.890000000000015,13.28920789100441,24.45093909829373,45.147177173384584,55.29356074463237
3/30/20,3378468,142.74,155.91,157.18,141.29,-48.83569996,239.16,29.789999999999964,56.890000000000015,12.456096337180115,23.78742264592742,41.682090396884455,50.55512996787529
3/31/20,3679702,154,156.1,158.91,152.83,-27.82239164,233.12,31.519999999999953,52.150000000000034,13.520933424845554,22.370452985586837,36.96176836990042,47.09355900569737
4/1/20,3185117,147.53,139.22,150.47,137.86,-80.74090805,232.65999999999997,31.519999999999953,50.46000000000001,13.547666122238441,21.688300524370334,31.95034106228994,43.619975169121304
4/2/20,2729652,136.97,137.05,142.14,135.52,-96.70647038,217.10999999999996,21.849999999999966,52.80000000000001,10.064022845562143,24.319469393395064,30.137526244552973,42.37250497754698
4/3/20,2214656,136.89,139,141.54,136.28,-90.07264647,199.57999999999996,21.849999999999966,49.59000000000003,10.947990780639326,24.84717907605975,31.481526460526783,40.635329595080975
4/6/20,2732670,146.12,152.32,153.52,144.61,-30.43997966,196.2,29.370000000000005,49.59000000000003,14.969418960244651,25.275229357798185,30.82030704589998,37.98374210964228
4/7/20,2098172,157.73,148.7,157.8,147.27,-18.79768033,177.19,33.650000000000006,34.920000000000016,18.99091370844856,19.707658445736225,25.91825722271283,33.80017380979864
4/8/20,3142061,150.79,159.21,161.78,149.46,25.867512824535794,172.98,37.629999999999995,34.920000000000016,21.753959995375187,20.187304890738826,22.431418345367906,29.696593357634164
4/9/20,3705174,160.71,164.9,170.81,160.17,106.89135083174003,173.89999999999998,42.870000000000005,34.920000000000016,24.65209890741806,20.08050603795286,20.284189461678967,26.117265261984453
4/13/20,1896505,162.37,160.92,163.99,156.91,90.82653188532342,168.14999999999998,42.870000000000005,30.900000000000006,25.495093666369318,18.37644959857271,16.078516264968005,23.108021254760487
4/14/20,1918063,165.17,172.22,174.76,164,191.84001646662296,170.01999999999998,52.079999999999984,30.900000000000006,30.63169038936595,18.174332431478653,13.860922176671908,22.671224318599347
4/15/20,2014700,168.57,169.14,172.54,167.44,171.43022191910023,162.46999999999997,50.50999999999999,30.900000000000006,31.08881639687327,19.01889579614699,13.607596701295968,22.213951873597974
4/16/20,1847485,171.46,171,173.49,168.12,169.5673323058867,154.67999999999998,43.28,30.900000000000006,27.98034652185157,19.97672614429791,16.08043213769672,20.999344680204775
4/17/20,2357706,176.08,180.94,182,173.97,202.89396147515876,145.11999999999998,51.78999999999999,20.569999999999993,35.68770672546858,14.174476295479598,22.648770348117427,22.540094346742666
4/20/20,1191987,178.19,177.87,181.52,176.44,171.71805175748688,134.30999999999997,51.22999999999999,20.569999999999993,38.14310177946542,15.315315315315312,28.062458225020507,24.173323843349735
4/21/20,2331901,175.96,170.02,177.16,166.86,107.54704802643322,139.23999999999998,49.5,30.149999999999977,35.55012927319736,21.653260557311103,29.407071081133846,22.742793673050926
4/22/20,1013487,176.05,175.37,177.33,173.36,120.15601986514784,128.31,49.670000000000016,15.179999999999978,38.71093445561532,11.830722469020323,34.017079196344206,23.939000686508056
4/23/20,1582439,172.99,175.55,178.98,172.22,109.09720737660922,128.45000000000002,51.31999999999999,12.839999999999975,39.95328921759438,9.996107434799512,39.99826460648303,26.80293065
4/24/20,1151076,177.26,180.35,180.97,174.19,114.42684785405459,129.97000000000003,53.31,12.839999999999975,41.01715780564745,9.879202893,47.41326523721375,31.746848687455234
4/27/20,1684183,182.24,182.51,186.56,182.24,129.70131456491364,121.66000000000003,46.91999999999999,12.839999999999975,38.56649679434488,10.554002959066228,49.727053280486906,36.18791181430217
4/28/20,1829452,185.53,177.31,185.79,176.27,98.35428060539455,120.65,42.639999999999986,18.809999999999974,35.34189805221714,15.590551181102338,49.07331089116903,38.56788455809477
4/29/20,1559298,180.61,187.9,189.86,180,119.3549239571359,120.12,42.73000000000002,18.809999999999974,35.572760572760586,15.659340659340636,51.502518051762145,40.454794566447994
4/30/20,1941415,187,187.13,189.55,185.14,116.17307956534455,112.93000000000004,33.70000000000002,18.809999999999974,29.841494731249455,16.65633578322852,47.36455673969721,40.69081796802071
5/1/20,2061724,179.22,174.9,181.54,172.22,56.31767281813975,119.85000000000002,33.70000000000002,28.46999999999997,28.11848143512725,23.75469336670836,38.77078260979757,39.38452361
5/4/20,1153457,174.78,177.8,179.33,173.13,55.14287877,112.21000000000004,22.930000000000035,28.46999999999997,20.43489885036987,25.37207022547007,30.370627908920213,38.89194657306698
5/5/20,972833,179.57,180.49,184.87,179.28,75.56342246180513,114.18000000000004,28.470000000000027,28.46999999999997,24.934314240672638,24.93431424067259,20.865942500620353,35.29649789055363
5/6/20,1011883,182.23,181.23,185.08,179.66,74.10422819571068,114.23000000000005,27.730000000000018,28.46999999999997,24.27558434736935,24.923400157576786,14.622147576258792,31.84772923371391
5/7/20,1632447,182.93,184,186.46,180.81,80.00707696,108.88000000000005,20.600000000000023,28.46999999999997,18.919911829537117,26.148052902277698,10.817028299648598,31.15977317570537
5/8/20,1005491,186,184.29,187.16,183.25,84.32600677703408,107.71000000000004,21.30000000000001,28.46999999999997,19.77532262556866,26.432086157274128,8.491989185233592,27.92827296
5/11/20,1112115,183.14,184.4,186.14,182.92,79.46181139735349,99.92000000000004,21.30000000000001,19.22,21.31705364291433,19.23538831064851,7.945464178145155,23.35812339397136
5/12/20,1097398,184.37,180.97,187.12,180.97,67.73990158255464,98.76000000000005,21.129999999999995,21.169999999999987,21.395301741595773,21.435803969218284,6.164856266648943,18.267742087784576
5/13/20,1164858,180.6,176.86,182.68,173.83,19.138074320313397,100.85000000000005,19.480000000000018,28.309999999999974,19.315815567674772,28.071393158155637,9.244301059841353,15.055121780230852
5/14/20,1222797,174.53,177.87,177.98,170.57,-14.14061988,101.48000000000005,17.49000000000001,31.569999999999993,17.234923137564053,31.10957824201811,13.808105324984533,14.215126450621662
5/15/20,1077856,176.49,180.72,181.13,175.44,20.04051725425753,100.96000000000004,15.050000000000011,31.569999999999993,14.906893819334396,31.269809825673512,17.040959128451757,13.928993714050177
5/18/20,1437177,183.84,190.1,190.81,183.04,131.3885038728092,101.53000000000006,24.730000000000018,25.599999999999994,24.357332808037036,25.21422239732097,14.928012871916485,11.71000102857504
5/19/20,1519154,190.13,194.71,198.9,190.13,207.36605572545295,97.78000000000006,28.75,25.599999999999994,29.40274084679892,26.181223154019207,15.038429646426811,11.491946912285982
5/20/20,1028971,197.97,196.64,199.59,194.32,208.62447412913747,98.64000000000004,29.439999999999998,25.599999999999994,29.84590429845903,25.952960259529586,16.185459902808876,11.17515808472891
5/21/20,1261075,196.08,194.75,197.58,193.65,171.05760873214544,87.66000000000005,29.439999999999998,13.349999999999994,33.584302988820426,15.229295,19.37305569542311,14.30867837763223
5/22/20,1534589,194.03,195.78,196.9,192.51,151.79288942124413,85.85000000000005,29.439999999999998,14.490000000000009,34.29237041351192,16.878276062900408,20.26169936926623,17.03490234712538
5/26/20,1662644,199.32,199.53,203.83,198.62,189.7298141359744,86.83000000000007,30.830000000000013,14.490000000000009,35.50616146493146,16.68778072094898,20.364913792869007,18.702936460660382
5/27/20,2192991,198.65,199.81,199.82,192.51,135.97303629144835,88.72000000000006,30.620000000000005,20.600000000000023,34.51307484220016,23.21911632100993,23.33726038191391,19.132636626915197
5/28/20,3709293,196.38,202.63,208.3,194.6,160.50255111383544,96.77000000000007,37.72000000000003,20.600000000000023,38.97902242430506,21.28758912886226,27.263845888223884,21.15113776732535
5/29/20,2750750,203.6,210.38,210.71,200.34,181.8963043074993,103.23000000000008,39.430000000000035,20.600000000000023,38.196260776905945,19.955439310278027,31.328996775312635,23.757228339060756
6/1/20,2746022,210,219.29,221.51,209.06,220.78151486644677,112.46000000000006,50.23000000000002,20.27000000000001,44.66476969589186,18.024186377378623,32.144698506290844,25.758877100856978
6/2/20,2479929,218.93,219.09,221,212.11,190.86997467149445,115.20000000000005,50.23000000000002,18.32000000000002,43.60243055555556,15.902777777777791,34.231123492574916,27.246411430920574
6/3/20,2025133,220.75,226.39,227.39,219.17,200.04299052864914,114.65000000000003,56.620000000000005,11.180000000000035,49.38508504143043,9.751417357174036,39.39211132432484,29.878512558596924
6/4/20,2177537,225,225.2,227.37,223.29,179.04584880245332,111.32000000000005,56.620000000000005,7.920000000000016,50.862378727991356,7.114624505928865,48.70784633238617,36.02255335715004
6/5/20,1956278,224.67,233.71,234.54,223,180.34893725629755,117.17000000000004,60.639999999999986,7.920000000000016,51.753861910045195,6.759409405137845,56.63132435756838,41.94758512289613
6/8/20,2273377,231.14,233.51,236.47,230.46,168.84940651432174,113.09000000000003,52.889999999999986,7.920000000000016,46.768060836501874,7.003271730480161,63.728658220922284,47.52882749811746
6/9/20,1916273,232.49,234.15,237.8,231.45,151.65428065877245,110.64000000000004,46.129999999999995,7.920000000000016,41.69378163412869,7.158351409978319,68.42821624332952,50.28645737481018
6/10/20,1810693,235.59,236.59,240.25,233.46,142.52357033780913,112.16000000000003,47.889999999999986,7.920000000000016,42.697931526390846,7.061340941512138,72.60622058955074,53.418672041062834
6/11/20,2798454,233,219.1,233.47,218.95,82.25758322,125.87000000000003,47.889999999999986,21.760000000000048,38.04719154683401,17.287677762771146,67.68880445987863,53.54045789210173
6/12/20,1865112,227.95,222.96,228.13,218.95,73.11579084,130.66000000000003,47.889999999999986,20.620000000000033,36.65238022348077,15.781417419256107,61.746692332466814,55.22726933242649
6/15/20,1522421,218.96,229,229.75,218.76,75.74259651394368,133.60000000000002,42.579999999999984,20.620000000000033,31.871257485029922,15.434131736526968,54.72180667993542,55.67656552
6/16/20,2385790,234.95,240.93,241.77,234,114.0628881950864,139.06000000000003,54.599999999999994,14.51000000000002,39.26362721127569,10.434344887099105,52.06469309937247,57.89667566014738
6/17/20,1127113,242.29,237.04,243.76,236.42,105.25424280921189,132.70000000000002,48.10999999999996,14.51000000000002,36.25470987189144,10.934438583270547,49.22522253,58.82671938517876
6/18/20,1181220,237.95,238.07,239.2,236.05,93.59133186113753,125.47999999999999,45.69999999999996,14.879999999999995,36.420146636914225,11.858463500159385,45.76803695855591,59.18712877405333
6/19/20,2023843,242.11,237.82,242.98,235.49,91.97112907155196,120.51999999999998,38.67999999999998,14.879999999999995,32.094258214404235,12.346498506471953,46.921369323285084,57.30508689158185
6/22/20,1203830,236,240.88,241.13,236,90.41901346157265,116.75999999999999,38.67999999999998,14.879999999999995,33.12778349,12.744090441932165,47.693325700333496,54.720009016400155
6/23/20,1461835,242.91,241.62,247.14,241.46,102.16738141453625,114.72,38.29999999999998,14.879999999999995,33.38563458856344,12.970711297071126,49.24203853454199,51.98192261
6/24/20,1863968,240.29,233.44,242.67,231.44,66.34457767,121.86999999999998,38.29999999999998,24.900000000000006,31.426930335603505,20.431607450562083,43.10763194124945,47.586162520310964
6/25/20,1782536,233.5,234.47,234.81,228.37,48.07517124261817,116.76999999999998,31.129999999999995,27.97,26.65924466900745,23.953070137877884,35.055947126460474,42.14058482674424
6/26/20,1510209,234.93,232.74,236.71,230.66,48.958198965749986,116.81,31.099999999999994,27.97,26.624432839654133,23.944867733926888,27.4599341,36.613985529130154
6/29/20,930460,232.53,232.17,233.93,227.76,33.598663853788054,116.63,29.769999999999982,30.870000000000005,25.525165051873433,26.46831861442168,20.356240398199656,33.63880486074237
6/30/20,1602535,232.95,239.19,239.95,231.2,61.83584790722337,118.59,33.339999999999975,30.870000000000005,28.113668943418478,26.03086263597268,13.591341475590061,30.64233358796178
7/1/20,1275289,239.94,241.22,242.67,237.8,83.13714040787457,105.81999999999996,36.059999999999974,16.359999999999985,34.07673407673406,15.460215460215453,12.515002055078492,30.87852029481024
7/2/20,1158173,242.51,240.15,244.4,239.18,87.47727566689136,101.85999999999996,37.78999999999999,16.359999999999985,37.099941095621446,16.061260553701153,15.577122434864295,29.342377188056872
7/6/20,1092704,243.32,244.36,248.35,243.07,120.6913007969756,99.06999999999994,40.119999999999976,16.359999999999985,40.496618552538614,16.513576259210655,21.697308927564848,28.37662802701266
7/7/20,993651,243.12,238.94,245.6,238.8,81.49723653977523,93.09999999999991,28.099999999999966,20.629999999999967,30.18259935553168,22.158968850698162,23.36907023714348,25.41450216842394
7/8/20,960268,241.64,243.9,244,239.42,91.60785258609013,90.81999999999991,26.109999999999985,20.629999999999967,28.749174190706906,22.71526095573661,25.020811714633243,22.68852605641645
7/9/20,1594049,250.3,248.2,251.39,242.07,140.88498551630875,96.98999999999992,33.49999999999997,20.25999999999999,34.53964326219198,20.888751417671934,28.48434893933988,21.037845207464972
7/10/20,1142858,248.22,244.24,248.89,243,113.13461266675276,95.38999999999993,29.71999999999997,20.25999999999999,31.156305692420585,21.23912359786142,25.37543145653854,18.945216755808516
7/13/20,2030573,246.17,231.86,246.73,231.26,-1.609950795,105.72999999999993,29.71999999999997,32,28.109335098836652,30.265771304265602,19.395239535478833,17.486180985171565
7/14/20,2459437,228.86,234.6,234.68,226.55,-67.59961753,107.59999999999994,23.70999999999998,36.70999999999998,22.035315985130108,34.11710037174721,15.96991714,18.833613033030574
7/15/20,1112348,236,235.58,237.16,231.5,-29.49902043,102.02999999999994,26.18999999999997,26.68999999999997,25.668920905615977,26.15897285,13.572612333721793,18.470841285432634
7/16/20,1029230,233.86,234.03,235.39,229.25,-54.10137099,101.91999999999996,26.18999999999997,25.869999999999976,25.69662480376764,25.382653061224477,11.720986057182413,18.370898885907827
7/17/20,1102440,235.8,237.7,238.06,232.67,-8.481606975,101.25999999999996,26.95999999999998,25.869999999999976,26.624530910527348,25.548094015405873,7.960193634496895,18.22227128691839
7/20/20,1050325,239.05,246.04,246.96,237.43,87.94522380420648,104.61999999999995,35.859999999999985,22.96999999999997,34.27642898107437,21.955649015484596,8.457363436,16.91639744607662
7/21/20,987843,246.64,239.69,247.3,237.34,53.201691655558086,105.82999999999996,30.180000000000007,22.96999999999997,28.517433619956556,21.704620617972203,10.102576535489986,14.748908035484408
7/22/20,515059,241.4,240.74,243.91,239.06,45.036201767433994,105.80999999999997,27.460000000000008,22.96999999999997,25.95217843304037,21.708723183063963,8.000472571,11.985194854581444
7/23/20,1177010,241.29,237.34,245.16,235.73,10.855615167244835,110.01999999999998,25.72999999999999,26.299999999999983,23.38665697145973,23.90474459189237,8.025470028880742,10.799041181301266
7/24/20,1007657,234.14,232.88,236.03,230.24,-95.88417289,108.91999999999999,21.78,31.789999999999964,19.99632757987514,29.186558942342973,11.037329403482198,11.379157730332306
7/27/20,731198,234.96,239.69,239.97,233.31,-16.02828099,109.21000000000001,25.72,27.519999999999982,23.550956872081308,25.199157586301602,11.256945228431201,9.608569431464048
7/28/20,623883,238.53,234.58,240.6,234.14,-34.83904635,110.61000000000001,26.349999999999994,27.519999999999982,23.822439200795582,24.880209745954232,7.967162806496241,8.212263121055472
7/29/20,502969,236.58,238.61,240.12,236.58,-0.392482286,106.83000000000001,18.960000000000008,27.519999999999982,17.747823645043532,25.760554151455562,8.775686512933312,9.439131524
7/30/20,713189,235.29,236.1,237.65,231.42,-53.89370061,108.13000000000005,18.960000000000008,32.68000000000001,17.53444927402201,30.22287986682696,11.719873348389532,9.860172959528061
7/31/20,1144187,238.36,236.43,238.36,231.5,-46.89899708,99.52000000000007,19.670000000000016,20.939999999999998,19.76487138263666,21.040996784565902,12.058504470115453,10.041987249498098
8/3/20,1269286,239.42,239.48,240.46,235.84,4.380730435601611,96.01000000000008,21.77000000000001,16.230000000000018,22.674721383189244,16.90448911571712,11.37402376,11.20567658
8/4/20,964018,239.29,239.9,241.87,236.73,17.438544739429567,95.49,20.700000000000017,16.230000000000018,21.677662582469367,16.996544140747723,12.827867744422612,12.042406486426906
8/5/20,1292900,240.07,243.2,246.36,235.24,52.600335527164404,100.28000000000009,25.190000000000026,13.980000000000018,25.11966493817312,13.940965297167937,17.235692018788942,12.601427412642591
8/6/20,735942,243.64,243.57,244.5,239.24,64.45957667773982,100.15000000000006,22.52000000000001,13.980000000000018,22.48627059410883,13.959061407888177,18.06581485848432,13.420750685708816
8/7/20,1042919,242.47,236.24,242.47,233.2,-35.20233784,100.99000000000007,13.620000000000005,20.02000000000004,13.48648381027824,19.82374492524015,16.808551318988822,14.264212333689176
8/10/20,1307834,236.4,231.88,236.93,227.52,-125.2974323,100.44000000000005,13.280000000000001,25.700000000000017,13.221823974512139,25.587415372361612,21.59774882594903,16.828126648032242
8/11/20,927506,231.17,228.79,232.79,227.55,-156.6175419,100.83000000000004,13.280000000000001,25.700000000000017,13.170683328374487,25.48844589903799,24.478339862287964,17.92618181172208
8/12/20,905060,229.3,231.57,233.87,229.3,-111.6202643,96.48000000000005,14.360000000000014,22.370000000000005,14.883913764510787,23.18615257048092,26.09564087009598,19.461754307259298
8/13/20,1200754,232.88,238.19,243.25,232.57,7.790059951601242,101.06000000000006,23.74000000000001,16.880000000000024,23.49099544824856,16.702948743320814,24.140539444783837,20.68811573178639
8/14/20,786242,237.92,234.35,239.63,233.46,-28.01645032,100.14000000000004,19.80000000000001,16.880000000000024,19.77231875374476,16.85640103854605,21.567786323876373,19.816800591180346
8/17/20,919809,236.3,239,239.35,235.65,25.913836200558634,98.68000000000004,19.170000000000016,16.880000000000024,19.426428860964744,17.105796513984615,19.45567269,18.13211200599316
8/18/20,1482465,241.94,242.69,246.33,240.26,127.77826996743104,100.47000000000006,26.150000000000034,16.880000000000024,26.027669951229246,16.801035134866144,17.73577533834128,19.666762082145155
8/19/20,1250652,244.4,241.42,244.98,239.17,95.01152955955361,99.09000000000003,26.150000000000034,12.810000000000002,26.39015036835203,12.92764153799576,18.132067475027323,21.305203668657644
8/20/20,1080607,240.44,249.15,250.62,239.45,173.66977920613002,103.40000000000003,31.08000000000004,12.810000000000002,30.058027079303706,12.388781431334621,21.435235426338924,23.765438148217452
8/21/20,1088357,249.33,248.27,249.93,245.27,180.7347397189918,103.44000000000003,28.980000000000047,12.810000000000002,28.01624129930398,12.38399071925754,25.069441249480587,24.604990347132212
8/24/20,1227466,250.1,251.8,253.47,249.66,214.9656029305225,103.5,31.110000000000042,12.810000000000002,30.057971014492793,12.37681159,30.687095435837076,26.127440879856724
8/25/20,1555125,249.02,252.24,254.35,246.4,184.13427484313408,100.32999999999998,26.620000000000033,16.069999999999993,26.532442938303635,16.017143426691913,33.747221946488615,26.60144731974306
8/26/20,3075999,246.66,248.21,253.26,237.19,100.08727563014178,111.13999999999999,26.620000000000033,25.28,23.951772539139856,22.746086017635417,30.58701841117376,24.16139687475752
8/27/20,1137941,250.19,243.11,250.19,241.74,76.56964794,109.21999999999997,26.620000000000033,19.23999999999998,24.372825489837062,17.615821278154172,27.562386559867843,22.847227017447583
8/28/20,999064,244.85,247.39,250.5,244.85,101.7860095474307,107.19999999999996,26.930000000000035,13.560000000000002,25.12126865671646,12.64925373134329,26.128003998241393,23.78161971229016
8/31/20,1210857,246.33,245.7,247.98,242.55,66.37654112435739,107.38999999999996,26.930000000000035,15.859999999999985,25.07682279541861,14.768600428345277,23.990847858424136,24.53014455395236
9/1/20,1413483,247.99,253.51,253.7,244.67,123.5112199708064,111.33999999999995,31.57000000000002,15.859999999999985,28.35458954553623,14.244656008622233,22.56681946570505,26.626957450771062
9/2/20,2374057,255.48,261.35,261.94,254.15,203.0867402,108.08999999999995,30.430000000000035,15.859999999999985,28.15246553797766,14.672957720418164,23.693891651246805,28.72055679886771
9/3/20,2497741,256.81,242.09,256.81,239.23,45.13918629550307,124.03999999999999,30.430000000000035,30.78,24.532408900354756,24.814575943244115,23.35887727566516,26.972947843419462
9/4/20,2704646,240.53,233.88,244.44,228.18,-78.87502261,135.29999999999998,30.430000000000035,41.829999999999984,22.490761271249106,30.91648189209164,23.30619524806431,25.434290903966076
9/8/20,1845665,224.16,224.36,230.19,223.92,-173.5959364,137.92999999999998,23.450000000000017,46.09,17.001377510331345,33.415500616254626,23.228912406739752,24.678458202490575
9/9/20,2018469,227.61,232.78,234.98,225.59,-109.8645852,142.73999999999995,28.24000000000001,45,19.78422306,31.525851197982355,22.73110234471216,23.360975101568147
9/10/20,2128563,234,228.2,239.01,226.95,-98.16921524,143.62999999999994,26.629999999999995,45,18.540694840910678,31.33050198426514,21.484966157103326,22.025892811404187
9/11/20,992236,228.18,227.48,231.34,223.27,-122.4629751,147.03999999999994,26.629999999999995,48.67999999999998,18.11071817192601,33.10663764961915,21.11888274872671,22.406387199986757
9/14/20,1276790,231.03,229.83,232.9,228.23,-87.05744682,147.25999999999996,24.650000000000006,48.67999999999998,16.739100909955187,33.05717778079587,26.485194307986593,24.922035791825877
9/15/20,1969945,231.48,235.87,240.05,231.09,-39.22730545,149.52999999999997,31.80000000000001,45.41999999999999,21.26663545776768,30.375175550056845,26.79545339211782,25.050824320091067
9/16/20,1092756,236.41,230.76,237.59,230.33,-63.91054943,140.71999999999997,31.80000000000001,36.96999999999997,22.59806708357022,26.272029562251266,22.622288585315705,22.925600496027727
9/17/20,1884476,225.5,226.97,227.51,220.43,-128.4881113,142.59999999999997,31.80000000000001,46.869999999999976,22.30014025245443,32.868162692847115,22.00100489,22.366053618500978
