Date,Volume,Open,Close,High,Low
2/24/20,2104856,195.56,194.37,197.29,192.43
2/25/20,2282521,196.47,186.73,197.42,185.74
2/26/20,2850215,188.59,190.67,194.15,187.66
2/27/20,2688333,184.24,180.65,188.49,180.07
2/28/20,4340064,176.57,190.88,191.36,175.05
3/2/20,2698908,190.67,190.83,191.97,183.27
3/3/20,2756240,187.85,180.55,190,177.82
3/4/20,2242924,183.9,191.42,191.68,182.13
3/5/20,2328656,185.47,184.04,192.73,182.83
3/6/20,3272212,177.83,173.42,179.68,168.55
3/9/20,3108606,157.82,160.05,164.81,156.71
3/10/20,3439444,165.6,164.48,166.5,157.1
3/11/20,2789599,159.55,154.4,161.75,152.36
3/12/20,5014108,143.79,136,148.5,135.7
3/13/20,3998375,146,158.03,158.17,138.45
3/16/20,4101260,140.99,148.08,153.49,135.24
3/17/20,4110652,149.69,154.92,157.95,140.05
3/18/20,4762375,145.22,141.82,154.38,125.38
3/19/20,3749324,141.45,149.23,152.27,134.98
3/20/20,4515807,151.46,148.02,156.06,145.38
3/23/20,3309178,147.81,144.14,151.84,138.1
3/24/20,2691644,151.25,149.96,153.4,141.43
3/25/20,2497272,149.4,149.99,154.97,142.32
3/26/20,2753388,150.85,160.88,163.15,150.65
3/27/20,2929303,155.83,141.57,156.62,140.32
3/30/20,3378468,142.74,155.91,157.18,141.29
3/31/20,3679702,154,156.1,158.91,152.83
4/1/20,3185117,147.53,139.22,150.47,137.86
4/2/20,2729652,136.97,137.05,142.14,135.52
4/3/20,2214656,136.89,139,141.54,136.28
4/6/20,2732670,146.12,152.32,153.52,144.61
4/7/20,2098172,157.73,148.7,157.8,147.27
4/8/20,3142061,150.79,159.21,161.78,149.46
4/9/20,3705174,160.71,164.9,170.81,160.17
4/13/20,1896505,162.37,160.92,163.99,156.91
4/14/20,1918063,165.17,172.22,174.76,164
4/15/20,2014700,168.57,169.14,172.54,167.44
4/16/20,1847485,171.46,171,173.49,168.12
4/17/20,2357706,176.08,180.94,182,173.97
4/20/20,1191987,178.19,177.87,181.52,176.44
4/21/20,2331901,175.96,170.02,177.16,166.86
4/22/20,1013487,176.05,175.37,177.33,173.36
4/23/20,1582439,172.99,175.55,178.98,172.22
4/24/20,1151076,177.26,180.35,180.97,174.19
4/27/20,1684183,182.24,182.51,186.56,182.24
4/28/20,1829452,185.53,177.31,185.79,176.27
4/29/20,1559298,180.61,187.9,189.86,180
4/30/20,1941415,187,187.13,189.55,185.14
5/1/20,2061724,179.22,174.9,181.54,172.22
5/4/20,1153457,174.78,177.8,179.33,173.13
5/5/20,972833,179.57,180.49,184.87,179.28
5/6/20,1011883,182.23,181.23,185.08,179.66
5/7/20,1632447,182.93,184,186.46,180.81
5/8/20,1005491,186,184.29,187.16,183.25
5/11/20,1112115,183.14,184.4,186.14,182.92
5/12/20,1097398,184.37,180.97,187.12,180.97
5/13/20,1164858,180.6,176.86,182.68,173.83
5/14/20,1222797,174.53,177.87,177.98,170.57
5/15/20,1077856,176.49,180.72,181.13,175.44
5/18/20,1437177,183.84,190.1,190.81,183.04
5/19/20,1519154,190.13,194.71,198.9,190.13
5/20/20,1028971,197.97,196.64,199.59,194.32
5/21/20,1261075,196.08,194.75,197.58,193.65
5/22/20,1534589,194.03,195.78,196.9,192.51
5/26/20,1662644,199.32,199.53,203.83,198.62
5/27/20,2192991,198.65,199.81,199.82,192.51
5/28/20,3709293,196.38,202.63,208.3,194.6
5/29/20,2750750,203.6,210.38,210.71,200.34
6/1/20,2746022,210,219.29,221.51,209.06
6/2/20,2479929,218.93,219.09,221,212.11
6/3/20,2025133,220.75,226.39,227.39,219.17
6/4/20,2177537,225,225.2,227.37,223.29
6/5/20,1956278,224.67,233.71,234.54,223
6/8/20,2273377,231.14,233.51,236.47,230.46
6/9/20,1916273,232.49,234.15,237.8,231.45
6/10/20,1810693,235.59,236.59,240.25,233.46
6/11/20,2798454,233,219.1,233.47,218.95
6/12/20,1865112,227.95,222.96,228.13,218.95
6/15/20,1522421,218.96,229,229.75,218.76
6/16/20,2385790,234.95,240.93,241.77,234
6/17/20,1127113,242.29,237.04,243.76,236.42
6/18/20,1181220,237.95,238.07,239.2,236.05
6/19/20,2023843,242.11,237.82,242.98,235.49
6/22/20,1203830,236,240.88,241.13,236
6/23/20,1461835,242.91,241.62,247.14,241.46
6/24/20,1863968,240.29,233.44,242.67,231.44
6/25/20,1782536,233.5,234.47,234.81,228.37
6/26/20,1510209,234.93,232.74,236.71,230.66
6/29/20,930460,232.53,232.17,233.93,227.76
6/30/20,1602535,232.95,239.19,239.95,231.2
7/1/20,1275289,239.94,241.22,242.67,237.8
7/2/20,1158173,242.51,240.15,244.4,239.18
7/6/20,1092704,243.32,244.36,248.35,243.07
7/7/20,993651,243.12,238.94,245.6,238.8
7/8/20,960268,241.64,243.9,244,239.42
7/9/20,1594049,250.3,248.2,251.39,242.07
7/10/20,1142858,248.22,244.24,248.89,243
7/13/20,2030573,246.17,231.86,246.73,231.26
7/14/20,2459437,228.86,234.6,234.68,226.55
7/15/20,1112348,236,235.58,237.16,231.5
7/16/20,1029230,233.86,234.03,235.39,229.25
7/17/20,1102440,235.8,237.7,238.06,232.67
7/20/20,1050325,239.05,246.04,246.96,237.43
7/21/20,987843,246.64,239.69,247.3,237.34
7/22/20,515059,241.4,240.74,243.91,239.06
7/23/20,1177010,241.29,237.34,245.16,235.73
7/24/20,1007657,234.14,232.88,236.03,230.24
7/27/20,731198,234.96,239.69,239.97,233.31
7/28/20,623883,238.53,234.58,240.6,234.14
7/29/20,502969,236.58,238.61,240.12,236.58
7/30/20,713189,235.29,236.1,237.65,231.42
7/31/20,1144187,238.36,236.43,238.36,231.5
8/3/20,1269286,239.42,239.48,240.46,235.84
8/4/20,964018,239.29,239.9,241.87,236.73
8/5/20,1292900,240.07,243.2,246.36,235.24
8/6/20,735942,243.64,243.57,244.5,239.24
8/7/20,1042919,242.47,236.24,242.47,233.2
8/10/20,1307834,236.4,231.88,236.93,227.52
8/11/20,927506,231.17,228.79,232.79,227.55
8/12/20,905060,229.3,231.57,233.87,229.3
8/13/20,1200754,232.88,238.19,243.25,232.57
8/14/20,786242,237.92,234.35,239.63,233.46
8/17/20,919809,236.3,239,239.35,235.65
8/18/20,1482465,241.94,242.69,246.33,240.26
8/19/20,1250652,244.4,241.42,244.98,239.17
8/20/20,1080607,240.44,249.15,250.62,239.45
8/21/20,1088357,249.33,248.27,249.93,245.27
