,Date,code,Open,Close,High,Low,Vol,VoT,exchange,CLOSE,HIGH,LOW,MTR,DMP,DMM,PDI,MDI,ADX,ADXR
1816,6/15/09,600519,-167.75,-163.1,-162.83,-167.75,44081,592083839,0.47,-163.1,-162.83,-167.75,47.13,20.53,3.17,43.56,6.73,68.1,48.77
1817,6/16/09,600519,-163.43,-163.51,-162.42,-164.78,20039,271544262,0.21,-163.51,-162.42,-164.78,47.71,20.94,1.56,43.89,3.27,71.97,54.66
1818,6/17/09,600519,-163.77,-162.04,-161.4,-163.88,22584,310521875,0.24,-162.04,-161.4,-163.88,48.94,21.18,1.56,43.28,3.19,74.69,60.77
1819,6/18/09,600519,-162.53,-161.88,-161.4,-163.66,41190,564072323,0.44,-161.88,-161.4,-163.66,49.27,20.47,1.56,41.55,3.17,77.65,65.45
1820,6/19/09,600519,-162.55,-162.59,-161.26,-163.58,18533,253253630,0.2,-162.59,-161.26,-163.58,49.04,18.67,1.56,38.07,3.18,79.86,70.4
1821,6/22/09,600519,-162.15,-165.56,-161.63,-165.63,21181,285552148,0.22,-165.56,-161.63,-165.63,50.08,16.52,3.61,32.99,7.21,80.03,72.98
1822,6/23/09,600519,-166.44,-165.26,-164.41,-168.12,27588,364099880,0.29,-165.26,-164.41,-168.12,52.01,16.52,6.1,31.76,11.73,75.5,71.8
1823,6/24/09,600519,-165.31,-166.29,-164.78,-167.03,20936,276526128,0.22,-166.29,-164.78,-167.03,52.67,16.52,6.1,31.37,11.58,68.83,70.4
1824,6/25/09,600519,-165.54,-163.36,-163.13,-166.28,21834,295200887,0.23,-163.36,-163.13,-166.28,47.52,10.89,6.1,22.92,12.84,59.15,66.92
1825,6/26/09,600519,-163.28,-162.53,-161.78,-163.28,18262,250833621,0.19,-162.53,-161.78,-163.28,46.05,12.24,6.1,26.58,13.25,50.42,64.03
1826,6/29/09,600519,-161.77,-154.48,-153.51,-162.3,38015,553072336,0.4,-154.48,-153.51,-162.3,49.21,16.04,6.1,32.6,12.4,43.81,61.83
1827,6/30/09,600519,-153.89,-154.26,-152.54,-156.67,24553,359599491,0.26,-154.26,-152.54,-156.67,51.07,17.01,6.1,33.31,11.94,40.98,60.51
1828,7/1/09,600519,-154.45,-155.16,-153.4,-155.67,19357,281759830,0.21,-155.16,-153.4,-155.67,49.42,14.41,6.1,29.16,12.34,40.06,57.78
1829,7/2/09,600519,-155.2,-153.43,-151.17,-156.63,26990,395317139,0.29,-153.43,-151.17,-156.63,49.92,16.64,4.54,33.33,9.09,41.9,55.37
1830,7/3/09,600519,-154.15,-154.96,-152.65,-155.35,25739,376552059,0.27,-154.96,-152.65,-155.35,47.7,16.04,4.54,33.63,9.52,46.52,52.83
1831,7/6/09,600519,-155.65,-156.46,-154.91,-157.3,29492,423754900,0.31,-156.46,-154.91,-157.3,47.73,15.63,6.49,32.75,13.6,47.83,49.12
1832,7/7/09,600519,-156.45,-155.28,-153.39,-157.15,27406,399773428,0.29,-155.28,-153.39,-157.15,49.01,16.13,6.49,32.91,13.24,47.45,45.63
1833,7/8/09,600519,-156.78,-156.46,-155.54,-158.28,26516,378380305,0.28,-156.46,-155.54,-158.28,49.75,16.13,7.62,32.42,15.32,45.55,43.27
1834,7/9/09,600519,-157.0,-153.98,-153.03,-157.0,34642,505222990,0.37,-153.98,-153.03,-157.0,51.4,18.5,7.62,35.99,14.82,45.74,42.9
1835,7/10/09,600519,-153.7,-150.26,-149.27,-153.87,29770,451971144,0.32,-150.26,-149.27,-153.87,52.11,22.26,5.57,42.72,10.69,46.21,44.06
1836,7/13/09,600519,-150.13,-149.44,-148.89,-152.4,39766,601703320,0.42,-149.44,-148.89,-152.4,51.91,22.64,3.08,43.61,5.93,49.57,48.05
1837,7/14/09,600519,-149.5,-149.42,-148.63,-150.39,26645,408475427,0.28,-149.42,-148.63,-150.39,51.42,22.9,3.08,44.54,5.99,55.4,51.61
1838,7/15/09,600519,-149.42,-151.87,-148.68,-151.92,31598,477906537,0.33,-151.87,-148.68,-151.92,51.5,21.25,4.61,41.26,8.95,59.02,53.23
1839,7/16/09,600519,-151.51,-153.06,-151.14,-153.43,36431,542209782,0.39,-153.06,-151.14,-153.43,52.21,19.9,6.12,38.12,11.72,61.88,53.71
1840,7/17/09,600519,-152.85,-153.46,-151.53,-153.62,14100,210098779,0.15,-153.46,-151.53,-153.62,45.28,11.63,6.31,25.68,13.94,59.88,52.81
1841,7/20/09,600519,-153.4,-153.31,-152.2,-154.16,38738,572069340,0.41,-153.31,-152.2,-154.16,43.11,10.66,6.85,24.73,15.89,53.51,49.86
1842,7/21/09,600519,-152.72,-153.91,-151.74,-154.17,42220,627819240,0.45,-153.91,-151.74,-154.17,43.27,11.12,6.85,25.7,15.83,44.8,47.18
1843,7/22/09,600519,-154.15,-153.84,-153.1,-155.13,25036,366601445,0.27,-153.84,-153.1,-155.13,39.84,8.89,7.81,22.31,19.6,33.16,44.28
1844,7/23/09,600519,-153.51,-154.69,-153.4,-154.89,17250,253176789,0.18,-154.69,-153.4,-154.89,38.63,8.89,7.81,23.01,20.22,23.51,41.27
1845,7/24/09,600519,-154.46,-154.15,-151.3,-154.69,45371,673882706,0.48,-154.15,-151.3,-154.69,39.63,10.99,5.86,27.73,14.79,19.76,40.82
1846,7/27/09,600519,-153.78,-149.57,-149.27,-153.78,64531,969451469,0.68,-149.57,-149.27,-153.78,40.75,11.5,5.86,28.22,14.38,20.23,40.05
1847,7/28/09,600519,-149.57,-149.49,-145.16,-149.94,36230,564423483,0.38,-149.49,-145.16,-149.94,42.53,15.61,4.73,36.7,11.12,25.52,39.51
1848,7/29/09,600519,-149.42,-153.39,-147.27,-156.4,36956,556652765,0.39,-153.39,-147.27,-156.4,47.69,13.1,11.19,27.47,23.46,22.87,33.83
1849,7/30/09,600519,-150.62,-152.02,-150.62,-154.52,27550,410415145,0.29,-152.02,-150.62,-154.52,46.88,9.34,11.19,19.92,23.87,23.29,28.23
1850,7/31/09,600519,-151.15,-151.88,-151.15,-152.91,32992,494144461,0.35,-151.88,-151.15,-152.91,45.13,8.96,11.19,19.85,24.8,24.06,23.79
1851,8/3/09,600519,-150.39,-147.6,-145.45,-150.39,44458,693624944,0.47,-147.6,-145.45,-150.39,49.8,14.4,11.19,28.92,22.47,21.08,20.42
1852,8/4/09,600519,-146.62,-148.79,-146.62,-149.94,21435,329545708,0.23,-148.79,-146.62,-149.94,49.88,14.4,9.66,28.87,19.37,18.95,19.59
1853,8/5/09,600519,-148.36,-141.55,-141.46,-148.36,55449,893443535,0.59,-141.55,-141.46,-148.36,54.92,19.56,8.15,35.62,14.84,16.89,21.21
1854,8/6/09,600519,-143.62,-140.57,-139.5,-144.31,39442,644496759,0.42,-140.57,-139.5,-144.31,57.64,21.52,7.96,37.34,13.81,23.25,23.06
1855,8/7/09,600519,-139.27,-141.47,-136.87,-143.21,57867,953137970,0.61,-141.47,-136.87,-143.21,62.02,24.15,7.42,38.94,11.96,30.58,26.94
1856,8/10/09,600519,-141.37,-141.75,-140.62,-145.22,29299,472002862,0.31,-141.75,-140.62,-145.22,64.19,23.69,9.43,36.91,14.69,35.91,29.99
1857,8/11/09,600519,-141.47,-136.87,-134.99,-143.13,36307,611324918,0.38,-136.87,-134.99,-143.13,70.3,29.32,8.47,41.71,12.05,43.02,32.05
1858,8/12/09,600519,-136.94,-139.68,-132.74,-142.88,41404,698628591,0.44,-139.68,-132.74,-142.88,78.95,31.57,8.47,39.99,10.73,49.35,34.15
1859,8/13/09,600519,-142.22,-142.17,-139.69,-144.53,33769,544005102,0.36,-142.17,-139.69,-144.53,80.41,29.47,10.12,36.65,12.59,50.63,33.76
1860,8/14/09,600519,-142.14,-146.05,-142.14,-147.39,24707,390424195,0.26,-146.05,-142.14,-147.39,80.78,27.44,12.98,33.97,16.07,48.93,36.09
1861,8/17/09,600519,-148.06,-152.24,-146.29,-153.49,29750,451437989,0.32,-152.24,-146.29,-153.49,83.44,23.33,19.08,27.96,22.87,41.77,36.17
1862,8/18/09,600519,-153.02,-151.78,-150.27,-153.39,29840,448107193,0.32,-151.78,-150.27,-153.39,77.43,23.33,12.62,30.13,16.3,39.55,37.73
1863,8/19/09,600519,-150.41,-152.19,-148.06,-153.4,33576,509878566,0.36,-152.19,-148.06,-153.4,78.87,25.54,12.62,32.38,16.0,36.0,39.51
1864,8/20/09,600519,-152.65,-150.4,-150.02,-153.4,34600,522725007,0.37,-150.4,-150.02,-153.4,80.49,25.54,12.62,31.73,15.68,32.03,40.69
1865,8/21/09,600519,-150.38,-147.0,-146.64,-151.14,24743,383636526,0.26,-147.0,-146.64,-151.14,78.56,23.22,12.62,29.56,16.06,28.81,39.72
1866,8/24/09,600519,-146.64,-145.58,-145.14,-146.97,13418,212008261,0.14,-145.58,-145.14,-146.97,77.1,24.72,12.62,32.06,16.37,28.25,38.59
1867,8/25/09,600519,-145.96,-147.45,-145.96,-150.32,24501,377947429,0.26,-147.45,-145.96,-150.32,74.51,19.56,15.97,26.25,21.43,28.27,35.02
1868,8/26/09,600519,-149.24,-144.99,-144.01,-149.24,22355,353413336,0.24,-144.99,-144.01,-149.24,74.93,19.55,15.97,26.09,21.31,24.98,32.27
1869,8/27/09,600519,-145.22,-143.37,-142.37,-145.88,22161,356997195,0.23,-143.37,-142.37,-145.88,72.1,18.56,15.97,25.74,22.15,20.59,28.29
1870,8/28/09,600519,-143.63,-144.93,-142.35,-145.13,24049,386203839,0.25,-144.93,-142.35,-145.13,70.28,18.58,13.96,26.44,19.86,17.31,24.67
1871,8/31/09,600519,-145.88,-151.9,-145.88,-152.27,37334,568178140,0.4,-151.9,-145.88,-152.27,69.48,12.95,21.1,18.64,30.37,16.37,22.59
1872,9/1/09,600519,-151.89,-150.73,-147.91,-151.92,20632,313194378,0.22,-150.73,-147.91,-151.92,63.35,10.7,21.1,16.89,33.31,16.42,22.34
1873,9/2/09,600519,-151.16,-151.28,-150.43,-152.23,16156,243221073,0.17,-151.28,-150.43,-152.23,60.3,10.7,19.76,17.74,32.77,19.69,23.98
1874,9/3/09,600519,-151.86,-148.06,-147.76,-151.88,19157,293428432,0.2,-148.06,-147.76,-151.88,59.17,13.37,16.9,22.6,28.56,19.96,22.47
1875,9/4/09,600519,-148.15,-147.86,-147.39,-149.64,21554,332587085,0.23,-147.86,-147.39,-149.64,53.98,13.74,10.8,25.45,20.01,20.7,20.65
1876,9/7/09,600519,-147.07,-142.96,-140.25,-147.18,38845,630053587,0.41,-142.96,-140.25,-147.18,58.47,20.88,10.8,35.71,18.47,23.64,20.48
1877,9/8/09,600519,-142.95,-139.54,-138.22,-145.04,34490,572753391,0.37,-139.54,-138.22,-145.04,59.95,20.7,10.8,34.53,18.02,24.89,20.63
1878,9/9/09,600519,-139.54,-141.12,-137.63,-142.88,31203,512038300,0.33,-141.12,-137.63,-142.88,61.82,21.29,10.8,34.44,17.47,24.89,20.65
1879,9/10/09,600519,-141.15,-139.91,-139.8,-142.5,13255,218828433,0.14,-139.91,-139.8,-142.5,60.02,17.91,10.8,29.84,17.99,24.06,21.88
1880,9/11/09,600519,-139.95,-139.3,-138.37,-141.45,13472,224260634,0.14,-139.3,-138.37,-141.45,61.24,17.84,10.8,29.13,17.64,26.21,23.08
1881,9/14/09,600519,-138.33,-139.06,-137.62,-139.27,15551,260573647,0.16,-139.06,-137.62,-139.27,58.18,18.59,7.45,31.95,12.81,31.34,26.02
1882,9/15/09,600519,-138.97,-140.21,-137.76,-141.2,17816,294648966,0.19,-140.21,-137.76,-141.2,56.39,16.64,9.38,29.51,16.63,30.69,27.17
1883,9/16/09,600519,-140.6,-140.81,-139.2,-142.22,13431,219954118,0.14,-140.81,-139.2,-142.22,55.9,15.0,10.4,26.83,18.6,28.47,26.68
1884,9/17/09,600519,-140.78,-140.8,-140.06,-141.07,16694,275360254,0.18,-140.8,-140.06,-141.07,54.13,14.98,10.4,27.67,19.21,26.03,25.46
1885,9/18/09,600519,-140.78,-142.29,-140.74,-142.88,18412,301101120,0.2,-142.29,-140.74,-142.88,48.93,14.98,5.07,30.62,10.36,30.14,27.1
1886,9/21/09,600519,-143.38,-140.31,-140.17,-144.98,26129,422889399,0.28,-140.31,-140.17,-144.98,49.73,14.98,7.17,30.12,14.42,31.92,29.07
1887,9/22/09,600519,-140.54,-137.18,-135.6,-141.02,40975,697323678,0.43,-137.18,-135.6,-141.02,53.35,19.55,6.86,36.64,12.86,32.8,32.07
1888,9/23/09,600519,-137.1,-140.48,-136.19,-140.62,21215,356415097,0.22,-140.48,-136.19,-140.62,53.66,16.88,6.86,31.46,12.78,35.18,32.94
1889,9/24/09,600519,-140.62,-143.16,-140.62,-144.56,18787,302998962,0.2,-143.16,-140.62,-144.56,55.49,16.51,10.8,29.75,19.46,35.65,32.06
1890,9/25/09,600519,-142.88,-141.01,-139.38,-142.88,18528,304628817,0.2,-141.01,-139.38,-142.88,51.66,10.61,10.8,20.54,20.91,32.79,29.41
1891,9/28/09,600519,-140.93,-141.3,-139.49,-141.38,13453,222874121,0.14,-141.3,-139.49,-141.38,46.73,8.58,10.8,18.36,23.11,26.46,28.3
1892,9/29/09,600519,-141.38,-142.7,-140.62,-143.25,15424,251534805,0.16,-142.7,-140.62,-143.25,44.11,7.99,12.67,18.11,28.72,24.36,28.14
1893,9/30/09,600519,-141.38,-140.73,-139.29,-142.13,12882,212532258,0.14,-140.73,-139.29,-142.13,44.82,9.32,12.67,20.79,28.27,18.89,25.84
1894,10/9/09,600519,-139.27,-138.1,-137.63,-139.35,12506,210257020,0.13,-138.1,-137.63,-139.35,44.84,9.55,12.67,21.3,28.26,14.2,24.69
1895,10/12/09,600519,-137.62,-139.11,-136.88,-139.2,8762,147502660,0.09,-139.11,-136.88,-139.2,45.48,9.55,12.67,21.0,27.86,13.05,24.35
1896,10/13/09,600519,-139.87,-139.96,-138.0,-141.0,10237,170054046,0.11,-139.96,-138.0,-141.0,45.04,9.55,12.54,21.2,27.84,15.16,23.97
1897,10/14/09,600519,-139.53,-141.17,-139.51,-142.04,37300,612459767,0.4,-141.17,-139.51,-142.04,44.55,9.55,12.56,21.44,28.19,15.52,20.99
1898,10/15/09,600519,-140.72,-143.52,-140.72,-144.07,28112,454982752,0.3,-143.52,-140.72,-144.07,46.89,9.55,14.59,20.37,31.12,15.22,19.79
1899,10/16/09,600519,-143.54,-144.4,-142.88,-145.01,27987,447651087,0.3,-144.4,-142.88,-145.01,46.88,9.55,13.72,20.37,29.27,15.67,17.28
1900,10/19/09,600519,-144.22,-142.51,-142.5,-145.17,43640,698074669,0.46,-142.51,-142.5,-145.17,44.74,9.93,11.62,22.19,25.97,14.64,14.42
1901,10/20/09,600519,-142.35,-140.3,-140.17,-143.62,40788,666676389,0.43,-140.3,-140.17,-143.62,42.77,7.69,11.62,17.98,27.17,15.69,14.37
1902,10/21/09,600519,-140.62,-143.71,-140.62,-143.78,38084,617367731,0.4,-143.71,-140.62,-143.78,41.82,7.69,11.78,18.39,28.17,16.94,16.05
1903,10/22/09,600519,-144.31,-145.19,-142.9,-145.9,36817,585366561,0.39,-145.19,-142.9,-145.9,40.74,7.69,9.96,18.88,24.45,16.81,16.16
1904,10/23/09,600519,-145.19,-144.9,-144.23,-145.66,46516,739672651,0.49,-144.9,-144.23,-145.66,38.39,6.45,9.96,16.8,25.94,16.9,16.06
1905,10/26/09,600519,-144.4,-146.94,-144.4,-147.19,45644,716061313,0.48,-146.94,-144.4,-147.19,39.29,6.45,11.49,16.42,29.24,18.59,17.13
1906,10/27/09,600519,-146.94,-147.39,-146.64,-147.76,25428,396334908,0.27,-147.39,-146.64,-147.76,37.78,6.45,10.19,17.07,26.97,21.03,17.83
1907,10/28/09,600519,-147.31,-146.31,-146.0,-147.54,19142,300201158,0.2,-146.31,-146.0,-147.54,35.91,5.76,10.19,16.04,28.38,22.27,18.98
1908,10/29/09,600519,-147.09,-147.12,-145.6,-147.69,20565,323781024,0.22,-147.12,-145.6,-147.69,34.9,4.5,10.19,12.89,29.2,25.22,21.08
1909,10/30/09,600519,-146.26,-146.18,-145.97,-147.16,27504,432308188,0.29,-146.18,-145.97,-147.16,33.77,3.75,10.19,11.1,30.17,30.78,23.79
1910,11/2/09,600519,-147.39,-144.37,-144.31,-147.78,32020,506826774,0.34,-144.37,-144.31,-147.78,34.24,5.41,8.39,15.8,24.5,30.81,23.85
1911,11/3/09,600519,-144.38,-144.47,-143.33,-145.09,20119,322722635,0.21,-144.47,-143.33,-145.09,33.47,6.39,7.35,19.09,21.96,27.29,22.94
1912,11/4/09,600519,-144.48,-142.48,-142.12,-145.13,33612,543718745,0.36,-142.48,-142.12,-145.13,33.13,7.6,5.32,22.94,16.06,26.49,23.76
1913,11/5/09,600519,-142.51,-142.63,-141.86,-143.25,20029,325198987,0.21,-142.63,-141.86,-143.25,32.39,7.86,4.38,24.27,13.52,26.6,24.43
1914,11/6/09,600519,-142.04,-143.6,-141.98,-144.15,26422,427266654,0.28,-143.6,-141.98,-144.15,31.89,7.48,5.28,23.46,16.56,23.02,24.12
1915,11/9/09,600519,-143.6,-144.46,-143.03,-144.91,18476,295938895,0.2,-144.46,-143.03,-144.91,30.32,5.15,6.04,16.99,19.92,16.64,23.71
1916,11/10/09,600519,-144.06,-144.12,-143.17,-145.13,32878,527631019,0.35,-144.12,-143.17,-145.13,28.8,5.15,6.1,17.88,21.18,14.45,22.63
1917,11/11/09,600519,-144.27,-141.81,-140.02,-144.27,42757,698929654,0.45,-141.81,-140.02,-144.27,30.05,8.3,3.98,27.62,13.24,19.15,23.22
1918,11/12/09,600519,-141.79,-139.5,-138.66,-141.98,42621,706940280,0.45,-139.5,-138.66,-141.98,31.94,9.66,3.98,30.24,12.46,23.15,24.82
1919,11/13/09,600519,-139.42,-137.94,-136.64,-140.45,50108,845848184,0.53,-137.94,-136.64,-140.45,32.96,11.68,2.45,35.44,7.43,29.3,27.95
1920,11/16/09,600519,-137.71,-133.95,-132.71,-137.71,41480,721755719,0.44,-133.95,-132.71,-137.71,37.07,15.61,1.88,42.11,5.07,39.51,31.26
1921,11/17/09,600519,-133.86,-133.86,-133.11,-137.77,29399,506410452,0.31,-133.86,-133.11,-137.77,40.19,14.97,1.94,37.25,4.83,51.02,33.83
1922,11/18/09,600519,-134.75,-136.15,-133.56,-136.23,16440,282834420,0.17,-136.15,-133.56,-136.23,40.77,14.57,1.94,35.74,4.76,62.37,38.41
1923,11/19/09,600519,-136.06,-136.79,-134.77,-137.47,17109,291816172,0.18,-136.79,-134.77,-137.47,42.28,14.57,3.18,34.46,7.52,67.2,43.17
1924,11/20/09,600519,-136.85,-137.72,-136.49,-138.03,23133,391812970,0.25,-137.72,-136.49,-138.03,40.35,12.91,3.74,32.0,9.27,69.44,46.29
1925,11/23/09,600519,-137.54,-135.53,-135.37,-137.75,35331,602278226,0.37,-135.53,-135.37,-137.75,40.97,13.05,3.74,31.85,9.13,67.79,48.54
1926,11/24/09,600519,-134.7,-136.99,-131.53,-137.17,43379,757143585,0.46,-136.99,-131.53,-137.17,43.6,15.68,3.74,35.96,8.58,64.96,52.23
1927,11/25/09,600519,-136.94,-133.82,-133.2,-136.94,32233,557388538,0.34,-133.82,-133.2,-136.94,46.0,15.42,3.74,33.52,8.13,62.27,56.65
1928,11/26/09,600519,-133.19,-138.0,-133.19,-138.07,26501,452465235,0.28,-138.0,-133.19,-138.07,48.71,15.42,3.97,31.66,8.15,59.36,60.87
1929,11/27/09,600519,-138.13,-140.47,-137.92,-140.58,24670,411859873,0.26,-140.47,-137.92,-140.58,49.49,15.42,5.72,31.16,11.56,56.32,61.76
1930,11/30/09,600519,-139.14,-133.93,-133.53,-140.32,43747,749610425,0.46,-133.93,-133.53,-140.32,54.47,19.81,5.5,36.37,10.1,56.56,63.0
1931,12/1/09,600519,-134.8,-131.43,-130.71,-135.35,39579,698056574,0.42,-131.43,-130.71,-135.35,54.86,19.48,5.5,35.51,10.03,56.65,62.22
1932,12/2/09,600519,-131.43,-132.26,-131.28,-133.95,20596,362528922,0.22,-132.26,-131.28,-133.95,54.21,18.12,5.5,33.43,10.15,55.3,60.13
1933,12/3/09,600519,-132.37,-133.94,-132.35,-135.63,25006,433467098,0.26,-133.94,-132.35,-135.63,53.77,16.1,7.18,29.94,13.35,51.53,56.9
1934,12/4/09,600519,-133.94,-136.19,-133.94,-137.61,31035,530120181,0.33,-136.19,-133.94,-137.61,52.21,12.17,9.16,23.31,17.54,44.04,51.7
1935,12/7/09,600519,-129.36,-131.96,-128.56,-133.26,45683,808969972,0.48,-131.96,-128.56,-133.26,55.18,17.55,9.1,31.81,16.49,41.68,49.0
1936,12/8/09,600519,-131.93,-133.44,-130.86,-134.24,26144,456591109,0.28,-133.44,-130.86,-134.24,55.89,17.55,10.08,31.4,18.04,36.76,46.66
1937,12/9/09,600519,-133.86,-134.76,-133.53,-135.52,17824,308029900,0.19,-134.76,-133.53,-135.52,55.27,17.55,10.12,31.75,18.31,31.91,44.28
1938,12/10/09,600519,-133.85,-133.55,-133.45,-135.08,16404,284681531,0.17,-133.55,-133.45,-135.08,55.36,17.63,9.56,31.85,17.27,27.95,41.63
1939,12/11/09,600519,-133.1,-133.18,-132.38,-134.24,16594,290069819,0.18,-133.18,-132.38,-134.24,54.84,17.58,9.56,32.06,17.43,26.49,39.01
1940,12/14/09,600519,-132.74,-133.58,-132.74,-134.72,21182,368762139,0.22,-133.58,-132.74,-134.72,51.18,13.74,10.04,26.85,19.62,26.73,35.39
1941,12/15/09,600519,-133.49,-134.67,-133.11,-135.48,20791,359287534,0.22,-134.67,-133.11,-135.48,49.76,13.74,10.8,27.61,21.7,23.44,32.56
1942,12/16/09,600519,-134.69,-137.32,-134.68,-137.78,32650,555677963,0.35,-137.32,-134.68,-137.78,47.99,13.74,11.97,28.63,24.94,20.08,28.42
1943,12/17/09,600519,-136.79,-139.62,-136.79,-139.8,27957,469717785,0.3,-139.62,-136.79,-139.8,48.34,13.74,11.48,28.42,23.75,17.1,24.51
1944,12/18/09,600519,-139.87,-140.43,-139.81,-141.75,18309,302160706,0.19,-140.43,-139.81,-141.75,43.53,9.35,13.43,21.48,30.85,15.14,21.55
1945,12/21/09,600519,-139.87,-138.54,-137.45,-139.87,18123,303592013,0.19,-138.54,-137.45,-139.87,41.87,8.89,13.43,21.23,32.08,13.61,20.05
1946,12/22/09,600519,-138.23,-139.22,-138.0,-140.25,16264,271984510,0.17,-139.22,-138.0,-140.25,41.45,8.89,13.81,21.45,33.32,14.63,20.68
1947,12/23/09,600519,-139.24,-138.61,-138.3,-139.85,20919,350286334,0.22,-138.61,-138.3,-139.85,39.63,8.89,12.13,22.43,30.61,15.2,19.32
1948,12/24/09,600519,-139.12,-135.03,-133.92,-139.27,38204,655732970,0.4,-135.03,-133.92,-139.27,41.31,13.27,10.15,32.12,24.57,16.27,18.18
1949,12/25/09,600519,-135.03,-136.54,-134.61,-137.48,31847,542382941,0.34,-136.54,-134.61,-137.48,36.55,7.89,10.15,21.59,27.77,16.86,16.98
1950,12/28/09,600519,-136.72,-136.57,-135.4,-137.24,27905,474640192,0.3,-136.57,-135.4,-137.24,35.01,7.89,9.17,22.54,26.19,15.13,15.14
1951,12/29/09,600519,-135.75,-135.97,-135.56,-137.02,21527,367265881,0.23,-135.97,-135.56,-137.02,34.39,7.89,7.89,22.94,22.94,11.74,12.67
1952,12/30/09,600519,-135.75,-137.56,-135.75,-138.37,48254,815387555,0.51,-137.56,-135.75,-138.37,35.38,7.81,9.24,22.07,26.12,9.53,12.08
1953,12/31/09,600519,-137.45,-137.0,-136.83,-137.77,29934,507306247,0.32,-137.0,-136.83,-137.77,34.46,6.74,9.24,19.56,26.81,9.56,12.38
1954,1/4/10,600519,-135.37,-136.91,-135.37,-137.39,44305,753405635,0.47,-136.91,-135.37,-137.39,34.5,8.2,8.76,23.77,25.39,7.89,12.08
1955,1/5/10,600519,-136.12,-137.29,-135.74,-137.62,31513,535720422,0.33,-137.29,-135.74,-137.62,34.01,8.2,8.23,24.11,24.2,5.84,11.35
1956,1/6/10,600519,-137.63,-139.3,-137.24,-139.64,39889,666073283,0.42,-139.3,-137.24,-139.64,33.3,8.2,7.95,24.62,23.87,4.84,9.99
1957,1/7/10,600519,-139.3,-141.59,-138.98,-142.97,48826,801445269,0.52,-141.59,-138.98,-142.97,34.28,8.2,9.26,23.92,27.01,5.86,8.8
1958,1/8/10,600519,-141.38,-142.88,-141.38,-144.31,36702,593162176,0.39,-142.88,-141.38,-144.31,35.08,8.2,8.65,23.38,24.66,4.9,7.21
1959,1/11/10,600519,-141.68,-143.41,-140.7,-144.01,24461,395563861,0.26,-143.41,-140.7,-144.01,35.41,6.52,8.65,18.41,24.43,4.64,7.1
1960,1/12/10,600519,-143.29,-140.14,-139.75,-143.92,31063,509373871,0.33,-140.14,-139.75,-143.92,37.33,7.47,8.27,20.01,22.15,4.93,6.41
1961,1/13/10,600519,-141.38,-143.3,-140.51,-143.63,37924,621261800,0.4,-143.3,-140.51,-143.63,39.27,7.47,8.27,19.02,21.06,5.75,5.79
1962,1/14/10,600519,-142.88,-137.97,-137.47,-142.88,46455,775471608,0.49,-137.97,-137.47,-142.88,39.75,6.13,8.27,15.42,20.81,7.97,6.41
1963,1/15/10,600519,-137.99,-136.97,-134.33,-137.99,45939,788328964,0.49,-136.97,-134.33,-137.99,40.54,9.27,8.27,22.87,20.4,7.91,6.88
1964,1/18/10,600519,-136.87,-136.13,-135.17,-136.94,21462,368485894,0.23,-136.13,-135.17,-136.94,40.5,9.27,8.27,22.89,20.42,8.41,6.66
1965,1/19/10,600519,-136.12,-137.04,-135.74,-137.24,17819,302797491,0.19,-137.04,-135.74,-137.24,40.54,9.27,8.57,22.87,21.14,6.73,5.68
1966,1/20/10,600519,-136.94,-139.93,-136.76,-140.02,20973,353315689,0.22,-139.93,-136.76,-140.02,41.18,9.27,10.0,22.51,24.28,6.51,5.72
1967,1/21/10,600519,-139.98,-139.33,-138.09,-140.25,17257,287779661,0.18,-139.33,-138.09,-140.25,42.4,9.27,10.23,21.86,24.13,6.48,6.12
1968,1/22/10,600519,-139.42,-141.28,-138.9,-142.96,25433,416305093,0.27,-141.28,-138.9,-142.96,44.44,7.81,12.94,17.57,29.12,8.13,8.05
1969,1/25/10,600519,-141.49,-139.84,-138.9,-142.5,23239,385581318,0.25,-139.84,-138.9,-142.5,46.16,7.81,12.71,16.92,27.53,11.16,9.53
1970,1/26/10,600519,-138.17,-139.35,-136.74,-140.93,32889,553152669,0.35,-139.35,-136.74,-140.93,47.95,9.97,10.69,20.79,22.29,10.79,9.6
1971,1/27/10,600519,-139.85,-141.39,-138.54,-141.68,19317,320765897,0.2,-141.39,-138.54,-141.68,47.1,9.97,8.11,21.17,17.22,11.85,9.29
1972,1/28/10,600519,-141.48,-137.47,-136.61,-141.75,30268,507716302,0.32,-137.47,-136.61,-141.75,49.31,11.9,6.77,24.13,13.73,15.8,11.15
1973,1/29/10,600519,-136.91,-137.97,-136.72,-138.61,37173,628192888,0.39,-137.97,-136.72,-138.61,47.89,11.22,6.77,23.43,14.14,19.1,12.79
1974,2/1/10,600519,-137.71,-137.7,-137.18,-139.11,29656,499867002,0.31,-137.7,-137.18,-139.11,45.65,10.27,7.27,22.5,15.93,17.83,12.98
1975,2/2/10,600519,-138.37,-139.48,-136.87,-139.66,15494,260426281,0.16,-139.48,-136.87,-139.66,44.95,10.27,7.82,22.85,17.4,16.11,13.63
1976,2/3/10,600519,-139.72,-139.93,-138.3,-141.23,23035,382974414,0.24,-139.93,-138.3,-141.23,42.05,7.23,9.39,17.19,22.33,17.69,14.24
