,Date,code,Open,Close,High,Low,Vol,VoT,exchange,CLOSE,HIGH,LOW,MTR,DMP,DMM,PDI,MDI,ADX,ADXR
3381,12/1/15,600519,-32.77,-31.97,-31.82,-34.77,18878,400895904,0.15,-31.97,-31.82,-34.77,50.58,4.03,16.48,7.97,32.58,43.09,27.48
3382,12/2/15,600519,-31.29,-24.19,-18.77,-33.77,47891,1055325952,0.38,-24.19,-18.77,-33.77,61.96,17.08,16.48,27.57,26.6,41.8,27.04
3383,12/3/15,600519,-26.77,-25.57,-24.37,-29.07,22387,489928576,0.18,-25.57,-24.37,-29.07,61.66,17.08,11.93,27.7,19.35,40.54,27.43
3384,12/4/15,600519,-25.81,-30.46,-25.81,-30.76,20849,452200736,0.17,-30.46,-25.81,-30.76,62.35,17.08,10.79,27.39,17.31,40.92,28.22
3385,12/7/15,600519,-30.77,-31.26,-28.79,-32.57,19255,413697600,0.15,-31.26,-28.79,-32.57,61.77,16.08,12.6,26.03,20.4,29.45,28.42
3386,12/8/15,600519,-31.22,-33.83,-31.22,-34.31,17394,370510928,0.14,-33.83,-31.22,-34.31,62.45,16.08,14.34,25.75,22.96,20.11,28.37
3387,12/9/15,600519,-34.19,-31.3,-30.72,-34.27,14120,302039600,0.11,-31.3,-30.72,-34.27,63.9,16.58,14.34,25.95,22.44,11.2,27.15
3388,12/10/15,600519,-30.77,-32.81,-29.57,-33.78,13787,295297552,0.11,-32.81,-29.57,-33.78,65.43,17.73,13.54,27.1,20.69,13.14,27.47
3389,12/11/15,600519,-33.27,-34.36,-33.27,-35.27,13035,275655728,0.1,-34.36,-33.27,-35.27,66.56,17.73,14.44,26.64,21.69,11.88,26.21
3390,12/14/15,600519,-35.58,-31.67,-30.89,-36.77,20701,439584112,0.16,-31.67,-30.89,-36.77,69.16,20.11,11.93,29.08,17.25,12.38,26.65
3391,12/15/15,600519,-31.97,-31.26,-31.18,-33.69,15088,321828816,0.12,-31.26,-31.18,-33.69,69.07,20.11,11.93,29.12,17.27,14.61,22.03
3392,12/16/15,600519,-31.36,-31.86,-31.13,-33.18,20145,430371568,0.16,-31.86,-31.13,-33.18,69.16,19.37,11.93,28.01,17.25,17.62,18.86
3393,12/17/15,600519,-31.38,-29.91,-28.89,-31.77,24253,523818384,0.19,-29.91,-28.89,-31.77,65.92,21.61,6.73,32.78,10.21,25.16,18.18
3394,12/18/15,600519,-30.27,-28.89,-26.62,-30.66,28460,618897536,0.23,-28.89,-26.62,-30.66,62.92,21.64,6.73,34.39,10.7,31.69,22.41
3395,12/21/15,600519,-27.77,-18.74,-16.59,-27.77,59392,1341466592,0.47,-18.74,-16.59,-27.77,71.91,31.67,6.73,44.04,9.36,40.81,26.34
3396,12/22/15,600519,-18.97,-20.74,-18.97,-22.49,28402,638684800,0.23,-20.74,-18.97,-22.49,60.66,18.62,6.73,30.7,11.09,44.37,28.37
3397,12/23/15,600519,-20.32,-22.77,-19.08,-23.07,22375,501438272,0.18,-22.77,-19.08,-23.07,59.77,18.62,7.31,31.15,12.23,47.38,31.0
3398,12/24/15,600519,-21.79,-20.99,-20.09,-22.57,15578,350137312,0.12,-20.99,-20.09,-22.57,57.26,18.62,5.62,32.52,9.81,52.36,34.99
3399,12/25/15,600519,-20.77,-21.27,-20.11,-22.89,11543,258870006,0.09,-21.27,-20.11,-22.89,56.26,18.62,4.13,33.1,7.34,54.22,39.69
3400,12/28/15,600519,-20.29,-26.65,-19.77,-26.77,25595,569404128,0.2,-26.65,-19.77,-26.77,60.17,18.62,6.27,30.95,10.42,53.73,42.71
3401,12/29/15,600519,-27.15,-25.94,-25.33,-27.26,15774,345982480,0.13,-25.94,-25.33,-27.26,58.55,18.12,6.76,30.95,11.55,50.52,45.66
3402,12/30/15,600519,-25.59,-26.91,-25.11,-28.25,20148,440489184,0.16,-26.91,-25.11,-28.25,57.48,16.97,7.75,29.52,13.48,48.92,46.64
3403,12/31/15,600519,-27.55,-27.58,-26.27,-27.95,19674,429872176,0.16,-27.58,-26.27,-27.95,56.7,16.97,6.26,29.93,11.04,49.33,48.36
3404,1/4/16,600519,-27.77,-35.75,-27.77,-35.78,17350,371909824,0.14,-35.75,-27.77,-35.78,59.02,14.59,14.09,24.72,23.87,40.69,46.52
3405,1/5/16,600519,-35.77,-32.95,-31.8,-38.26,31909,672596336,0.25,-32.95,-31.8,-38.26,62.97,14.59,16.57,23.17,26.31,31.13,42.68
3406,1/6/16,600519,-32.99,-33.59,-32.11,-36.47,23761,502483568,0.19,-33.59,-32.11,-36.47,65.28,14.54,16.57,22.27,25.38,23.95,38.84
3407,1/7/16,600519,-36.78,-43.54,-36.78,-45.74,8149,167829920,0.06,-43.54,-36.78,-45.74,74.46,12.3,25.84,16.52,34.7,22.25,36.39
3408,1/8/16,600519,-41.6,-41.14,-37.77,-45.77,44510,911812832,0.35,-41.14,-37.77,-45.77,78.42,10.03,25.87,12.79,32.99,23.39,36.16
3409,1/11/16,600519,-42.61,-45.91,-41.98,-46.37,29703,596838944,0.24,-45.91,-41.98,-46.37,71.35,0.0,26.47,0.0,37.1,32.37,40.85
3410,1/12/16,600519,-44.67,-48.98,-43.67,-49.77,40287,801495584,0.32,-48.98,-43.67,-49.77,73.7,0.0,29.87,0.0,40.53,48.75,44.72
3411,1/13/16,600519,-46.67,-45.99,-39.77,-47.17,29202,592420624,0.23,-45.99,-39.77,-47.17,78.92,3.9,29.29,4.94,37.11,60.44,45.79
3412,1/14/16,600519,-48.66,-40.95,-39.79,-50.26,34776,699341424,0.28,-40.95,-39.79,-50.26,86.71,3.9,32.38,4.5,37.34,72.44,48.19
3413,1/15/16,600519,-41.02,-46.77,-39.59,-47.77,26681,537750016,0.21,-46.77,-39.59,-47.77,92.11,4.1,32.06,4.45,34.81,79.41,50.83
3414,1/18/16,600519,-47.77,-46.34,-43.37,-48.57,27371,548614384,0.22,-46.34,-43.37,-48.57,90.31,4.1,28.98,4.54,32.09,84.59,53.99
3415,1/19/16,600519,-44.77,-35.53,-35.44,-45.76,59110,1224859280,0.47,-35.53,-35.44,-45.76,99.28,12.03,28.49,12.12,28.7,74.69,53.53
3416,1/20/16,600519,-38.77,-43.45,-35.61,-44.76,40969,835946960,0.33,-43.45,-35.61,-44.76,105.37,12.03,27.5,11.42,26.1,64.55,56.65
3417,1/21/16,600519,-44.51,-45.51,-41.18,-45.87,21832,439737648,0.17,-45.51,-41.18,-45.87,108.38,12.03,28.61,11.1,26.4,58.6,59.52
3418,1/22/16,600519,-42.66,-43.03,-42.37,-46.96,22733,456952016,0.18,-43.03,-42.37,-46.96,104.77,12.03,21.87,11.48,20.87,50.35,61.39
3419,1/25/16,600519,-42.77,-43.0,-42.28,-44.27,13750,278273552,0.11,-43.0,-42.28,-44.27,100.3,12.12,19.39,12.08,19.33,41.31,60.36
3420,1/26/16,600519,-44.78,-46.76,-41.3,-47.27,22281,448487472,0.18,-46.76,-41.3,-47.27,101.91,12.12,22.39,11.89,21.97,33.74,59.16
3421,1/27/16,600519,-45.79,-45.84,-44.88,-50.07,29840,589842576,0.24,-45.84,-44.88,-50.07,94.95,12.12,15.92,12.76,16.77,29.22,51.96
3422,1/28/16,600519,-46.02,-49.13,-46.02,-50.15,17903,353744032,0.14,-49.13,-46.02,-50.15,91.26,12.12,15.97,13.28,17.5,24.99,44.77
3423,1/29/16,600519,-48.29,-45.12,-43.27,-48.77,23090,461975280,0.18,-45.12,-43.27,-48.77,91.89,14.87,15.37,16.18,16.73,18.46,38.53
3424,2/1/16,600519,-43.67,-44.48,-42.97,-45.88,19178,386028336,0.15,-44.48,-42.97,-45.88,88.7,15.17,11.97,17.1,13.49,15.59,32.97
3425,2/2/16,600519,-43.77,-41.22,-40.97,-45.13,17842,362596992,0.14,-41.22,-40.97,-45.13,83.65,13.27,11.97,15.86,14.31,12.6,26.96
3426,2/3/16,600519,-43.19,-42.11,-41.21,-44.27,15157,307933680,0.12,-42.11,-41.21,-44.27,76.24,13.27,8.88,17.41,11.65,10.95,22.34
3427,2/4/16,600519,-40.97,-40.78,-39.89,-42.23,16625,340315136,0.13,-40.78,-39.89,-42.23,70.4,14.39,8.88,20.44,12.61,12.63,20.93
3428,2/5/16,600519,-40.78,-41.9,-40.59,-43.24,14228,290691680,0.11,-41.9,-40.59,-43.24,67.85,14.39,9.09,21.21,13.4,14.11,19.55
3429,2/15/16,600519,-45.77,-45.36,-42.77,-46.17,19470,390748384,0.15,-45.36,-42.77,-46.17,61.22,6.46,12.02,10.55,19.63,18.85,18.66
3430,2/16/16,600519,-45.21,-41.85,-37.77,-45.21,19223,393326288,0.15,-41.85,-37.77,-45.21,59.58,11.46,12.02,19.23,20.17,17.28,16.44
3431,2/17/16,600519,-42.03,-43.47,-40.85,-45.26,20349,411126976,0.16,-43.47,-40.85,-45.26,59.3,11.46,10.96,19.33,18.48,16.8,14.7
3432,2/18/16,600519,-42.57,-44.06,-42.17,-44.67,18893,381696256,0.15,-44.06,-42.17,-44.67,57.21,11.46,9.87,20.03,17.25,14.73,12.84
3433,2/19/16,600519,-44.15,-42.66,-42.59,-44.64,14238,287755552,0.11,-42.66,-42.59,-44.64,57.27,11.37,9.87,19.85,17.23,11.97,12.3
3434,2/22/16,600519,-39.77,-37.97,-37.45,-39.77,27760,574540624,0.22,-37.97,-37.45,-39.77,56.51,16.51,6.87,29.22,12.16,15.07,14.59
3435,2/23/16,600519,-38.0,-33.36,-30.79,-38.75,37461,795824528,0.3,-33.36,-30.79,-38.75,59.28,23.17,4.07,39.09,6.87,21.75,20.3
3436,2/24/16,600519,-33.57,-28.03,-27.74,-34.76,33129,717612352,0.26,-28.03,-27.74,-34.76,61.99,26.22,3.99,42.3,6.44,33.61,25.45
3437,2/25/16,600519,-26.97,-33.36,-25.29,-33.64,39481,855036784,0.31,-33.36,-25.29,-33.64,64.48,25.92,3.99,40.2,6.19,45.46,31.13
3438,2/26/16,600519,-32.67,-28.93,-26.52,-34.51,28333,609924304,0.23,-28.93,-26.52,-34.51,69.56,25.62,4.86,36.83,6.99,55.57,35.15
3439,2/29/16,600519,-26.78,-30.86,-24.89,-38.97,47712,1022532384,0.38,-30.86,-24.89,-38.97,79.48,23.62,9.32,29.72,11.73,61.63,36.8
3440,3/1/16,600519,-29.81,-27.35,-25.47,-35.37,34005,736088848,0.27,-27.35,-25.47,-35.37,86.32,23.62,9.32,27.36,10.8,61.99,38.53
3441,3/2/16,600519,-26.77,-21.55,-20.27,-27.1,47943,1073462816,0.38,-21.55,-20.27,-27.1,91.06,27.5,9.32,30.2,10.24,58.54,40.14
3442,3/3/16,600519,-20.77,-17.96,-13.79,-24.11,40193,914557328,0.32,-17.96,-13.79,-24.11,98.73,33.98,8.31,34.42,8.42,56.39,45.0
3443,3/4/16,600519,-18.89,-6.99,-5.61,-20.76,85839,2007278352,0.68,-6.99,-5.61,-20.76,109.61,42.16,5.38,38.46,4.91,57.06,51.26
3444,3/7/16,600519,-7.66,-12.13,-5.77,-14.72,39346,924016288,0.31,-12.13,-5.77,-14.72,110.97,37.16,5.38,33.49,4.85,58.16,56.87
3445,3/8/16,600519,-12.47,-16.56,-12.47,-18.77,26147,600938832,0.21,-16.56,-12.47,-18.77,113.2,37.16,9.38,32.83,8.29,60.88,61.25
3446,3/9/16,600519,-18.77,-18.33,-13.12,-19.67,16403,375804064,0.13,-18.33,-13.12,-19.67,117.25,37.16,10.28,31.69,8.77,63.08,62.54
3447,3/10/16,600519,-16.78,-17.71,-12.07,-17.77,25727,593953296,0.2,-17.71,-12.07,-17.77,121.46,38.21,10.28,31.46,8.46,64.45,61.49
3448,3/11/16,600519,-19.23,-17.72,-13.89,-20.27,16320,373343712,0.13,-17.72,-13.89,-20.27,122.63,33.07,12.78,26.97,10.42,61.71,59.05
3449,3/14/16,600519,-15.01,-21.2,-12.27,-23.57,45278,1029457824,0.36,-21.2,-12.27,-23.57,125.97,26.41,16.08,20.97,12.76,52.87,54.97
3450,3/15/16,600519,-20.97,-13.85,-11.38,-21.43,36356,832373600,0.29,-13.85,-11.38,-21.43,129.0,24.25,16.08,18.8,12.47,43.8,50.98
3451,3/16/16,600519,-15.55,-17.16,-13.27,-20.77,24251,555358080,0.19,-17.16,-13.27,-20.77,128.15,21.8,16.08,17.01,12.55,36.36,48.62
3452,3/17/16,600519,-15.77,-16.21,-11.67,-17.47,28821,665454448,0.23,-16.21,-11.67,-17.47,125.96,23.4,15.21,18.58,12.08,30.46,46.77
3453,3/18/16,600519,-13.77,-19.77,-13.51,-19.99,70569,1613934128,0.56,-19.77,-13.51,-19.99,118.36,23.4,13.27,19.77,11.21,25.46,44.96
3454,3/21/16,600519,-19.11,-13.79,-13.75,-19.12,38547,885665712,0.31,-13.79,-13.75,-19.12,114.48,23.4,13.27,20.44,11.59,22.69,42.2
3455,3/22/16,600519,-13.51,-11.28,-7.59,-14.27,41767,981582400,0.33,-11.28,-7.59,-14.27,114.08,24.36,13.27,21.35,11.63,23.55,38.21
3456,3/23/16,600519,-10.57,-10.8,-8.77,-13.09,21412,503035648,0.17,-10.8,-8.77,-13.09,108.08,17.88,13.27,16.54,12.28,22.64,33.22
3457,3/24/16,600519,-10.77,-3.11,-0.37,-14.47,62068,1487290880,0.49,-3.11,-0.37,-14.47,107.03,18.1,13.27,16.91,12.4,22.69,29.53
3458,3/25/16,600519,-3.27,-0.79,4.02,-4.75,44756,1100326144,0.36,-0.79,4.02,-4.75,106.85,22.49,13.27,21.05,12.42,23.45,26.95
3459,3/28/16,600519,-0.79,3.81,7.61,-0.79,48338,1207751712,0.38,3.81,7.61,-0.79,108.61,26.08,9.22,24.01,8.49,26.81,26.13
3460,3/29/16,600519,3.83,2.34,5.23,-1.33,36688,911522992,0.29,2.34,5.23,-1.33,108.62,26.08,8.86,24.01,8.16,30.42,26.55
3461,3/30/16,600519,3.23,2.89,4.63,-0.29,27783,688591408,0.22,2.89,4.63,-0.29,107.28,25.03,8.86,23.33,8.26,33.46,28.5
3462,3/31/16,600519,4.07,1.87,4.53,1.22,19457,483196896,0.15,1.87,4.53,1.22,104.21,25.03,6.36,24.02,6.1,40.9,31.77
3463,4/1/16,600519,3.18,-0.68,4.72,-1.23,25146,620149504,0.2,-0.68,4.72,-1.23,98.86,25.03,5.51,25.32,5.57,48.99,35.84
3464,4/5/16,600519,-2.77,-0.25,1.73,-2.77,25048,615354320,0.2,-0.25,1.73,-2.77,93.31,24.14,7.05,25.87,7.56,53.82,38.64
3465,4/6/16,600519,0.03,11.44,11.83,0.03,48425,1225137024,0.39,11.44,11.83,0.03,97.89,34.24,7.05,34.98,7.2,56.84,41.82
3466,4/7/16,600519,11.12,8.34,11.71,6.85,25536,650128768,0.2,8.34,11.71,6.85,96.95,32.64,7.05,33.67,7.27,59.37,44.89
3467,4/8/16,600519,6.23,4.09,10.12,2.43,23156,583704016,0.18,4.09,10.12,2.43,98.16,32.64,8.95,33.25,9.12,60.91,47.18
3468,4/11/16,600519,4.73,-2.05,9.41,-2.27,119285,2930751136,0.95,-2.05,9.41,-2.27,103.82,32.64,13.65,31.44,13.15,57.84,49.37
3469,4/12/16,600519,-2.07,-0.85,-0.77,-3.67,23339,568663728,0.19,-0.85,-0.77,-3.67,100.04,26.48,15.05,26.47,15.04,51.77,50.38
3470,4/13/16,600519,-0.37,-3.53,2.86,-4.07,54274,1328412384,0.43,-3.53,2.86,-4.07,102.65,30.11,15.05,29.33,14.66,48.2,51.01
3471,4/14/16,600519,-3.39,-3.01,-0.94,-4.77,28664,696651872,0.23,-3.01,-0.94,-4.77,92.38,21.71,15.75,23.5,17.05,39.87,48.36
3472,4/15/16,600519,-3.13,-0.87,-0.79,-4.57,19029,463404864,0.15,-0.87,-0.79,-4.57,87.39,17.47,15.75,19.99,18.02,29.99,44.68
3473,4/18/16,600519,-2.97,-2.09,0.23,-3.27,18593,453989136,0.15,-2.09,0.23,-3.27,82.49,14.9,15.75,18.06,19.09,20.96,40.94
3474,4/19/16,600519,-1.18,-2.59,-0.58,-4.32,14237,345816832,0.11,-2.59,-0.58,-4.32,79.67,14.9,16.26,18.7,20.41,14.85,36.34
3475,4/20/16,600519,-2.58,-7.33,-1.37,-9.97,33709,808354336,0.27,-7.33,-1.37,-9.97,83.35,14.9,21.91,17.88,26.29,13.44,32.6
3476,4/21/16,600519,-5.27,-5.4,-3.47,-7.47,29672,713190672,0.24,-5.4,-3.47,-7.47,84.04,14.9,21.91,17.73,26.07,11.05,29.62
3477,4/22/16,600519,-4.77,1.63,2.11,-5.4,35459,869560464,0.28,1.63,2.11,-5.4,85.6,20.48,19.46,23.93,22.73,8.83,24.35
3478,4/25/16,600519,1.35,-1.25,2.33,-2.47,24990,614481808,0.2,-1.25,2.33,-2.47,85.9,20.7,17.92,24.1,20.86,9.16,19.58
3479,4/26/16,600519,-0.82,-1.91,1.11,-2.77,15157,370224912,0.12,-1.91,1.11,-2.77,77.7,10.6,18.22,13.64,23.45,13.11,17.03
3480,4/27/16,600519,-1.27,-0.89,-0.29,-2.28,13915,340092448,0.11,-0.89,-0.29,-2.28,74.83,10.6,18.22,14.17,24.35,16.79,15.82
3481,4/28/16,600519,0.06,0.67,0.97,-1.77,17157,421012816,0.14,0.67,0.97,-1.77,69.88,11.86,13.8,16.97,19.75,14.87,14.15
3482,4/29/16,600519,1.62,5.43,6.66,1.62,46079,1155915392,0.37,5.43,6.66,1.62,64.19,17.55,9.1,27.34,14.18,16.98,14.02
3483,5/3/16,600519,4.78,14.23,16.51,4.78,56475,1463972624,0.45,14.23,16.51,4.78,73.02,27.4,7.7,37.52,10.55,25.91,17.37
3484,5/4/16,600519,14.23,10.44,16.62,10.22,28636,743425168,0.23,10.44,16.62,10.22,72.49,23.88,7.7,32.94,10.62,33.25,21.21
3485,5/5/16,600519,10.73,12.0,12.38,9.73,13518,347050352,0.11,12.0,12.38,9.73,71.31,23.88,7.49,33.49,10.5,37.55,25.33
3486,5/6/16,600519,11.54,6.45,12.75,5.35,27174,689911424,0.22,6.45,12.75,5.35,74.93,23.73,11.87,31.67,15.84,38.7,27.74
3487,5/9/16,600519,4.36,5.05,7.03,3.24,27799,696784544,0.22,5.05,7.03,3.24,75.22,22.71,13.98,30.19,18.59,41.4,28.14
3488,5/10/16,600519,3.73,6.31,8.23,3.34,33506,843441776,0.27,6.31,8.23,3.34,76.37,23.91,12.93,31.31,16.93,41.09,29.04
3489,5/11/16,600519,6.58,11.1,14.71,6.58,49277,1268594576,0.39,11.1,14.71,6.58,76.17,30.39,7.28,39.9,9.56,41.96,33.93
3490,5/12/16,600519,8.25,10.19,10.79,6.23,18894,480711456,0.15,10.19,10.79,6.23,77.04,30.39,7.63,39.45,9.9,43.4,38.32
3491,5/13/16,600519,10.21,5.19,13.13,4.73,28146,714915408,0.22,5.19,13.13,4.73,77.93,27.15,7.63,34.84,9.79,44.04,40.8
3492,5/16/16,600519,5.09,5.86,6.03,1.53,22203,553627504,0.18,5.86,6.03,1.53,77.63,26.93,10.83,34.69,13.95,45.6,42.15
3493,5/17/16,600519,5.24,4.26,6.63,4.06,11786,295827984,0.09,4.26,6.63,4.06,76.32,27.53,10.53,36.07,13.8,49.07,45.24
3494,5/18/16,600519,3.31,-1.33,6.08,-2.67,28380,700172112,0.23,-1.33,6.08,-2.67,83.08,27.53,17.26,33.14,20.78,47.93,44.51
3495,5/19/16,600519,-0.61,0.0,2.73,-1.27,20889,514050848,0.17,0.0,2.73,-1.27,84.4,26.27,17.26,31.13,20.45,41.15,41.56
3496,5/20/16,600519,1.07,5.49,6.41,-1.45,25502,638079264,0.2,5.49,6.41,-1.45,86.27,24.26,17.26,28.12,20.01,33.99,38.69
3497,5/23/16,600519,3.95,8.43,9.22,3.95,18706,474832784,0.15,8.43,9.22,3.95,79.81,17.22,17.26,21.58,21.63,24.65,34.35
3498,5/24/16,600519,8.64,6.17,9.44,4.33,11674,294383664,0.09,6.17,9.44,4.33,78.52,17.33,17.26,22.07,21.98,17.58,31.59
3499,5/25/16,600519,8.71,6.09,9.17,5.24,17785,450815936,0.14,6.09,9.17,5.24,79.8,17.33,16.77,21.72,21.02,10.41,29.74
3500,5/26/16,600519,6.22,6.94,8.03,3.43,18120,454859056,0.14,6.94,8.03,3.43,77.0,17.33,14.2,22.51,18.44,8.24,28.08
3501,5/27/16,600519,6.95,6.67,8.92,5.61,13230,334258000,0.11,6.67,8.92,5.61,76.52,18.22,12.09,23.81,15.8,8.16,24.66
3502,5/30/16,600519,5.73,10.36,10.73,4.23,29807,756013040,0.24,10.36,10.73,4.23,78.13,18.83,12.09,24.1,15.47,8.99,21.49
3503,5/31/16,600519,10.23,18.7,20.85,9.43,53950,1418668240,0.43,18.7,20.85,9.43,81.15,22.47,12.09,27.69,14.9,13.97,19.31
3504,6/1/16,600519,19.63,18.02,19.73,17.23,21877,578184016,0.17,18.02,19.73,17.23,78.78,22.47,11.74,28.52,14.9,19.17,18.37
3505,6/2/16,600519,17.24,21.97,22.91,17.24,24761,660335568,0.2,21.97,22.91,17.24,76.05,23.31,11.74,30.65,15.44,24.39,17.4
3506,6/3/16,600519,21.23,38.12,40.97,20.63,64798,1806172752,0.52,38.12,40.97,20.63,91.89,41.37,8.54,45.02,9.29,33.7,20.97
3507,6/6/16,600519,36.23,30.28,37.23,29.23,37262,1034692864,0.3,30.28,37.23,29.23,98.21,40.77,8.54,41.51,8.7,41.22,24.69
3508,6/7/16,600519,30.73,32.08,32.72,29.24,18754,518246016,0.15,32.08,32.72,29.24,92.94,40.77,1.81,43.87,1.95,52.84,30.91
3509,6/8/16,600519,30.63,28.51,32.09,27.73,23882,656530784,0.19,28.51,32.09,27.73,93.24,40.77,3.32,43.73,3.56,61.99,37.98
3510,6/13/16,600519,27.58,21.29,30.89,20.48,37775,1030012784,0.3,21.29,30.89,20.48,95.79,37.09,10.57,38.72,11.03,66.04,42.6
3511,6/14/16,600519,21.94,26.98,28.03,21.94,25587,696446752,0.2,26.98,28.03,21.94,97.26,34.28,10.57,35.25,10.87,69.35,46.87
3512,6/15/16,600519,24.94,30.72,32.03,24.44,27322,752172240,0.22,30.72,32.03,24.44,99.74,38.06,10.57,38.16,10.6,67.81,50.75
3513,6/16/16,600519,29.09,28.25,32.03,28.01,19644,540824576,0.16,28.25,32.03,28.01,99.83,38.06,10.57,38.12,10.59,66.33,53.78
3514,6/17/16,600519,27.83,32.49,36.72,27.83,24705,689165056,0.2,32.49,36.72,27.83,104.12,42.75,8.76,41.06,8.41,62.08,57.46
3515,6/20/16,600519,34.0,30.34,34.09,28.23,19019,523759584,0.15,30.34,34.09,28.23,106.67,41.86,8.76,39.24,8.21,58.82,60.41
3516,6/21/16,600519,31.27,28.04,32.17,27.23,16749,460067360,0.13,28.04,32.17,27.23,105.11,40.05,9.76,38.1,9.29,59.69,62.86
3517,6/22/16,600519,28.0,32.67,33.59,27.0,20884,577353680,0.17,32.67,33.59,27.0,100.28,31.35,9.76,31.26,9.73,59.63,64.49
3518,6/23/16,600519,34.2,30.67,34.2,29.11,13985,386801280,0.11,30.67,34.2,29.11,102.87,31.96,9.76,31.07,9.49,59.07,63.44
3519,6/24/16,600519,29.51,28.0,31.23,21.43,20130,550877440,0.16,28.0,31.23,21.43,107.0,28.78,17.44,26.9,16.3,53.74,60.04
3520,6/27/16,600519,29.23,41.91,46.53,29.23,63643,1823624048,0.51,41.91,46.53,29.23,105.19,26.02,17.44,24.74,16.58,46.03,54.06
3521,6/28/16,600519,41.25,42.44,43.89,40.55,24282,699351504,0.19,42.44,43.89,40.55,99.64,26.02,17.44,26.11,17.5,38.43,48.63
3522,6/29/16,600519,41.78,42.41,43.68,38.43,28148,805690464,0.22,42.41,43.68,38.43,101.41,26.02,19.56,25.66,19.29,30.65,45.17
3523,6/30/16,600519,44.25,46.15,52.43,44.25,38022,1116195904,0.3,46.15,52.43,44.25,107.07,34.77,18.05,32.47,16.86,27.18,43.4
3524,7/1/16,600519,47.6,46.57,52.28,44.4,26015,746622848,0.21,46.57,52.28,44.4,104.54,34.77,10.8,33.26,10.33,27.07,43.07
3525,7/4/16,600519,47.4,54.3,55.8,46.4,29489,859625104,0.23,54.3,55.8,46.4,107.2,38.29,10.8,35.72,10.07,32.32,43.03
3526,7/5/16,600519,55.43,60.98,63.5,55.43,41708,1252985744,0.33,60.98,63.5,55.43,108.81,41.99,10.8,38.59,9.93,38.88,42.45
3527,7/6/16,600519,60.2,77.59,78.4,59.41,47348,1463885920,0.38,77.59,78.4,59.41,123.78,56.89,10.8,45.96,8.73,46.93,42.68
3528,7/7/16,600519,76.2,77.31,87.2,72.48,50725,1619384208,0.4,77.31,87.2,72.48,129.61,61.0,10.8,47.06,8.33,56.22,43.44
3529,7/8/16,600519,73.93,70.31,75.9,66.56,45546,1412963904,0.36,70.31,75.9,66.56,134.5,61.0,16.72,45.35,12.43,60.44,43.81
3530,7/11/16,600519,69.43,75.54,84.4,69.43,57482,1825388224,0.46,75.54,84.4,69.43,144.53,69.5,15.72,48.09,10.88,62.19,44.63
3531,7/12/16,600519,76.16,85.13,87.0,75.4,53119,1712151168,0.42,85.13,87.0,75.4,149.54,70.68,15.72,47.26,10.51,63.46,47.89
3532,7/13/16,600519,83.43,77.59,85.13,75.45,53448,1697002624,0.43,77.59,85.13,75.45,154.13,70.07,15.72,45.46,10.2,64.18,51.53
3533,7/14/16,600519,76.49,77.49,81.2,75.6,29231,928017840,0.23,77.49,81.2,75.6,149.93,70.07,8.04,46.74,5.36,66.06,56.5
3534,7/15/16,600519,77.52,77.92,78.43,75.46,26811,848676192,0.21,77.92,78.43,75.46,134.37,54.77,8.18,40.76,6.09,66.74,61.48
3535,7/18/16,600519,77.9,76.61,79.9,76.06,23353,741065232,0.19,76.61,79.9,76.06,134.87,56.24,8.18,41.7,6.07,69.68,65.06
3536,7/19/16,600519,75.9,68.51,76.7,65.95,41432,1282256496,0.33,68.51,76.7,65.95,140.37,56.24,16.17,40.07,11.52,68.39,65.29
3537,7/20/16,600519,69.02,68.96,71.27,67.9,17734,548187888,0.14,68.96,71.27,67.9,133.72,47.49,16.17,35.51,12.09,65.99,64.72
3538,7/21/16,600519,70.55,74.78,78.0,69.4,33009,1041004816,0.26,74.78,78.0,69.4,134.88,54.22,16.17,40.2,11.99,64.44,64.31
3539,7/22/16,600519,73.3,68.32,75.6,67.78,28871,893047920,0.23,68.32,75.6,67.78,133.3,50.7,17.79,38.03,13.35,59.21,62.64
3540,7/25/16,600519,68.0,71.66,74.59,67.4,23624,736751808,0.19,71.66,74.59,67.4,131.29,43.0,18.17,32.75,13.84,53.64,60.19
3541,7/26/16,600519,69.41,79.44,79.9,68.9,35556,1121135552,0.28,79.44,79.9,68.9,123.3,33.41,18.17,27.1,14.74,46.13,57.91
3542,7/27/16,600519,80.25,74.41,81.0,68.7,39228,1235833184,0.31,74.41,81.0,68.7,120.88,25.71,18.17,21.27,15.03,39.77,54.08
3543,7/28/16,600519,72.4,76.45,79.7,71.9,39644,1254912048,0.32,76.45,79.7,71.9,117.93,25.71,12.25,21.8,10.39,37.48,51.73
3544,7/29/16,600519,75.48,73.55,79.28,73.4,29007,913987184,0.23,73.55,79.28,73.4,108.84,17.21,12.25,15.81,11.26,31.28,47.86
3545,8/1/16,600519,73.4,67.36,74.35,65.4,31702,980681840,0.25,67.36,74.35,65.4,106.19,14.61,20.25,13.76,19.07,25.97,42.59
3546,8/2/16,600519,67.65,66.61,70.9,63.25,26541,812078464,0.21,66.61,70.9,63.25,104.16,14.61,22.4,14.03,21.51,22.71,38.17
3547,8/3/16,600519,67.4,67.22,68.3,64.55,24039,735080448,0.19,67.22,68.3,64.55,102.31,14.61,22.4,14.28,21.89,21.29,33.71
