,Date,code,Open,Close,High,Low,Vol,VoT,振幅,涨跌幅,涨跌额,exchange,CLOSE,HIGH,LOW,MTR,DMP,DMM,PDI,MDI,ADX,ADXR
3547,2016-08-03,600519,307.0,306.82,307.9,304.15,24039,735080448.0,1.22,0.2,0.61,0.19,306.82,307.9,304.15,102.31,14.61,22.4,14.28,21.89,21.29,31.64
3548,2016-08-04,600519,306.85,306.3,308.33,304.22,21794,666165440.0,1.34,-0.17,-0.52,0.17,306.3,308.33,304.22,103.45,15.04,22.26,14.54,21.52,21.65,29.64
3549,2016-08-05,600519,306.49,305.93,308.37,305.03,20308,622324416.0,1.09,-0.12,-0.37,0.16,305.93,308.37,305.03,102.95,13.61,22.26,13.22,21.62,19.76,28.62
3550,2016-08-08,600519,306.15,308.1,308.3,303.06,22007,672724160.0,1.71,0.71,2.17,0.18,308.1,308.3,303.06,97.44,13.61,14.12,13.97,14.49,17.26,24.27
3551,2016-08-09,600519,308.17,315.75,317.67,306.42,39290,1230571984.0,3.65,2.48,7.65,0.31,315.75,317.67,306.42,105.32,22.98,14.12,21.82,13.41,18.55,22.26
3552,2016-08-10,600519,315.05,313.81,316.5,313.33,20945,659451040.0,1.0,-0.61,-1.94,0.17,313.81,316.5,313.33,99.45,16.25,14.12,16.34,14.2,16.21,19.46
3553,2016-08-11,600519,314.38,316.77,321.57,314.01,31940,1016399248.0,2.41,0.94,2.96,0.25,316.77,321.57,314.01,99.39,21.32,12.5,21.45,12.58,17.05,19.17
3554,2016-08-12,600519,317.4,316.97,317.4,314.01,23353,737487488.0,1.07,0.06,0.2,0.19,316.97,317.4,314.01,95.59,21.32,12.12,22.3,12.68,18.41,20.03
3555,2016-08-15,600519,315.8,318.78,321.69,314.15,34110,1084418384.0,2.38,0.57,1.81,0.27,318.78,321.69,314.15,92.13,20.3,12.12,22.03,13.16,18.59,19.18
3556,2016-08-16,600519,322.0,309.52,322.48,308.0,88379,2755749504.0,4.54,-2.9,-9.26,0.7,309.52,322.48,308.0,94.31,19.2,18.27,20.36,19.37,18.7,17.98
3557,2016-08-17,600519,309.6,308.16,310.97,306.5,43754,1347397792.0,1.44,-0.44,-1.36,0.35,308.16,310.97,306.5,90.98,19.2,19.77,21.1,21.73,14.96,16.76
3558,2016-08-18,600519,307.95,306.43,309.65,305.13,31006,951674784.0,1.47,-0.56,-1.73,0.25,306.43,309.65,305.13,89.62,19.2,21.14,21.42,23.59,14.6,15.4
3559,2016-08-19,600519,305.8,306.48,307.45,304.8,19141,585467696.0,0.86,0.02,0.05,0.15,306.48,307.45,304.8,83.32,19.2,13.47,23.04,16.17,13.17,15.11
3560,2016-08-22,600519,306.13,307.32,309.58,306.0,20813,640455200.0,1.17,0.27,0.84,0.17,307.32,309.58,306.0,79.25,21.33,11.32,26.91,14.28,13.7,16.05
3561,2016-08-23,600519,307.33,306.88,309.04,305.8,19914,612752800.0,1.05,-0.14,-0.44,0.16,306.88,309.04,305.8,78.74,21.33,11.52,27.09,14.63,14.47,16.53
3562,2016-08-24,600519,307.02,305.28,307.49,303.83,22779,695005296.0,1.19,-0.52,-1.6,0.18,305.28,307.49,303.83,78.29,20.9,13.49,26.7,17.23,17.65,18.17
3563,2016-08-25,600519,305.2,303.01,305.38,300.07,25363,766099104.0,1.74,-0.74,-2.27,0.2,303.01,305.38,300.07,80.26,20.86,17.25,25.99,21.49,18.98,16.97
3564,2016-08-26,600519,303.14,301.45,304.55,300.4,21436,648346752.0,1.37,-0.51,-1.56,0.17,301.45,304.55,300.4,79.17,20.86,15.28,26.35,19.3,20.75,17.67
3565,2016-08-29,600519,308.0,307.53,308.8,305.2,38056,1169052448.0,1.19,2.02,6.08,0.3,307.53,308.8,305.2,75.27,15.74,15.28,20.91,20.3,18.08,15.63
3566,2016-08-30,600519,307.0,305.86,308.5,304.67,21171,649198656.0,1.25,-0.54,-1.67,0.17,305.86,308.5,304.67,75.93,15.74,15.81,20.73,20.82,13.0,13.35
3567,2016-08-31,600519,306.7,310.19,310.76,305.54,40401,1250762224.0,1.71,1.42,4.33,0.32,310.19,310.76,305.54,73.39,12.93,15.81,17.62,21.54,9.7,12.08
3568,2016-09-01,600519,309.7,308.71,312.0,308.25,17186,532785264.0,1.21,-0.48,-1.48,0.14,308.71,312.0,308.25,73.75,14.17,15.81,19.21,21.44,7.02,12.33
3569,2016-09-02,600519,308.0,305.78,309.45,304.88,18572,570909568.0,1.48,-0.95,-2.93,0.15,305.78,309.45,304.88,70.78,9.88,19.18,13.96,27.1,10.77,14.88
3570,2016-09-05,600519,306.2,308.5,309.0,305.81,19139,589626256.0,1.04,0.89,2.72,0.15,308.5,309.0,305.81,59.52,9.88,13.03,16.6,21.89,10.49,15.62
3571,2016-09-06,600519,308.5,309.94,310.36,308.35,20626,638681584.0,0.65,0.47,1.44,0.16,309.94,310.36,308.35,57.06,11.24,11.53,19.7,20.21,10.46,14.27
3572,2016-09-07,600519,309.68,306.6,309.68,305.5,29645,908976240.0,1.35,-1.08,-3.34,0.24,306.6,309.68,305.5,56.98,11.24,13.01,19.73,22.83,11.64,12.32
3573,2016-09-08,600519,305.21,305.82,306.5,304.41,16706,509979664.0,0.68,-0.25,-0.78,0.13,305.82,306.5,304.41,56.52,11.24,13.77,19.89,24.36,11.65,10.67
3574,2016-09-09,600519,306.65,304.63,306.86,304.0,16223,494663728.0,0.94,-0.39,-1.19,0.13,304.63,306.86,304.0,55.8,9.11,14.18,16.33,25.41,14.37,10.69
3575,2016-09-12,600519,302.0,298.06,304.0,297.77,38239,1148690128.0,2.05,-2.16,-6.57,0.3,298.06,304.0,297.77,59.42,9.11,20.21,15.33,34.01,15.34,13.06
3576,2016-09-13,600519,299.95,300.43,300.97,299.3,16256,488095088.0,0.56,0.8,2.37,0.13,300.43,300.97,299.3,58.67,9.11,18.24,15.53,31.09,18.62,14.55
3577,2016-09-14,600519,300.1,299.57,302.2,298.01,18528,556106064.0,1.39,-0.29,-0.86,0.15,299.57,302.2,298.01,57.55,9.11,15.77,15.83,27.4,22.87,16.66
3578,2016-09-19,600519,300.05,300.13,301.57,299.88,12852,385804384.0,0.56,0.19,0.56,0.1,300.13,301.57,299.88,55.4,9.11,15.77,16.44,28.47,26.11,18.87
3579,2016-09-20,600519,300.78,294.96,300.8,294.0,34893,1031649952.0,2.27,-1.72,-5.17,0.28,294.96,300.8,294.0,54.85,4.86,21.65,8.86,39.47,34.98,23.32
3580,2016-09-21,600519,295.06,294.05,295.39,289.11,39037,1139374176.0,2.13,-0.31,-0.91,0.31,294.05,295.39,289.11,57.3,4.86,26.01,8.48,45.39,42.77,28.57
3581,2016-09-22,600519,294.3,296.98,299.98,294.01,29606,879666032.0,2.03,1.0,2.93,0.24,296.98,299.98,294.01,58.05,7.19,26.01,12.39,44.81,45.91,30.63
3582,2016-09-23,600519,297.02,297.68,298.95,295.4,12672,376554080.0,1.2,0.24,0.7,0.1,297.68,298.95,295.4,57.85,5.95,26.01,10.29,44.96,50.81,34.71
3583,2016-09-26,600519,297.0,288.73,297.01,288.55,37176,1080278320.0,2.84,-3.01,-8.95,0.3,288.73,297.01,288.55,62.41,5.95,29.49,9.53,47.25,57.42,40.14
3584,2016-09-27,600519,288.88,291.17,291.98,288.76,17916,520513712.0,1.12,0.85,2.44,0.14,291.17,291.98,288.76,62.44,5.95,29.49,9.53,47.23,64.02,45.07
3585,2016-09-28,600519,291.79,288.41,291.79,287.56,22360,648736320.0,1.45,-0.95,-2.76,0.18,288.41,291.79,287.56,64.66,4.59,30.69,7.1,47.46,65.8,50.39
3586,2016-09-29,600519,287.85,290.98,293.0,287.85,23706,688873472.0,1.79,0.89,2.57,0.19,290.98,293.0,287.85,65.37,5.8,27.84,8.87,42.59,65.3,54.03
3587,2016-09-30,600519,290.0,297.91,299.63,290.0,29604,880477808.0,3.31,2.38,6.93,0.24,297.91,299.63,290.0,72.81,12.43,26.75,17.07,36.74,61.94,53.93
3588,2016-10-10,600519,298.51,302.96,303.86,298.51,21104,637178864.0,1.8,1.7,5.05,0.17,302.96,303.86,298.51,75.9,16.66,26.34,21.95,34.7,55.23,53.02
3589,2016-10-11,600519,304.0,308.92,309.0,303.0,41737,1279755344.0,1.98,1.97,5.96,0.33,308.92,309.0,303.0,75.08,21.8,20.11,29.04,26.78,44.84,51.13
3590,2016-10-12,600519,308.5,305.82,308.5,304.9,19286,590793824.0,1.17,-1.0,-3.1,0.15,305.82,308.5,304.9,76.19,21.8,20.11,28.61,26.39,34.44,49.23
3591,2016-10-13,600519,306.8,303.89,306.94,303.51,16144,491591616.0,1.12,-0.63,-1.93,0.13,303.89,306.94,303.51,75.43,21.8,20.21,28.9,26.79,22.74,44.27
3592,2016-10-14,600519,303.47,305.6,306.0,303.2,12691,386317904.0,0.92,0.56,1.71,0.1,305.6,306.0,303.2,76.23,21.8,20.52,28.6,26.92,12.32,38.81
3593,2016-10-17,600519,305.45,302.45,305.5,301.5,18957,574503344.0,1.31,-1.03,-3.15,0.15,302.45,305.5,301.5,73.53,21.8,16.34,29.65,22.22,8.62,35.28
3594,2016-10-18,600519,302.5,307.16,308.5,302.0,30389,932443504.0,2.15,1.56,4.71,0.24,307.16,308.5,302.0,73.75,24.8,11.45,33.63,15.53,11.0,33.12
3595,2016-10-19,600519,308.5,306.45,308.75,305.1,14123,433658688.0,1.19,-0.23,-0.71,0.11,306.45,308.75,305.1,71.43,20.46,11.45,28.64,16.03,15.04,29.94
3596,2016-10-20,600519,307.39,305.48,307.39,304.8,14080,429896208.0,0.85,-0.32,-0.97,0.11,305.48,307.39,304.8,70.47,20.46,11.75,29.03,16.67,18.87,26.65
3597,2016-10-21,600519,305.08,304.19,305.48,302.59,11483,349209696.0,0.95,-0.42,-1.29,0.09,304.19,305.48,302.59,64.23,20.46,7.11,31.85,11.07,26.31,24.52
3598,2016-10-24,600519,302.6,306.93,307.0,302.6,26247,802002336.0,1.45,0.9,2.74,0.21,306.93,307.0,302.6,65.38,21.98,7.11,33.62,10.87,34.33,23.32
3599,2016-10-25,600519,307.39,312.94,313.0,307.39,43762,1363211040.0,1.83,1.96,6.01,0.35,312.94,313.0,307.39,67.22,27.98,5.91,41.62,8.79,42.79,25.71
3600,2016-10-26,600519,313.0,313.68,318.31,311.65,46813,1475976848.0,2.13,0.24,0.74,0.37,313.68,318.31,311.65,68.73,32.08,5.91,46.68,8.6,48.14,29.57
3601,2016-10-27,600519,312.99,316.87,318.22,311.01,32952,1039017328.0,2.3,1.02,3.19,0.26,316.87,318.22,311.01,66.31,25.45,6.55,38.38,9.88,53.28,34.16
3602,2016-10-28,600519,317.5,317.05,318.43,314.0,20137,637478016.0,1.4,0.06,0.18,0.16,317.05,318.43,314.0,64.79,21.43,6.55,33.08,10.11,57.63,38.25
3603,2016-10-31,600519,319.0,317.95,322.8,316.8,43596,1394967920.0,1.89,0.28,0.9,0.35,317.95,322.8,316.8,64.75,20.66,6.55,31.91,10.12,58.2,42.26
3604,2016-11-01,600519,317.95,316.68,319.0,315.55,19512,617880128.0,1.09,-0.4,-1.27,0.16,316.68,319.0,315.55,64.18,20.66,7.8,32.19,12.15,57.22,45.77
3605,2016-11-02,600519,316.09,315.18,317.16,313.68,20636,650629056.0,1.1,-0.47,-1.5,0.16,315.18,317.16,313.68,64.23,20.66,8.28,32.17,12.89,53.49,48.14
3606,2016-11-03,600519,315.0,315.86,316.46,314.15,18691,589861360.0,0.73,0.22,0.68,0.15,315.86,316.46,314.15,63.74,20.66,7.97,32.41,12.5,49.4,48.77
3607,2016-11-04,600519,315.99,314.82,318.25,313.98,20619,650490000.0,1.35,-0.33,-1.04,0.16,314.82,318.25,313.98,63.91,22.45,6.27,35.13,9.81,48.94,51.11
3608,2016-11-07,600519,315.0,315.33,317.0,313.2,16048,505304912.0,1.21,0.16,0.51,0.13,315.33,317.0,313.2,61.21,19.45,7.05,31.78,11.52,47.88,52.76
3609,2016-11-08,600519,316.5,320.0,322.18,315.68,34194,1093003616.0,2.06,1.48,4.67,0.27,320.0,322.18,315.68,64.41,24.38,7.05,37.85,10.95,48.43,53.32
3610,2016-11-09,600519,320.0,316.81,321.97,313.8,30004,951077200.0,2.55,-1.0,-3.19,0.24,316.81,321.97,313.8,69.99,24.38,8.63,34.83,12.33,48.85,53.03
3611,2016-11-10,600519,319.1,319.13,321.0,317.73,17805,568571584.0,1.03,0.73,2.32,0.14,319.13,321.0,317.73,71.29,24.38,6.42,34.2,9.01,51.44,52.46
3612,2016-11-11,600519,317.99,315.08,318.3,314.8,35903,1133744320.0,1.1,-1.27,-4.05,0.29,315.08,318.3,314.8,71.22,22.86,9.35,32.1,13.13,51.04,50.22
3613,2016-11-14,600519,315.55,310.99,315.87,309.99,39920,1246340880.0,1.87,-1.3,-4.09,0.32,310.99,315.87,309.99,71.03,16.86,14.16,23.74,19.94,43.1,46.02
3614,2016-11-15,600519,310.03,314.01,315.65,310.03,24471,766112496.0,1.81,0.97,3.02,0.19,314.01,315.65,310.03,69.99,11.55,14.16,16.5,20.23,36.99,42.44
3615,2016-11-16,600519,313.81,313.15,315.4,312.0,13400,419672480.0,1.08,-0.27,-0.86,0.11,313.15,315.4,312.0,66.18,11.55,13.52,17.45,20.43,29.11,38.77
3616,2016-11-17,600519,312.08,311.04,313.0,310.53,18338,570642080.0,0.79,-0.67,-2.11,0.15,311.04,313.0,310.53,64.37,11.34,14.99,17.62,23.29,23.47,36.16
3617,2016-11-18,600519,311.16,310.0,311.8,309.88,19378,601883504.0,0.62,-0.33,-1.04,0.15,310.0,311.8,309.88,60.29,6.97,15.64,11.56,25.94,20.14,35.79
3618,2016-11-21,600519,311.02,309.5,311.66,308.37,26084,807014528.0,1.06,-0.16,-0.5,0.21,309.5,311.66,308.37,60.13,6.97,15.9,11.59,26.44,19.66,35.35
3619,2016-11-22,600519,310.3,308.87,310.45,308.37,26424,816561744.0,0.67,-0.2,-0.63,0.21,308.87,310.45,308.37,58.73,6.97,14.03,11.87,23.89,23.81,33.46
3620,2016-11-23,600519,311.0,312.95,313.0,309.11,34015,1058266304.0,1.26,1.32,4.08,0.27,312.95,313.0,309.11,60.55,9.52,14.03,15.72,23.17,25.31,31.15
3621,2016-11-24,600519,313.2,316.93,317.0,311.42,39079,1227937712.0,1.78,1.27,3.98,0.31,316.93,317.0,311.42,61.86,11.73,14.03,18.96,22.68,25.49,27.3
3622,2016-11-25,600519,317.04,316.89,318.0,313.42,22370,706042464.0,1.45,-0.01,-0.04,0.18,316.89,318.0,313.42,62.64,12.73,13.25,20.32,21.15,23.52,23.49
3623,2016-11-28,600519,317.55,319.5,320.18,316.6,49253,1568882896.0,1.13,0.82,2.61,0.39,319.5,320.18,316.6,59.37,9.73,13.25,16.39,22.32,19.68,19.91
3624,2016-11-29,600519,320.7,323.96,330.45,319.41,58831,1911874432.0,3.46,1.4,4.46,0.47,323.96,330.45,319.41,62.24,20.0,11.37,32.13,18.27,17.75,18.71
3625,2016-11-30,600519,321.22,319.08,323.3,318.45,26752,855564592.0,1.5,-1.51,-4.88,0.21,319.08,323.3,318.45,63.56,20.0,12.33,31.47,19.4,16.11,19.96
3626,2016-12-01,600519,320.0,321.02,324.59,318.68,27942,896065024.0,1.85,0.61,1.94,0.22,321.02,324.59,318.68,65.14,21.29,9.4,32.68,14.43,19.37,22.34
3627,2016-12-02,600519,321.0,321.77,323.2,319.0,30628,984836864.0,1.31,0.23,0.75,0.24,321.77,323.2,319.0,63.46,21.29,4.59,33.55,7.23,28.64,27.06
3628,2016-12-05,600519,319.2,315.93,324.54,315.82,42061,1342647360.0,2.71,-1.81,-5.84,0.33,315.93,324.54,315.82,66.56,21.29,7.77,31.99,11.67,36.06,29.79
3629,2016-12-06,600519,316.23,326.42,326.58,316.23,38923,1251764480.0,3.28,3.32,10.49,0.31,326.42,326.58,316.23,73.81,23.33,7.77,31.61,10.53,41.84,30.76
3630,2016-12-07,600519,327.12,327.45,328.5,323.97,25272,825849248.0,1.39,0.32,1.03,0.2,327.45,328.5,323.97,75.72,25.25,6.3,33.35,8.32,47.27,32.51
3631,2016-12-08,600519,328.01,337.71,340.0,327.0,54476,1825332448.0,3.97,3.13,10.26,0.43,337.71,340.0,327.0,86.8,36.75,5.65,42.34,6.51,55.54,35.82
3632,2016-12-09,600519,337.2,337.76,339.42,334.02,34496,1162079792.0,1.6,0.01,0.05,0.27,337.76,339.42,334.02,88.91,36.75,4.14,41.33,4.66,62.37,40.87
3633,2016-12-12,600519,337.7,326.86,340.0,325.7,50332,1667557008.0,4.23,-3.23,-10.9,0.4,326.86,340.0,325.7,101.13,36.75,12.46,36.34,12.32,59.85,44.24
3634,2016-12-13,600519,326.84,333.01,335.0,325.5,41780,1384533792.0,2.91,1.88,6.15,0.33,333.01,335.0,325.5,106.5,34.2,12.66,32.11,11.89,59.75,47.91
3635,2016-12-14,600519,333.0,332.27,334.07,328.5,32029,1062697136.0,1.67,-0.22,-0.74,0.25,332.27,334.07,328.5,106.49,30.2,12.66,28.36,11.89,58.24,50.04
3636,2016-12-15,600519,332.46,328.05,332.99,325.58,39203,1285279904.0,2.23,-1.27,-4.22,0.31,328.05,332.99,325.58,109.32,29.2,15.58,26.71,14.25,53.29,50.28
3637,2016-12-16,600519,327.0,327.58,329.88,323.58,25051,818412416.0,1.92,-0.14,-0.47,0.2,327.58,329.88,323.58,112.04,27.02,17.58,24.12,15.69,44.6,50.07
3638,2016-12-19,600519,326.0,325.96,334.37,325.61,30472,1002365472.0,2.67,-0.49,-1.62,0.24,325.96,334.37,325.61,109.76,21.24,17.58,19.35,16.02,32.88,47.63
3639,2016-12-20,600519,326.04,326.48,327.0,321.81,30832,1001345152.0,1.59,0.16,0.52,0.25,326.48,327.0,321.81,109.44,21.24,20.42,19.41,18.66,24.98,42.41
3640,2016-12-21,600519,326.9,328.66,329.29,323.56,24711,807548096.0,1.76,0.67,2.18,0.2,328.66,329.29,323.56,109.26,22.24,20.42,20.36,18.69,18.03,38.89
3641,2016-12-22,600519,328.0,325.2,328.46,324.88,14678,478750704.0,1.09,-1.05,-3.46,0.12,325.2,328.46,324.88,108.84,22.24,20.42,20.43,18.76,11.92,35.08
3642,2016-12-23,600519,323.55,320.03,324.5,319.13,31096,1001068080.0,1.65,-1.59,-5.17,0.25,320.03,324.5,319.13,106.19,22.24,22.99,20.94,21.65,7.13,30.21
3643,2016-12-26,600519,319.03,324.48,324.99,316.2,26001,835811088.0,2.75,1.39,4.45,0.21,324.48,324.99,316.2,104.33,20.2,25.92,19.36,24.84,5.66,25.13
3644,2016-12-27,600519,324.51,326.16,328.8,323.5,20062,655887936.0,1.63,0.52,1.68,0.16,326.16,328.8,323.5,105.1,22.09,25.92,21.02,24.66,5.42,19.15
3645,2016-12-28,600519,326.99,323.72,328.0,323.33,17878,581648976.0,1.43,-0.75,-2.44,0.14,323.72,328.0,323.33,96.77,10.59,26.09,10.94,26.96,12.14,18.56
3646,2016-12-29,600519,324.0,327.31,327.87,323.0,21225,690986080.0,1.5,1.11,3.59,0.17,327.31,327.87,323.0,96.24,10.59,26.42,11.0,27.45,18.56,18.29
3647,2016-12-30,600519,326.61,334.15,335.29,326.61,34688,1152982240.0,2.65,2.09,6.84,0.28,334.15,335.29,326.61,90.62,18.01,18.1,19.87,19.97,17.89,14.9
3648,2017-01-03,600519,334.28,334.56,337.0,332.81,20764,695005296.0,1.25,0.12,0.41,0.17,334.56,337.0,332.81,85.31,19.72,17.9,23.12,20.98,18.42,12.77
3649,2017-01-04,600519,334.62,351.91,352.17,334.6,65257,2245051872.0,5.25,5.19,17.35,0.52,351.91,352.17,334.6,97.35,34.89,17.9,35.84,18.39,21.71,13.69
3650,2017-01-05,600519,350.0,346.74,351.45,345.44,41704,1449077680.0,1.71,-1.47,-5.17,0.33,346.74,351.45,345.44,96.41,34.89,14.98,36.19,15.54,27.04,16.23
3651,2017-01-06,600519,346.64,350.76,359.78,346.1,68096,2402546304.0,3.95,1.16,4.02,0.54,350.76,359.78,346.1,103.79,43.22,12.98,41.64,12.51,28.96,20.55
3652,2017-01-09,600519,347.8,348.51,352.88,346.54,35405,1233977968.0,1.81,-0.64,-2.25,0.28,348.51,352.88,346.54,101.37,38.73,12.98,38.21,12.8,30.13,24.34
3653,2017-01-10,600519,348.45,349.0,352.0,346.6,31728,1108100800.0,1.55,0.14,0.49,0.25,349.0,352.0,346.6,101.58,38.73,9.18,38.13,9.04,40.37,29.13
3654,2017-01-11,600519,348.0,345.45,348.0,343.5,23599,814074640.0,1.29,-1.02,-3.55,0.19,345.45,348.0,343.5,101.35,36.44,12.28,35.95,12.12,47.83,33.12
3655,2017-01-12,600519,346.55,347.05,347.4,344.51,17779,614822048.0,0.84,0.46,1.6,0.14,347.05,347.4,344.51,100.46,36.44,12.28,36.27,12.22,50.73,36.22
3656,2017-01-13,600519,346.98,344.87,347.39,343.88,18282,631734944.0,1.01,-0.63,-2.18,0.15,344.87,347.39,343.88,97.9,36.44,7.16,37.22,7.31,55.27,41.15
3657,2017-01-16,600519,344.13,341.47,344.8,338.8,36855,1259384864.0,1.74,-0.99,-3.4,0.29,341.47,344.8,338.8,95.18,36.44,9.31,38.29,9.78,56.19,42.57
3658,2017-01-17,600519,342.6,349.13,351.5,342.0,35188,1223967888.0,2.78,2.24,7.66,0.28,349.13,351.5,342.0,99.91,39.33,9.31,39.37,9.32,58.17,44.15
3659,2017-01-18,600519,348.88,355.08,356.77,347.21,46006,1622110976.0,2.74,1.7,5.95,0.37,355.08,356.77,347.21,104.8,44.6,9.14,42.56,8.72,58.89,49.63
3660,2017-01-19,600519,355.0,354.72,358.48,351.7,28524,1011320064.0,1.91,-0.1,-0.36,0.23,354.72,358.48,351.7,106.71,46.31,8.81,43.4,8.26,61.96,54.9
3661,2017-01-20,600519,354.9,354.99,357.4,353.03,21344,758416000.0,1.23,0.08,0.27,0.17,354.99,357.4,353.03,102.4,38.89,8.81,37.98,8.6,64.21,57.47
3662,2017-01-23,600519,356.88,351.22,359.8,349.46,32581,1151869296.0,2.91,-1.06,-3.77,0.26,351.22,359.8,349.46,108.55,37.18,12.38,34.25,11.4,61.36,58.31
3663,2017-01-24,600519,351.27,350.31,352.8,346.75,26915,939129472.0,1.72,-0.26,-0.91,0.21,350.31,352.8,346.75,96.99,22.01,15.09,22.69,15.56,54.58,55.38
3664,2017-01-25,600519,349.98,347.63,349.98,346.2,22990,799259968.0,1.08,-0.77,-2.68,0.18,347.63,349.98,346.2,94.63,22.01,15.64,23.26,16.53,47.12,52.64
3665,2017-01-26,600519,348.14,344.42,348.8,341.3,37826,1303262144.0,2.16,-0.92,-3.21,0.3,344.42,348.8,341.3,88.45,13.68,20.54,15.47,23.22,39.46,49.17
3666,2017-02-03,600519,346.0,346.85,349.18,345.0,20936,727140784.0,1.21,0.71,2.43,0.17,346.85,349.18,345.0,86.87,14.06,20.54,16.19,23.64,31.24,46.6
3667,2017-02-06,600519,348.49,346.85,348.89,344.96,15681,543401904.0,1.13,0.0,0.0,0.12,346.85,348.89,344.96,85.4,14.06,20.58,16.46,24.1,23.87,44.04
3668,2017-02-07,600519,346.84,343.58,347.4,343.14,20520,707114112.0,1.23,-0.94,-3.27,0.16,343.58,347.4,343.14,84.16,14.06,19.3,16.71,22.93,18.15,39.75
3669,2017-02-08,600519,343.76,344.21,345.5,342.67,19089,656786320.0,0.82,0.18,0.63,0.15,344.21,345.5,342.67,84.1,14.06,19.77,16.72,23.51,17.85,36.22
3670,2017-02-09,600519,345.0,347.61,348.79,344.61,23324,808958176.0,1.21,0.99,3.4,0.19,347.61,348.79,344.61,85.17,17.35,19.14,20.37,22.47,15.85,31.48
3671,2017-02-10,600519,348.62,345.08,349.82,345.0,24057,835679328.0,1.39,-0.73,-2.53,0.19,345.08,349.82,345.0,83.92,18.38,14.06,21.9,16.75,14.73,27.09
3672,2017-02-13,600519,344.0,349.75,351.9,341.92,53588,1869148352.0,2.89,1.35,4.67,0.43,349.75,351.9,341.92,83.87,11.68,17.14,13.93,20.44,14.76,23.0
3673,2017-02-14,600519,349.54,350.21,352.6,349.1,26559,931733728.0,1.0,0.13,0.46,0.21,350.21,352.6,349.1,77.81,7.11,17.14,9.14,22.03,18.52,21.19
3674,2017-02-15,600519,351.5,348.53,352.44,347.2,26257,917475856.0,1.5,-0.48,-1.68,0.21,348.53,352.44,347.2,76.27,5.4,19.04,7.08,24.96,25.2,21.67
3675,2017-02-16,600519,348.5,348.09,348.62,345.51,17642,612607280.0,0.89,-0.13,-0.44,0.14,348.09,348.62,345.51,75.01,5.4,20.73,7.2,27.64,32.17,25.01
3676,2017-02-17,600519,348.9,350.56,354.44,347.5,29102,1022647968.0,1.99,0.71,2.47,0.23,350.56,354.44,347.5,71.61,11.22,17.16,15.67,23.96,34.84,25.34
3677,2017-02-20,600519,350.41,361.29,362.32,350.01,61853,2215563600.0,3.51,3.06,10.73,0.49,361.29,362.32,350.01,77.87,19.1,14.45,24.53,18.56,34.93,24.83
3678,2017-02-21,600519,361.88,358.74,362.43,357.18,27706,994112864.0,1.45,-0.71,-2.55,0.22,358.74,362.43,357.18,79.01,19.21,13.9,24.31,17.59,34.44,24.6
3679,2017-02-22,600519,360.61,361.89,366.52,360.0,37130,1347469104.0,1.82,0.88,3.15,0.3,361.89,366.52,360.0,79.29,23.3,9.0,29.39,11.35,34.93,26.72
3680,2017-02-23,600519,360.97,361.7,365.48,359.76,23328,844123200.0,1.58,-0.05,-0.19,0.19,361.7,365.48,359.76,80.25,22.92,9.24,28.56,11.51,32.72,28.96
3681,2017-02-24,600519,362.0,362.62,362.89,360.05,17693,639123200.0,0.79,0.25,0.92,0.14,362.62,362.89,360.05,79.16,22.92,9.2,28.95,11.62,30.06,31.11
3682,2017-02-27,600519,362.49,357.2,362.85,356.8,25400,912927184.0,1.67,-1.49,-5.42,0.2,357.2,362.85,356.8,80.95,22.92,10.63,28.31,13.13,32.68,33.76
3683,2017-02-28,600519,357.0,354.66,359.2,353.58,27474,975788672.0,1.57,-0.71,-2.54,0.22,354.66,359.2,353.58,83.74,22.92,13.38,27.37,15.98,34.75,34.84
3684,2017-03-01,600519,355.1,356.61,358.2,355.0,21944,782349008.0,0.9,0.55,1.95,0.17,356.61,358.2,355.0,82.7,19.63,13.38,23.74,16.18,35.23,34.84
3685,2017-03-02,600519,356.71,356.82,357.0,354.53,22104,785560416.0,0.69,0.06,0.21,0.18,356.82,357.0,354.53,80.35,18.6,13.85,23.15,17.24,30.29,32.61
3686,2017-03-03,600519,355.0,356.54,358.22,355.0,14154,505108560.0,0.9,-0.08,-0.28,0.11,356.54,358.22,355.0,73.59,19.82,10.77,26.93,14.64,28.13,30.42
3687,2017-03-06,600519,357.66,358.96,359.54,356.55,22819,818625872.0,0.84,0.68,2.42,0.18,358.96,359.54,356.55,73.09,20.44,10.77,27.97,14.74,26.18,28.12
3688,2017-03-07,600519,358.03,367.2,368.88,358.03,46287,1694198544.0,3.02,2.3,8.24,0.37,367.2,368.88,358.03,78.7,29.78,8.87,37.84,11.27,29.09,30.88
3689,2017-03-08,600519,367.18,367.28,368.49,365.5,16038,588667680.0,0.81,0.02,0.08,0.13,367.28,368.49,365.5,78.58,29.78,7.18,37.9,9.14,34.9,34.82
3690,2017-03-09,600519,367.0,369.9,369.98,365.56,23406,860084032.0,1.2,0.71,2.62,0.19,369.9,369.98,365.56,76.06,25.45,7.18,33.46,9.44,41.07,38.15
3691,2017-03-10,600519,369.92,369.85,377.0,368.36,40951,1524343088.0,2.34,-0.01,-0.05,0.33,369.85,377.0,368.36,72.39,24.59,7.18,33.97,9.92,47.77,39.03
