,Date,code,Open,Close,High,Low,Vol,VoT,振幅,涨跌幅,涨跌额,exchange,CLOSE,HIGH,LOW,MTR,DMP,DMM,PDI,MDI,ADX,ADXR
1253,2007-02-07,600519,95.18,97.47,99.98,95.01,17976,175261713.0,5.19,1.8,1.72,0.67,97.47,99.98,95.01,96.08,16.64,31.68,17.32,32.97,17.74,31.84
1254,2007-02-08,600519,96.9,95.96,98.98,93.5,18373,176642962.0,5.62,-1.55,-1.51,0.68,95.96,98.98,93.5,94.89,10.24,33.19,10.79,34.98,23.81,31.65
1255,2007-02-09,600519,95.18,94.17,96.58,93.0,12262,116298291.0,3.73,-1.87,-1.79,0.45,94.17,96.58,93.0,91.82,6.13,33.69,6.68,36.69,34.93,32.83
1256,2007-02-12,600519,93.8,97.0,98.75,93.2,12511,120701377.0,5.89,3.01,2.83,0.46,97.0,98.75,93.2,86.67,8.3,27.79,9.58,32.06,42.4,31.98
1257,2007-02-13,600519,97.88,99.8,99.84,97.0,18767,184420201.0,2.93,2.89,2.8,0.7,99.8,99.84,97.0,81.79,9.39,27.79,11.48,33.98,48.24,33.24
1258,2007-02-14,600519,100.58,99.56,101.99,98.0,15614,154853057.0,4.0,-0.24,-0.24,0.58,99.56,101.99,98.0,81.13,11.54,27.79,14.22,34.25,49.67,33.86
1259,2007-02-15,600519,100.65,103.21,104.98,100.01,16805,173731362.0,4.99,3.67,3.65,0.62,103.21,104.98,100.01,74.6,14.53,19.49,19.48,26.13,46.91,32.32
1260,2007-02-16,600519,104.77,100.17,105.0,99.56,25072,256784061.0,5.27,-2.95,-3.04,0.93,100.17,105.0,99.56,73.14,11.48,19.94,15.7,27.26,42.59,33.2
1261,2007-02-26,600519,99.8,97.02,99.8,96.01,15321,150045013.0,3.78,-3.14,-3.15,0.57,97.02,99.8,96.01,72.68,11.48,23.49,15.8,32.32,36.78,35.85
1262,2007-02-27,600519,96.5,87.64,96.5,87.32,31867,292514587.0,9.46,-9.67,-9.38,1.18,87.64,96.5,87.32,74.38,11.48,27.7,15.43,37.24,34.68,38.54
1263,2007-03-01,600519,96.4,96.4,96.4,92.88,44582,429485218.0,4.02,10.0,8.76,1.65,96.4,96.4,92.88,76.67,11.48,25.2,14.97,32.87,32.66,40.45
1264,2007-03-02,600519,97.0,97.79,100.99,95.96,34771,341362336.0,5.22,1.44,1.39,1.29,97.79,100.99,95.96,76.7,16.07,25.2,20.95,32.86,29.46,39.56
1265,2007-03-05,600519,97.91,94.9,97.91,94.8,21805,208807884.0,3.18,-2.96,-2.89,0.81,94.9,97.91,94.8,75.53,16.07,23.08,21.28,30.56,30.02,38.46
1266,2007-03-06,600519,94.0,100.1,101.15,93.0,24351,241040734.0,8.59,5.48,5.2,0.9,100.1,101.15,93.0,76.18,19.31,15.86,25.35,20.82,27.16,34.88
1267,2007-03-07,600519,101.3,101.46,103.45,100.01,26425,271589373.0,3.44,1.36,1.36,0.98,101.46,103.45,100.01,74.65,18.53,15.86,24.82,21.25,22.73,29.76
1268,2007-03-08,600519,100.9,101.45,102.0,99.1,13808,138217148.0,2.86,-0.01,-0.01,0.51,101.45,102.0,99.1,72.07,18.53,15.26,25.71,21.17,17.45,26.06
1269,2007-03-09,600519,100.1,100.01,102.48,99.1,16186,162560220.0,3.33,-1.42,-1.44,0.6,100.01,102.48,99.1,71.87,19.01,14.76,26.45,20.54,13.31,22.99
1270,2007-03-12,600519,99.8,99.8,100.01,98.63,19444,193188602.0,1.38,-0.21,-0.21,0.72,99.8,100.01,98.63,67.7,16.84,15.23,24.87,22.5,10.46,19.96
1271,2007-03-13,600519,98.96,98.41,99.8,96.02,19081,186420809.0,3.79,-1.39,-1.39,0.71,98.41,99.8,96.02,68.64,15.75,17.84,22.95,25.99,8.51,19.26
1272,2007-03-14,600519,97.0,96.02,98.0,95.3,21600,207586165.0,2.74,-2.43,-2.39,0.8,96.02,98.0,95.3,67.76,13.6,18.56,20.07,27.39,9.45,18.31
1273,2007-03-15,600519,95.0,97.42,98.0,95.0,20973,201776897.0,3.12,1.46,1.4,0.78,97.42,98.0,95.0,65.34,10.61,18.86,16.24,28.86,12.82,17.78
1274,2007-03-16,600519,97.8,97.61,98.0,95.1,14635,140836291.0,2.98,0.2,0.19,0.54,97.61,98.0,95.1,62.8,10.61,18.41,16.89,29.32,15.69,16.57
1275,2007-03-19,600519,95.01,97.38,98.22,94.8,25952,253220579.0,3.5,-0.24,-0.23,0.96,97.38,98.22,94.8,62.06,10.61,15.16,17.1,24.43,16.53,14.92
1276,2007-03-20,600519,97.34,94.61,97.5,94.45,21188,201378936.0,3.13,-2.84,-2.77,0.78,94.61,97.5,94.45,55.41,10.61,6.82,19.15,12.31,19.32,14.89
1277,2007-03-21,600519,94.65,94.0,96.3,91.62,28290,266389529.0,4.95,-0.64,-0.61,1.05,94.0,96.3,91.62,51.33,10.61,9.65,20.67,18.8,19.07,13.79
1278,2007-03-22,600519,94.21,94.49,94.88,92.0,31397,291678124.0,3.06,0.52,0.49,1.16,94.49,94.88,92.0,49.18,6.02,9.65,12.24,19.62,20.36,14.91
1279,2007-03-23,600519,93.51,94.99,95.1,92.2,30279,283551750.0,3.07,0.53,0.5,1.12,94.99,95.1,92.2,48.97,6.24,8.49,12.74,17.34,18.24,15.53
1280,2007-03-26,600519,94.8,94.02,94.9,93.7,22656,212983960.0,1.26,-1.02,-0.97,0.84,94.02,94.9,93.7,42.11,3.0,8.49,7.12,20.16,21.73,18.71
1281,2007-03-27,600519,93.77,92.79,94.0,91.85,37198,345056807.0,2.29,-1.31,-1.23,1.38,92.79,94.0,91.85,40.84,0.7,10.34,1.71,25.32,33.34,24.93
1282,2007-03-28,600519,92.87,93.09,93.85,91.0,34926,323233779.0,3.07,0.32,0.3,1.29,93.09,93.85,91.0,40.79,0.7,10.28,1.72,25.2,44.25,31.79
1283,2007-03-29,600519,93.18,96.37,96.49,92.28,49415,465028032.0,4.52,3.52,3.28,1.83,96.37,96.49,92.28,41.62,2.86,10.28,6.87,24.7,52.88,35.97
1284,2007-03-30,600519,96.58,94.5,96.65,93.2,30985,293158039.0,3.58,-1.94,-1.87,1.15,94.5,96.65,93.2,43.69,3.02,9.81,6.91,22.45,57.84,39.1
1285,2007-04-02,600519,95.0,93.89,95.01,91.9,28257,261934932.0,3.29,-0.65,-0.61,1.05,93.89,95.01,91.9,43.02,3.02,8.5,7.02,19.76,63.22,40.73
1286,2007-04-03,600519,93.89,94.88,95.6,92.11,42801,402378753.0,3.72,1.05,0.99,1.59,94.88,95.6,92.11,43.4,3.61,7.78,8.32,17.93,61.36,41.54
1287,2007-04-04,600519,94.99,97.34,97.99,94.99,40807,395605830.0,3.16,2.59,2.46,1.51,97.34,97.99,94.99,43.51,6.0,7.48,13.79,17.19,48.63,40.99
1288,2007-04-05,600519,96.88,95.34,96.88,94.72,37460,358362495.0,2.22,-2.05,-2.0,1.39,95.34,96.88,94.72,43.23,6.0,7.75,13.88,17.93,36.21,40.23
1289,2007-04-06,600519,94.6,94.0,95.01,93.5,27615,259568009.0,1.58,-1.41,-1.34,1.02,94.0,95.01,93.5,41.65,6.0,8.67,14.41,20.82,29.84,41.36
1290,2007-04-09,600519,94.55,95.0,96.6,92.9,62834,591101165.0,3.94,1.06,1.0,2.33,95.0,96.6,92.9,42.3,7.59,8.32,17.94,19.67,21.78,39.81
1291,2007-04-10,600519,95.22,94.39,95.79,94.1,63047,597770870.0,1.78,-0.64,-0.61,2.34,94.39,95.79,94.1,39.31,7.59,5.49,19.31,13.97,16.53,39.87
1292,2007-04-11,600519,94.95,93.88,94.95,92.9,53828,504663488.0,2.17,-0.54,-0.51,1.99,93.88,94.95,92.9,38.48,7.59,6.69,19.72,17.39,11.48,36.42
1293,2007-04-12,600519,93.7,98.84,100.1,92.98,76459,739231914.0,7.58,5.28,4.96,2.83,98.84,100.1,92.98,42.7,12.52,6.69,29.32,15.67,14.7,31.67
1294,2007-04-13,600519,99.0,102.95,105.38,97.0,84783,867089257.0,8.48,4.16,4.11,3.14,102.95,105.38,97.0,49.79,17.8,6.69,35.75,13.44,20.14,28.18
1295,2007-04-16,600519,101.9,101.73,103.95,100.5,37812,383878218.0,3.35,-1.19,-1.22,1.4,101.73,103.95,100.5,51.07,17.8,4.84,34.85,9.48,26.65,28.24
1296,2007-04-17,600519,102.0,98.69,103.44,97.0,44619,442356324.0,6.33,-2.99,-3.04,1.65,98.69,103.44,97.0,54.66,17.8,7.49,32.56,13.7,32.68,27.23
1297,2007-04-18,600519,98.69,96.59,98.69,95.5,48781,470273102.0,3.23,-2.13,-2.1,1.81,96.59,98.69,95.5,53.64,15.16,8.99,28.26,16.76,34.26,25.39
1298,2007-04-19,600519,95.7,92.8,96.0,91.4,39882,372975317.0,4.76,-3.92,-3.79,1.48,92.8,96.0,91.4,55.38,15.0,13.09,27.09,23.64,34.35,22.91
1299,2007-04-20,600519,93.0,94.57,95.5,92.9,41517,392180310.0,2.8,1.91,1.77,1.54,94.57,95.5,92.9,54.97,15.0,11.79,27.29,21.45,31.28,22.99
1300,2007-04-23,600519,94.58,95.58,95.81,93.0,47487,447869454.0,2.97,1.07,1.01,1.76,95.58,95.81,93.0,54.29,14.72,11.79,27.11,21.72,25.57,22.85
1301,2007-04-24,600519,95.92,94.48,95.98,93.51,39479,372593709.0,2.58,-1.15,-1.1,1.46,94.48,95.98,93.51,53.65,12.5,11.79,23.3,21.98,16.51,21.58
1302,2007-04-25,600519,94.49,95.99,96.8,93.6,37822,362266657.0,3.39,1.6,1.51,1.4,95.99,96.8,93.6,54.23,13.32,11.52,24.56,21.24,10.93,21.8
1303,2007-04-26,600519,96.08,97.34,98.48,95.0,33698,325641558.0,3.63,1.41,1.35,1.25,97.34,98.48,95.0,55.87,15.0,10.3,26.85,18.44,9.76,22.01
1304,2007-04-27,600519,97.28,93.78,97.31,93.62,26475,250199461.0,3.79,-3.66,-3.56,0.98,93.78,97.31,93.62,55.89,13.41,11.68,23.99,20.9,9.78,22.06
1305,2007-04-30,600519,93.0,95.42,97.37,92.55,43557,414391808.0,5.14,1.75,1.64,1.61,95.42,97.37,92.55,59.02,13.41,12.75,22.72,21.6,8.2,19.74
1306,2007-05-08,600519,96.6,96.5,97.9,95.53,46027,444700567.0,2.48,1.13,1.08,1.71,96.5,97.9,95.53,59.45,13.94,11.55,23.45,19.43,7.92,16.74
1307,2007-05-09,600519,96.5,92.0,96.51,89.9,151777,1394029058.0,6.85,-4.66,-4.5,5.62,92.0,96.51,89.9,58.94,8.79,17.18,14.91,29.15,12.82,14.67
1308,2007-05-14,600519,93.6,94.39,100.78,92.18,131870,1263779092.0,9.35,2.6,2.39,4.89,94.39,100.78,92.18,59.34,7.78,17.18,13.11,28.95,17.89,14.41
1309,2007-05-15,600519,94.48,90.93,94.48,90.86,71038,655524409.0,3.84,-3.67,-3.46,2.63,90.93,94.48,90.86,59.51,7.78,18.5,13.07,31.09,21.59,15.68
1310,2007-05-16,600519,90.9,93.58,94.6,90.7,50433,468228612.0,4.29,2.91,2.65,1.87,93.58,94.6,90.7,56.97,7.78,15.16,13.66,26.61,25.8,17.79
1311,2007-05-17,600519,93.35,99.02,100.05,93.33,95182,930266093.0,7.18,5.81,5.44,3.53,99.02,100.05,93.33,60.5,13.23,13.66,21.87,22.58,25.65,16.93
1312,2007-05-18,600519,98.3,98.43,101.1,97.0,51837,517580169.0,4.14,-0.6,-0.59,1.92,98.43,101.1,97.0,59.41,14.28,9.56,24.04,16.09,27.39,17.66
1313,2007-05-21,600519,95.31,96.63,99.18,94.13,41508,402560491.0,5.13,-1.83,-1.8,1.54,96.63,99.18,94.13,61.76,14.28,12.43,23.12,20.13,23.16,17.99
1314,2007-05-22,600519,96.11,94.84,96.5,94.19,59902,567699268.0,2.39,-1.85,-1.79,2.22,94.84,96.5,94.19,61.39,13.97,12.43,22.76,20.25,17.85,17.87
1315,2007-05-23,600519,94.65,96.97,99.0,94.64,40339,391972671.0,4.6,2.25,2.13,1.49,96.97,99.0,94.64,63.28,16.3,12.43,25.76,19.64,13.3,17.45
1316,2007-05-24,600519,97.47,99.37,99.61,96.64,55799,548678429.0,3.06,2.47,2.4,2.07,99.37,99.61,96.64,63.05,16.09,12.43,25.52,19.71,10.08,17.94
1317,2007-05-25,600519,100.03,106.39,109.31,100.03,83105,883158731.0,9.34,7.06,7.02,2.04,106.39,109.31,100.03,69.51,24.11,12.43,34.69,17.88,15.14,20.39
1318,2007-05-28,600519,106.5,110.31,111.25,106.48,55511,607604935.0,4.48,3.68,3.92,1.36,110.31,111.25,106.48,70.65,26.05,11.05,36.87,15.64,18.58,22.98
1319,2007-05-29,600519,110.5,109.22,115.4,108.3,42945,480225991.0,6.44,-0.99,-1.09,1.05,109.22,115.4,108.3,72.93,30.2,9.98,41.41,13.68,25.81,24.48
1320,2007-05-30,600519,104.0,101.97,108.99,99.8,72907,756701836.0,8.41,-6.64,-7.25,1.79,101.97,108.99,99.8,79.87,29.67,18.48,37.15,23.14,28.71,23.28
1321,2007-06-01,600519,109.01,110.44,112.17,108.2,69667,775108764.0,3.89,8.31,8.47,1.71,110.44,112.17,108.2,83.46,32.85,12.85,39.36,15.4,33.76,23.53
1322,2007-06-04,600519,110.68,105.63,115.2,103.5,56949,627231638.0,10.59,-4.36,-4.81,1.4,105.63,115.2,103.5,86.38,28.58,17.55,33.09,20.32,35.61,22.84
1323,2007-06-05,600519,103.0,106.07,106.99,95.07,52949,544757934.0,11.28,0.42,0.44,1.3,106.07,106.99,95.07,94.68,28.58,24.66,30.19,26.05,31.51,23.32
1324,2007-06-06,600519,105.0,105.51,109.0,102.03,31384,329128886.0,6.57,-0.53,-0.56,0.77,105.51,109.0,102.03,97.75,30.59,24.5,31.29,25.06,26.61,22.59
1325,2007-06-07,600519,105.52,105.66,107.5,104.18,53371,562638223.0,3.15,0.14,0.15,1.31,105.66,107.5,104.18,94.35,25.14,24.5,26.65,25.97,18.44,22.12
1326,2007-06-08,600519,106.79,106.91,107.49,105.0,35819,381067005.0,2.36,1.18,1.25,0.88,106.91,107.49,105.0,92.74,24.09,24.5,25.98,26.42,14.7,21.71
1327,2007-06-11,600519,107.6,117.6,117.6,106.96,54095,620110688.0,9.95,10.0,10.69,1.33,117.6,117.6,106.96,98.38,34.2,21.63,34.76,21.99,11.16,22.46
1328,2007-06-12,600519,119.99,120.43,122.5,115.06,44190,529299495.0,6.33,2.41,2.83,1.08,120.43,122.5,115.06,103.38,39.1,21.63,37.82,20.92,11.97,23.79
1329,2007-06-13,600519,119.49,119.87,123.45,118.0,38684,465951672.0,4.53,-0.47,-0.56,0.95,119.87,123.45,118.0,104.47,37.55,21.63,35.94,20.7,15.23,23.37
1330,2007-06-14,600519,118.8,125.16,130.0,118.29,34881,435609721.0,9.77,4.41,5.29,0.86,125.16,130.0,118.29,113.21,43.49,21.63,38.42,19.11,18.98,22.79
1331,2007-06-15,600519,123.97,125.88,126.2,123.8,14898,185772690.0,1.92,0.58,0.72,0.37,125.88,126.2,123.8,105.67,33.79,21.63,31.98,20.47,22.42,20.43
1332,2007-06-18,600519,126.48,126.96,131.44,125.11,21722,277680174.0,5.03,0.86,1.08,0.53,126.96,131.44,125.11,107.14,37.09,21.63,34.62,20.19,26.67,20.69
1333,2007-06-19,600519,125.58,123.4,127.0,122.0,27947,348478544.0,3.94,-2.8,-3.56,0.69,123.4,127.0,122.0,105.04,32.94,24.74,31.36,23.55,25.29,18.22
1334,2007-06-20,600519,122.52,123.43,126.98,121.2,19170,236303439.0,4.68,0.02,0.03,0.47,123.43,126.98,121.2,101.4,32.94,17.04,32.49,16.8,25.79,18.88
1335,2007-06-21,600519,121.6,123.83,124.78,121.0,19401,238688175.0,3.06,0.32,0.4,0.48,123.83,124.78,121.0,94.98,29.76,17.24,31.33,18.15,25.75,20.49
1336,2007-06-22,600519,123.87,120.83,125.4,119.0,17853,218079514.0,5.17,-2.42,-3.0,0.44,120.83,125.4,119.0,89.68,29.76,14.54,33.18,16.21,25.88,22.43
1337,2007-06-25,600519,120.1,119.09,124.51,118.5,32757,398355115.0,4.97,-1.44,-1.74,0.8,119.09,124.51,118.5,83.77,29.76,6.61,35.53,7.89,32.83,27.63
1338,2007-06-26,600519,118.89,120.22,121.0,115.57,12272,145796096.0,4.56,0.95,1.13,0.3,120.22,121.0,115.57,82.23,27.75,9.54,33.75,11.6,36.58,31.63
1339,2007-06-27,600519,121.21,124.49,124.62,119.2,23766,293372111.0,4.51,3.55,4.27,0.58,124.49,124.62,119.2,84.33,31.37,9.54,37.2,11.31,43.11,34.2
1340,2007-06-28,600519,124.9,121.88,125.5,121.53,26212,326430499.0,3.19,-2.1,-2.61,0.64,121.88,125.5,121.53,85.81,32.25,9.54,37.58,11.12,46.86,36.33
1341,2007-06-29,600519,119.5,119.68,123.45,118.15,15499,186255139.0,4.35,-1.81,-2.2,0.38,119.68,123.45,118.15,80.42,22.14,12.92,27.53,16.07,46.81,36.28
1342,2007-07-02,600519,119.0,119.07,120.0,115.0,19600,229624506.0,4.18,-0.51,-0.61,0.48,119.07,120.0,115.0,77.98,17.24,16.07,22.11,20.61,41.67,33.77
1343,2007-07-03,600519,119.2,118.22,119.5,116.0,11009,129623748.0,2.94,-0.71,-0.85,0.27,118.22,119.5,116.0,76.03,16.29,16.07,21.43,21.14,31.17,32.0
1344,2007-07-04,600519,118.22,117.12,119.4,116.21,11557,135460424.0,2.7,-0.93,-1.1,0.28,117.12,119.4,116.21,67.51,9.74,16.07,14.43,23.8,27.12,31.85
1345,2007-07-05,600519,116.0,114.03,118.0,113.11,17044,194675509.0,4.18,-2.64,-3.09,0.42,114.03,118.0,113.11,70.0,9.74,19.17,13.91,27.39,23.66,33.39
1346,2007-07-06,600519,113.6,117.88,118.05,113.6,15596,180456456.0,3.9,3.38,3.85,0.38,117.88,118.05,113.6,68.12,4.55,19.17,6.68,28.14,24.88,35.87
1347,2007-07-09,600519,118.2,120.15,120.7,117.5,11643,138656746.0,2.71,1.93,2.27,0.29,120.15,120.7,117.5,66.32,7.2,16.06,10.86,24.22,26.84,36.83
1348,2007-07-10,600519,120.0,118.0,120.0,117.0,9794,115825748.0,2.5,-1.79,-2.15,0.24,118.0,120.0,117.0,63.69,7.2,15.76,11.3,24.74,32.47,37.07
1349,2007-07-11,600519,117.0,115.84,117.0,114.8,12130,140017458.0,1.86,-1.83,-2.16,0.3,115.84,117.0,114.8,63.11,7.2,17.76,11.41,28.14,39.41,35.29
1350,2007-07-12,600519,116.0,114.37,116.47,113.89,14739,168661711.0,2.23,-1.27,-1.47,0.36,114.37,116.47,113.89,59.29,7.2,16.67,12.14,28.12,41.93,34.53
1351,2007-07-13,600519,114.03,114.49,115.48,113.92,9167,104813064.0,1.36,0.1,0.12,0.22,114.49,115.48,113.92,54.84,7.2,16.17,13.13,29.49,42.9,33.28
1352,2007-07-16,600519,114.98,111.28,114.98,111.23,10747,121378863.0,3.28,-2.8,-3.21,0.26,111.28,114.98,111.23,53.16,7.2,15.93,13.54,29.97,38.91,31.9
1353,2007-07-17,600519,111.2,115.13,115.2,109.3,15066,168233760.0,5.3,3.46,3.85,0.37,115.13,115.2,109.3,53.64,3.58,17.86,6.67,33.3,43.67,35.25
1354,2007-07-18,600519,113.83,116.08,117.01,112.0,11357,130799471.0,4.35,0.83,0.95,0.28,116.08,117.01,112.0,54.68,4.51,17.86,8.25,32.66,47.4,39.94
1355,2007-07-19,600519,115.09,118.75,119.08,115.0,14747,173893104.0,3.51,2.3,2.67,0.36,118.75,119.08,115.0,53.46,6.58,14.48,12.31,27.09,46.6,43.0
1356,2007-07-20,600519,117.9,119.94,120.5,117.0,14294,171502982.0,2.95,1.0,1.19,0.35,119.94,120.5,117.0,51.96,8.0,11.33,15.4,21.81,42.86,42.4
1357,2007-07-23,600519,120.8,125.45,126.66,119.06,19093,237054485.0,6.34,4.59,5.51,0.47,125.45,126.66,119.06,56.06,14.16,11.33,25.26,20.21,38.31,40.6
1358,2007-07-24,600519,125.6,123.46,126.0,122.9,13104,162555321.0,2.47,-1.59,-1.99,0.32,123.46,126.0,122.9,55.97,14.16,11.33,25.3,20.24,33.87,36.39
1359,2007-07-25,600519,122.5,121.99,124.0,121.5,15242,186522568.0,2.02,-1.19,-1.47,0.37,121.99,124.0,121.5,53.58,14.16,9.63,26.43,17.97,25.94,34.8
1360,2007-07-26,600519,122.88,123.04,125.0,122.2,13053,161489704.0,2.3,0.86,1.05,0.32,123.04,125.0,122.2,52.14,15.11,9.63,28.98,18.47,19.69,33.54
1361,2007-07-27,600519,120.55,119.5,122.49,119.01,16312,196650321.0,2.83,-2.88,-3.54,0.4,119.5,122.49,119.01,52.97,12.46,12.82,23.52,24.2,13.67,30.14
1362,2007-07-30,600519,119.5,124.39,125.6,119.21,27877,339526695.0,5.35,4.09,4.89,0.68,124.39,125.6,119.21,56.21,15.57,12.32,27.7,21.92,12.75,27.8
1363,2007-07-31,600519,123.88,129.07,130.0,123.22,27166,344790131.0,5.45,3.76,4.68,0.67,129.07,130.0,123.22,59.79,19.97,10.12,33.4,16.93,16.35,27.33
1364,2007-08-01,600519,129.0,126.03,130.0,125.01,19966,253670740.0,3.87,-2.36,-3.04,0.49,126.03,130.0,125.01,62.2,19.97,9.21,32.11,14.81,20.65,27.26
1365,2007-08-02,600519,126.5,129.91,131.5,126.5,20521,264786522.0,3.97,3.08,3.88,0.5,129.91,131.5,126.5,66.11,21.47,9.21,32.48,13.93,24.13,25.04
1366,2007-08-03,600519,129.88,138.09,139.09,129.66,34107,458343376.0,7.26,6.3,8.18,0.84,138.09,139.09,129.66,71.79,29.06,6.52,40.48,9.08,31.0,25.34
1367,2007-08-06,600519,138.13,138.07,139.99,136.02,17470,239532860.0,2.87,-0.01,-0.02,0.43,138.07,139.99,136.02,69.86,29.96,4.59,42.89,6.57,43.0,28.34
1368,2007-08-07,600519,138.05,138.52,138.98,136.46,23874,327024703.0,1.83,0.33,0.45,0.59,138.52,138.98,136.46,67.37,28.15,4.59,41.78,6.81,53.05,32.9
1369,2007-08-08,600519,138.52,138.85,145.98,135.75,12945,183151083.0,7.39,0.24,0.33,0.32,138.85,145.98,135.75,73.52,33.08,4.59,44.99,6.24,60.2,38.28
1370,2007-08-09,600519,142.6,144.59,146.36,140.0,15475,224211231.0,4.58,4.13,5.74,0.38,144.59,146.36,140.0,77.53,32.04,4.59,41.33,5.92,66.55,43.6
1371,2007-08-10,600519,144.16,139.96,145.5,139.0,23842,338962358.0,4.5,-3.2,-4.63,0.58,139.96,145.5,139.0,76.43,25.88,5.59,33.86,7.31,70.63,47.38
1372,2007-08-13,600519,139.98,137.73,139.98,133.36,19141,259481908.0,4.73,-1.59,-2.23,0.47,137.73,139.98,133.36,79.95,25.88,11.23,32.37,14.05,66.65,48.83
1373,2007-08-14,600519,136.0,136.93,138.0,134.22,16144,218395050.0,2.74,-0.58,-0.8,0.4,136.93,138.0,134.22,81.23,25.88,9.83,31.86,12.1,61.9,52.45
1374,2007-08-15,600519,136.91,136.0,140.5,134.5,23520,323360822.0,4.38,-0.68,-0.93,0.58,136.0,140.5,134.5,84.22,27.38,9.83,32.51,11.67,57.77,55.41
1375,2007-08-16,600519,134.51,135.01,138.0,131.5,21306,286757937.0,4.78,-0.73,-0.99,0.52,135.01,138.0,131.5,86.69,27.38,9.64,31.58,11.12,53.15,56.68
1376,2007-08-17,600519,136.18,135.16,141.18,134.51,24164,330979043.0,4.94,0.11,0.15,0.59,135.16,141.18,134.51,86.97,27.45,9.64,31.56,11.08,48.67,57.61
1377,2007-08-20,600519,137.1,143.49,144.8,137.1,18751,265241753.0,5.7,6.16,8.33,0.46,143.49,144.8,137.1,89.83,26.67,9.64,29.69,10.73,45.74,58.18
1378,2007-08-21,600519,143.52,148.04,150.0,143.52,18811,278103261.0,4.52,3.17,4.55,0.46,148.04,150.0,143.52,91.35,31.87,9.64,34.89,10.55,48.08,57.37
1379,2007-08-22,600519,146.0,155.23,156.8,145.5,26195,401151824.0,7.63,4.86,7.19,0.64,155.23,156.8,145.5,97.18,37.17,9.64,38.25,9.92,50.4,56.15
1380,2007-08-23,600519,155.22,159.95,161.2,154.0,19264,304024687.0,4.64,3.04,4.72,0.47,159.95,161.2,154.0,94.95,33.98,9.64,35.79,10.15,51.83,54.8
1381,2007-08-24,600519,159.89,157.15,161.99,156.0,20630,326076166.0,3.74,-1.75,-2.8,0.51,157.15,161.99,156.0,96.97,33.87,9.64,34.93,9.94,53.13,53.14
1382,2007-08-27,600519,157.0,155.06,159.98,155.0,20823,327422195.0,3.17,-1.33,-2.09,0.51,155.06,159.98,155.0,99.43,33.87,10.64,34.06,10.7,53.82,51.25
1383,2007-08-28,600519,154.01,153.79,156.0,153.1,17206,265824520.0,1.87,-0.82,-1.27,0.42,153.79,156.0,153.1,92.1,26.87,12.54,29.17,13.62,52.07,48.9
1384,2007-08-29,600519,152.78,153.6,157.46,152.0,11997,186047475.0,3.55,-0.12,-0.19,0.29,153.6,157.46,152.0,90.05,27.95,12.54,31.04,13.93,49.49,48.78
1385,2007-08-30,600519,153.9,154.99,155.79,153.45,9195,142153246.0,1.52,0.9,1.39,0.23,154.99,155.79,153.45,85.89,27.95,11.54,32.54,13.44,46.61,48.5
1386,2007-08-31,600519,155.0,159.93,160.1,154.0,10007,158100458.0,3.94,3.19,4.94,0.25,159.93,160.1,154.0,85.37,32.26,5.9,37.79,6.91,48.82,50.33
1387,2007-09-03,600519,160.9,159.82,163.4,159.5,18749,303353295.0,2.44,-0.07,-0.11,0.46,159.82,163.4,159.5,85.49,35.56,5.9,41.6,6.9,51.46,52.3
1388,2007-09-04,600519,159.6,152.8,159.6,151.0,47220,723864066.0,5.38,-4.39,-7.02,1.16,152.8,159.6,151.0,88.31,33.06,14.4,37.44,16.31,49.32,51.57
1389,2007-09-05,600519,152.92,151.81,154.95,148.58,22880,343653908.0,4.17,-0.65,-0.99,0.56,151.81,154.95,148.58,88.18,33.06,13.82,37.49,15.67,50.1,51.08
1390,2007-09-06,600519,152.0,149.99,152.0,148.9,27526,412746126.0,2.04,-1.2,-1.82,0.67,149.99,152.0,148.9,84.61,29.88,13.82,35.31,16.33,49.88,49.68
1391,2007-09-07,600519,149.99,144.46,149.99,143.9,33012,480091647.0,4.06,-3.69,-5.53,0.81,144.46,149.99,143.9,81.06,26.26,18.82,32.4,23.22,45.7,46.16
1392,2007-09-10,600519,140.25,142.11,144.31,140.25,40802,577753207.0,2.81,-1.63,-2.35,1.0,142.11,144.31,140.25,78.76,21.06,22.47,26.74,28.53,34.73,41.78
1393,2007-09-11,600519,142.0,143.8,146.48,142.0,25866,374651914.0,3.15,1.19,1.69,0.63,143.8,146.48,142.0,71.94,16.43,22.47,22.84,31.23,25.4,38.43
1394,2007-09-12,600519,143.0,143.72,146.0,140.33,12192,173598048.0,3.94,-0.06,-0.08,0.3,143.72,146.0,140.33,70.41,12.03,24.14,17.09,34.28,24.42,36.87
1395,2007-09-13,600519,144.0,143.84,144.5,141.0,21166,302740276.0,2.44,0.08,0.12,0.52,143.84,144.5,141.0,67.92,11.24,24.14,16.55,35.54,23.66,36.88
1396,2007-09-14,600519,144.0,148.39,150.0,141.73,36626,533527808.0,5.75,3.16,4.55,0.9,148.39,150.0,141.73,71.21,16.74,23.14,23.51,32.5,20.21,35.05
1397,2007-09-17,600519,148.0,151.97,152.98,145.76,38819,581454298.0,4.87,2.41,3.58,0.95,151.97,152.98,145.76,75.53,19.72,21.24,26.11,28.12,18.08,31.89
1398,2007-09-18,600519,152.2,146.47,152.2,144.88,14837,218334186.0,4.82,-3.62,-5.5,0.36,146.47,152.2,144.88,77.39,18.26,22.12,23.59,28.58,19.13,26.93
