,Date,code,Open,Close,High,Low,Vol,VoT,振幅,涨跌幅,涨跌额,exchange,CLOSE,HIGH,LOW,CCI
567,2004-01-14,600519,27.6,28.87,29.15,27.37,25096,71681040.0,6.45,4.6,1.27,2.9,28.87,29.15,27.37,169.03
568,2004-01-15,600519,28.5,28.28,28.91,28.01,10171,29112473.0,3.12,-2.04,-0.59,1.18,28.28,28.91,28.01,137.64
569,2004-01-16,600519,28.12,28.49,28.85,28.0,7408,21179706.0,3.01,0.74,0.21,0.86,28.49,28.85,28.0,120.56
570,2004-01-29,600519,28.0,28.96,29.02,28.0,5354,15425466.0,3.58,1.65,0.47,0.62,28.96,29.02,28.0,115.38
571,2004-01-30,600519,28.94,28.12,29.05,28.1,7785,22429306.0,3.28,-2.9,-0.84,0.9,28.12,29.05,28.1,85.48
572,2004-02-02,600519,28.5,28.92,29.35,28.3,31305,90694934.0,3.73,2.84,0.8,3.62,28.92,29.35,28.3,99.35
573,2004-02-03,600519,29.0,29.0,29.16,28.72,8128,23508437.0,1.52,0.28,0.08,0.94,29.0,29.16,28.72,92.41
574,2004-02-04,600519,29.0,28.99,29.15,28.8,8646,25042786.0,1.21,-0.03,-0.01,1.0,28.99,29.15,28.8,83.7
575,2004-02-05,600519,28.88,28.19,28.99,28.1,9257,26274156.0,3.07,-2.76,-0.8,1.07,28.19,28.99,28.1,35.52
576,2004-02-06,600519,28.0,27.83,28.6,27.66,12926,36392591.0,3.33,-1.28,-0.36,1.49,27.83,28.6,27.66,-5.16
577,2004-02-09,600519,27.88,28.14,28.39,27.68,5778,16136748.0,2.55,1.11,0.31,0.67,28.14,28.39,27.68,-7.7
578,2004-02-10,600519,28.18,27.77,28.29,27.72,2891,8054689.0,2.03,-1.31,-0.37,0.33,27.77,28.29,27.72,-41.66
579,2004-02-11,600519,28.0,27.62,28.0,27.4,4488,12391205.0,2.16,-0.54,-0.15,0.52,27.62,28.0,27.4,-118.12
580,2004-02-12,600519,27.69,27.64,28.2,27.5,2231,6196653.0,2.53,0.07,0.02,0.26,27.64,28.2,27.5,-116.46
581,2004-02-13,600519,27.7,27.89,28.1,27.56,2531,7068284.0,1.95,0.9,0.25,0.29,27.89,28.1,27.56,-84.68
582,2004-02-16,600519,27.89,28.65,28.7,27.89,4082,11599148.0,2.9,2.72,0.76,0.47,28.65,28.7,27.89,16.56
583,2004-02-17,600519,28.75,28.54,28.75,28.51,7236,20708523.0,0.84,-0.38,-0.11,0.84,28.54,28.75,28.51,46.94
584,2004-02-18,600519,28.54,29.09,29.45,28.24,9704,28085541.0,4.24,1.93,0.55,1.12,29.09,29.45,28.24,96.7
585,2004-02-19,600519,29.1,28.8,29.15,28.68,6155,17792327.0,1.62,-1.0,-0.29,0.71,28.8,29.15,28.68,77.44
586,2004-02-20,600519,28.61,28.73,28.88,28.42,3256,9294561.0,1.6,-0.24,-0.07,0.38,28.73,28.88,28.42,49.33
587,2004-02-23,600519,28.95,28.0,28.98,27.92,4234,11943403.0,3.69,-2.54,-0.73,0.49,28.0,28.98,27.92,-4.17
588,2004-02-24,600519,27.88,28.23,28.39,27.56,8245,22993324.0,2.96,0.82,0.23,0.95,28.23,28.39,27.56,-38.23
589,2004-02-25,600519,28.25,27.32,28.75,27.3,5596,15651947.0,5.14,-3.22,-0.91,0.65,27.32,28.75,27.3,-78.25
590,2004-02-26,600519,27.4,28.25,28.28,27.2,10313,28613246.0,3.95,3.4,0.93,1.19,28.25,28.28,27.2,-53.34
591,2004-02-27,600519,28.28,28.4,28.42,27.75,4431,12479813.0,2.37,0.53,0.15,0.51,28.4,28.42,27.75,-4.15
592,2004-03-01,600519,28.35,28.53,28.58,28.01,2938,8324629.0,2.01,0.46,0.13,0.34,28.53,28.58,28.01,24.51
593,2004-03-02,600519,28.2,31.13,31.38,28.2,25188,75299463.0,11.15,9.11,2.6,2.91,31.13,31.38,28.2,265.53
594,2004-03-03,600519,31.18,30.69,31.6,30.39,24661,76280342.0,3.89,-1.41,-0.44,2.85,30.69,31.6,30.39,240.07
595,2004-03-04,600519,30.58,30.52,30.8,30.26,5718,17429571.0,1.76,-0.55,-0.17,0.66,30.52,30.8,30.26,149.69
596,2004-03-05,600519,30.6,30.62,31.2,30.3,4117,12628392.0,2.95,0.33,0.1,0.48,30.62,31.2,30.3,125.19
597,2004-03-08,600519,30.6,30.09,31.0,29.7,6328,19124563.0,4.25,-1.73,-0.53,0.73,30.09,31.0,29.7,75.89
598,2004-03-09,600519,30.1,29.9,30.3,29.75,4492,13474582.0,1.83,-0.63,-0.19,0.52,29.9,30.3,29.75,49.35
599,2004-03-10,600519,29.72,30.34,30.4,29.72,3117,9368573.0,2.27,1.47,0.44,0.36,30.34,30.4,29.72,52.09
600,2004-03-11,600519,30.0,30.89,30.9,30.0,6967,21204913.0,2.97,1.81,0.55,0.81,30.89,30.9,30.0,68.72
601,2004-03-12,600519,31.99,32.7,33.3,31.55,37852,123629708.0,5.67,5.86,1.81,4.38,32.7,33.3,31.55,156.39
602,2004-03-15,600519,32.65,33.42,33.5,32.4,18986,62741210.0,3.36,2.2,0.72,2.19,33.42,33.5,32.4,171.76
603,2004-03-16,600519,33.42,34.91,35.44,33.11,30958,106413222.0,6.97,4.46,1.49,3.58,34.91,35.44,33.11,205.45
604,2004-03-17,600519,34.8,34.91,35.25,34.31,13411,46683001.0,2.69,0.0,0.0,1.55,34.91,35.25,34.31,164.26
605,2004-03-18,600519,34.91,34.97,35.3,34.7,15704,55053859.0,1.72,0.17,0.06,1.82,34.97,35.3,34.7,131.82
606,2004-03-19,600519,34.91,34.87,35.32,34.6,14744,51625581.0,2.06,-0.29,-0.1,1.7,34.87,35.32,34.6,106.58
607,2004-03-22,600519,35.0,34.52,35.18,34.5,10206,35526463.0,1.95,-1.0,-0.35,1.18,34.52,35.18,34.5,84.54
608,2004-03-23,600519,34.33,33.81,34.5,33.54,13910,47091718.0,2.78,-2.06,-0.71,1.61,33.81,34.5,33.54,49.56
609,2004-03-24,600519,33.7,35.05,35.2,33.58,13296,46222270.0,4.79,3.67,1.24,1.54,35.05,35.2,33.58,64.0
610,2004-03-25,600519,34.85,34.06,35.2,33.9,14931,51190803.0,3.71,-2.82,-0.99,1.73,34.06,35.2,33.9,49.53
611,2004-03-26,600519,34.5,34.73,34.87,33.15,17415,59748602.0,5.05,1.97,0.67,2.01,34.73,34.87,33.15,37.64
612,2004-03-29,600519,34.73,34.28,35.55,34.2,11282,39480878.0,3.89,-1.3,-0.45,1.3,34.28,35.55,34.2,51.75
613,2004-03-30,600519,34.2,34.73,34.8,34.05,5877,20288601.0,2.19,1.31,0.45,0.68,34.73,34.8,34.05,37.74
614,2004-03-31,600519,34.7,35.04,35.2,34.58,7310,25543352.0,1.79,0.89,0.31,0.84,35.04,35.2,34.58,76.57
615,2004-04-01,600519,34.79,35.39,35.5,34.79,8504,29966660.0,2.03,1.0,0.35,0.98,35.39,35.5,34.79,123.88
616,2004-04-02,600519,35.35,36.29,36.5,35.35,18818,67825517.0,3.25,2.54,0.9,2.18,36.29,36.5,35.35,248.6
617,2004-04-05,600519,36.3,37.25,37.4,36.3,18631,68785082.0,3.03,2.65,0.96,2.15,37.25,37.4,36.3,271.9
618,2004-04-06,600519,37.4,37.23,37.4,36.9,7136,26461490.0,1.34,-0.05,-0.02,0.82,37.23,37.4,36.9,192.65
619,2004-04-07,600519,37.26,38.87,39.05,37.26,18692,72038041.0,4.81,4.41,1.64,2.16,38.87,39.05,37.26,197.03
620,2004-04-08,600519,38.9,40.48,40.52,38.72,15913,63361314.0,4.63,4.14,1.61,1.84,40.48,40.52,38.72,196.2
621,2004-04-09,600519,40.45,39.2,40.45,39.18,34323,135738045.0,3.14,-3.16,-1.28,3.97,39.2,40.45,39.18,140.53
622,2004-04-12,600519,38.9,38.76,39.5,38.3,10272,39974344.0,3.06,-1.12,-0.44,1.19,38.76,39.5,38.3,91.41
623,2004-04-13,600519,38.9,39.15,39.4,38.6,15524,60506087.0,2.06,1.01,0.39,1.79,39.15,39.4,38.6,84.04
624,2004-04-14,600519,38.85,38.15,38.99,37.6,15544,59198319.0,3.55,-2.55,-1.0,1.8,38.15,38.99,37.6,47.63
625,2004-04-15,600519,38.0,37.96,38.6,37.8,5959,22690028.0,2.1,-0.5,-0.19,0.69,37.96,38.6,37.8,35.17
626,2004-04-16,600519,37.82,37.99,38.48,37.4,4498,17042489.0,2.85,0.08,0.03,0.52,37.99,38.48,37.4,20.95
627,2004-04-19,600519,38.0,36.85,38.0,36.8,5897,22127813.0,3.16,-3.0,-1.14,0.68,36.85,38.0,36.8,-26.01
628,2004-04-20,600519,36.8,37.2,37.48,36.31,7706,28305520.0,3.18,0.95,0.35,0.89,37.2,37.48,36.31,-53.26
629,2004-04-21,600519,37.39,36.63,37.5,36.2,3994,14703155.0,3.49,-1.53,-0.57,0.46,36.63,37.5,36.2,-84.18
630,2004-04-22,600519,36.5,36.6,36.8,36.2,8252,30019962.0,1.64,-0.08,-0.03,0.95,36.6,36.8,36.2,-108.2
631,2004-04-23,600519,36.4,36.77,36.78,36.2,8065,29417711.0,1.58,0.46,0.17,0.93,36.77,36.78,36.2,-99.19
632,2004-04-26,600519,36.54,37.22,37.37,36.4,6603,24414409.0,2.64,1.22,0.45,0.76,37.22,37.37,36.4,-67.4
633,2004-04-27,600519,37.25,37.91,39.0,37.25,20597,78913119.0,4.7,1.85,0.69,2.38,37.91,39.0,37.25,9.58
634,2004-04-28,600519,37.9,37.55,37.9,37.1,5597,21005617.0,2.11,-0.95,-0.36,0.65,37.55,37.9,37.1,-19.38
635,2004-04-29,600519,38.48,36.66,38.8,35.5,17383,62795124.0,8.79,-2.37,-0.89,2.01,36.66,38.8,35.5,-54.92
636,2004-04-30,600519,36.29,37.43,37.5,36.01,12962,47858161.0,4.06,2.1,0.77,1.5,37.43,37.5,36.01,-48.05
637,2004-05-10,600519,37.3,36.23,37.4,35.58,8004,28883861.0,4.86,-3.21,-1.2,0.93,36.23,37.4,35.58,-105.84
638,2004-05-11,600519,35.75,36.04,36.8,35.75,6734,24441916.0,2.9,-0.52,-0.19,0.78,36.04,36.8,35.75,-123.42
639,2004-05-12,600519,36.02,36.81,36.85,36.01,8684,31635698.0,2.33,2.14,0.77,1.0,36.81,36.85,36.01,-69.79
640,2004-05-13,600519,36.5,37.79,37.8,36.5,14720,55043074.0,3.53,2.66,0.98,1.7,37.79,37.8,36.5,76.28
641,2004-05-14,600519,37.88,37.45,37.99,36.8,6029,22432732.0,3.15,-0.9,-0.34,0.7,37.45,37.99,36.8,80.15
642,2004-05-17,600519,37.27,36.72,37.27,36.32,3389,12486993.0,2.54,-1.95,-0.73,0.39,36.72,37.27,36.32,-28.54
643,2004-05-18,600519,36.75,36.21,37.2,35.0,19383,70073744.0,5.99,-1.39,-0.51,2.24,36.21,37.2,35.0,-115.03
644,2004-05-19,600519,36.5,36.59,37.1,36.05,4800,17709875.0,2.9,1.05,0.38,0.55,36.59,37.1,36.05,-48.4
645,2004-05-20,600519,36.4,36.48,36.66,36.16,2495,9068633.0,1.37,-0.3,-0.11,0.29,36.48,36.66,36.16,-67.59
646,2004-05-21,600519,36.48,36.4,36.7,35.81,1291,4704499.0,2.44,-0.22,-0.08,0.15,36.4,36.7,35.81,-75.18
647,2004-05-24,600519,36.36,36.0,36.5,35.95,1563,5641346.0,1.51,-1.1,-0.4,0.18,36.0,36.5,35.95,-90.44
648,2004-05-25,600519,35.93,35.85,36.5,35.8,5147,18589609.0,1.94,-0.42,-0.15,0.59,35.85,36.5,35.8,-100.02
649,2004-05-26,600519,35.86,36.04,36.14,35.62,2776,10011880.0,1.45,0.53,0.19,0.32,36.04,36.14,35.62,-107.33
650,2004-05-27,600519,36.6,36.5,36.98,36.0,3759,13778597.0,2.72,1.28,0.46,0.43,36.5,36.98,36.0,1.81
651,2004-05-28,600519,36.4,36.88,36.97,36.3,1952,7168549.0,1.84,1.04,0.38,0.23,36.88,36.97,36.3,41.5
652,2004-06-01,600519,36.88,37.4,37.45,36.87,3638,13507855.0,1.57,1.41,0.52,0.42,37.4,37.45,36.87,118.38
653,2004-06-02,600519,37.4,36.84,37.4,36.8,2381,8832775.0,1.6,-1.5,-0.56,0.28,36.84,37.4,36.8,65.79
654,2004-06-03,600519,36.9,36.8,37.27,36.5,782,2869881.0,2.09,-0.11,-0.04,0.09,36.8,37.27,36.5,51.12
655,2004-06-04,600519,36.21,36.28,36.88,36.09,2070,7529168.0,2.15,-1.41,-0.52,0.24,36.28,36.88,36.09,-19.66
656,2004-06-07,600519,36.03,36.36,36.48,35.95,2454,8856253.0,1.46,0.22,0.08,0.28,36.36,36.48,35.95,-46.54
657,2004-06-08,600519,36.01,36.31,36.47,35.9,3357,12115216.0,1.57,-0.14,-0.05,0.39,36.31,36.47,35.9,-57.28
658,2004-06-09,600519,36.01,35.99,36.38,35.8,4725,17036585.0,1.6,-0.88,-0.32,0.55,35.99,36.38,35.8,-84.18
659,2004-06-10,600519,36.0,34.3,36.3,34.05,24414,84607735.0,6.25,-4.7,-1.69,2.82,34.3,36.3,34.05,-244.07
660,2004-06-11,600519,34.06,34.51,35.1,34.06,9237,31913342.0,3.03,0.61,0.21,1.07,34.51,35.1,34.06,-213.89
661,2004-06-14,600519,34.3,33.4,34.36,33.2,11932,40393296.0,3.36,-3.22,-1.11,1.38,33.4,34.36,33.2,-218.1
662,2004-06-15,600519,33.33,33.56,33.68,32.4,21484,70392158.0,3.83,0.48,0.16,2.48,33.56,33.68,32.4,-174.34
663,2004-06-16,600519,33.5,34.44,34.64,33.3,6623,22482333.0,3.99,2.62,0.88,0.77,34.44,34.64,33.3,-91.01
664,2004-06-17,600519,34.44,33.13,34.44,32.82,14816,49602583.0,4.7,-3.8,-1.31,1.71,33.13,34.44,32.82,-104.8
665,2004-06-18,600519,33.0,33.31,33.4,32.2,11671,38053133.0,3.62,0.54,0.18,1.35,33.31,33.4,32.2,-108.85
666,2004-06-21,600519,32.81,33.5,33.58,32.71,1034,3441885.0,2.61,0.57,0.19,0.12,33.5,33.58,32.71,-83.63
667,2004-06-22,600519,33.6,34.0,34.0,33.5,1254,4238393.0,1.49,1.49,0.5,0.15,34.0,34.0,33.5,-47.46
668,2004-06-23,600519,33.95,33.22,33.95,33.0,596,1987467.0,2.79,-2.29,-0.78,0.07,33.22,33.95,33.0,-64.35
669,2004-06-24,600519,33.22,33.23,33.79,33.18,1242,4133360.0,1.84,0.03,0.01,0.14,33.23,33.79,33.18,-57.28
670,2004-06-25,600519,33.43,33.8,34.7,33.08,3697,12619117.0,4.88,1.72,0.57,0.43,33.8,34.7,33.08,-17.22
671,2004-06-28,600519,33.5,34.12,34.4,33.5,3080,10476223.0,2.66,0.95,0.32,0.36,34.12,34.4,33.5,11.51
672,2004-06-29,600519,34.12,34.09,34.25,33.8,6891,23479163.0,1.32,-0.09,-0.03,0.8,34.09,34.25,33.8,44.59
673,2004-06-30,600519,34.09,33.85,34.19,33.0,4103,13952503.0,3.49,-0.7,-0.24,0.47,33.85,34.19,33.0,0.79
674,2004-07-01,600519,25.02,26.73,26.8,25.01,2782,7361258.0,5.29,-21.03,-7.12,0.25,26.73,26.8,25.01,-459.5
675,2004-07-02,600519,26.8,27.26,27.3,26.38,2873,7731847.0,3.44,1.98,0.53,0.26,27.26,27.3,26.38,-217.83
676,2004-07-05,600519,27.0,28.33,28.38,27.0,5202,14545862.0,5.06,3.93,1.07,0.46,28.33,28.38,27.0,-129.17
677,2004-07-06,600519,28.48,28.22,29.38,28.2,16359,47067614.0,4.17,-0.39,-0.11,1.45,28.22,29.38,28.2,-85.35
678,2004-07-07,600519,28.18,28.83,29.02,27.7,13245,38002932.0,4.68,2.16,0.61,1.18,28.83,29.02,27.7,-71.91
679,2004-07-08,600519,28.95,28.59,29.0,28.51,2358,6779704.0,1.7,-0.83,-0.24,0.21,28.59,29.0,28.51,-57.22
680,2004-07-09,600519,28.43,28.5,28.88,28.43,1636,4678105.0,1.57,-0.31,-0.09,0.15,28.5,28.88,28.43,-51.15
681,2004-07-12,600519,28.5,28.66,28.86,28.1,4328,12351574.0,2.67,0.56,0.16,0.38,28.66,28.86,28.1,-45.57
682,2004-07-13,600519,28.5,29.43,29.5,28.5,6419,18772253.0,3.49,2.69,0.77,0.57,29.43,29.5,28.5,-25.89
683,2004-07-14,600519,29.38,29.56,29.58,29.0,4479,13176396.0,1.97,0.44,0.13,0.4,29.56,29.58,29.0,-14.1
684,2004-07-15,600519,29.56,30.61,30.66,29.56,28186,85455066.0,3.72,3.55,1.05,2.51,30.61,30.66,29.56,22.89
685,2004-07-16,600519,30.62,30.58,30.85,30.0,5877,17947709.0,2.78,-0.1,-0.03,0.52,30.58,30.85,30.0,47.14
686,2004-07-19,600519,30.59,30.55,30.79,29.93,8508,25718864.0,2.81,-0.1,-0.03,0.76,30.55,30.79,29.93,70.34
687,2004-07-20,600519,30.45,30.5,30.55,30.02,7869,23908753.0,1.73,-0.16,-0.05,0.7,30.5,30.55,30.02,101.33
688,2004-07-21,600519,30.5,30.85,30.9,30.18,7534,23041353.0,2.36,1.15,0.35,0.67,30.85,30.9,30.18,105.48
689,2004-07-22,600519,30.8,30.77,31.86,30.6,27936,87061727.0,4.08,-0.26,-0.08,2.48,30.77,31.86,30.6,116.7
690,2004-07-23,600519,30.5,31.46,31.5,30.4,10552,32608304.0,3.57,2.24,0.69,0.94,31.46,31.5,30.4,102.53
691,2004-07-26,600519,31.6,30.82,31.6,30.28,6617,20362836.0,4.2,-2.03,-0.64,0.59,30.82,31.6,30.28,76.1
692,2004-07-27,600519,30.9,29.82,30.9,29.77,11113,33370357.0,3.67,-3.24,-1.0,0.99,29.82,30.9,29.77,14.88
693,2004-07-28,600519,30.66,29.48,30.66,28.82,8847,25861812.0,6.17,-1.14,-0.34,0.79,29.48,30.66,28.82,-37.78
694,2004-07-29,600519,29.3,29.63,29.68,29.03,3414,10010293.0,2.2,0.51,0.15,0.3,29.63,29.68,29.03,-70.68
695,2004-07-30,600519,29.5,30.07,30.36,29.5,2491,7475971.0,2.9,1.48,0.44,0.22,30.07,30.36,29.5,-31.69
696,2004-08-02,600519,30.05,29.75,30.3,29.5,7328,21734520.0,2.66,-1.06,-0.32,0.65,29.75,30.3,29.5,-62.14
697,2004-08-03,600519,29.5,29.39,29.95,29.31,7760,22860312.0,2.15,-1.21,-0.36,0.69,29.39,29.95,29.31,-111.99
698,2004-08-04,600519,29.18,29.89,30.0,29.12,4741,13978388.0,2.99,1.7,0.5,0.42,29.89,30.0,29.12,-79.03
699,2004-08-05,600519,29.8,29.55,29.8,29.3,2169,6399271.0,1.67,-1.14,-0.34,0.19,29.55,29.8,29.3,-82.67
700,2004-08-06,600519,29.4,29.79,29.9,29.11,2657,7857159.0,2.67,0.81,0.24,0.24,29.79,29.9,29.11,-66.4
701,2004-08-09,600519,29.51,29.95,29.96,29.51,2457,7317440.0,1.51,0.54,0.16,0.22,29.95,29.96,29.51,-34.93
702,2004-08-10,600519,29.71,30.16,30.2,29.65,2610,7820329.0,1.84,0.7,0.21,0.23,30.16,30.2,29.65,-3.38
703,2004-08-11,600519,30.0,29.95,30.1,29.8,1043,3119880.0,0.99,-0.7,-0.21,0.09,29.95,30.1,29.8,0.82
704,2004-08-12,600519,29.52,30.09,30.1,29.52,2818,8383159.0,1.94,0.47,0.14,0.25,30.09,30.1,29.52,11.92
705,2004-08-13,600519,29.89,30.11,30.18,29.7,3719,11134747.0,1.6,0.07,0.02,0.33,30.11,30.18,29.7,72.89
706,2004-08-16,600519,29.88,29.86,30.11,29.85,1783,5336450.0,0.86,-0.83,-0.25,0.16,29.86,30.11,29.85,62.87
707,2004-08-17,600519,29.81,30.0,30.1,29.57,1971,5905094.0,1.77,0.47,0.14,0.18,30.0,30.1,29.57,38.14
708,2004-08-18,600519,30.2,30.12,30.31,29.9,5511,16624721.0,1.37,0.4,0.12,0.49,30.12,30.31,29.9,120.39
709,2004-08-19,600519,30.0,29.92,30.2,29.81,5890,17653366.0,1.29,-0.66,-0.2,0.52,29.92,30.2,29.81,60.36
710,2004-08-20,600519,29.92,29.95,30.2,29.8,5631,16868762.0,1.34,0.1,0.03,0.5,29.95,30.2,29.8,56.48
711,2004-08-23,600519,29.8,29.21,29.8,29.15,5733,16839797.0,2.17,-2.47,-0.74,0.51,29.21,29.8,29.15,-178.11
712,2004-08-24,600519,29.0,29.35,29.4,29.0,2860,8339871.0,1.37,0.48,0.14,0.25,29.35,29.4,29.0,-179.26
713,2004-08-25,600519,29.5,29.46,29.51,29.1,1631,4768554.0,1.4,0.37,0.11,0.15,29.46,29.51,29.1,-128.87
714,2004-08-26,600519,29.2,29.53,29.6,29.2,2161,6353347.0,1.36,0.24,0.07,0.19,29.53,29.6,29.2,-93.63
715,2004-08-27,600519,29.49,29.46,29.65,29.3,1325,3898855.0,1.19,-0.24,-0.07,0.12,29.46,29.65,29.3,-71.56
716,2004-08-30,600519,29.2,28.97,29.39,28.8,3492,10126801.0,2.0,-1.66,-0.49,0.31,28.97,29.39,28.8,-135.72
717,2004-08-31,600519,29.29,29.17,29.9,28.9,2414,7032456.0,3.45,0.69,0.2,0.21,29.17,29.9,28.9,-67.26
718,2004-09-01,600519,29.05,28.62,29.05,28.6,3798,10907461.0,1.54,-1.89,-0.55,0.34,28.62,29.05,28.6,-151.53
719,2004-09-02,600519,28.47,28.69,28.7,27.91,4400,12428743.0,2.76,0.24,0.07,0.39,28.69,28.7,27.91,-180.74
720,2004-09-03,600519,28.5,28.67,28.71,28.1,2730,7734124.0,2.13,-0.07,-0.02,0.24,28.67,28.71,28.1,-143.02
721,2004-09-06,600519,28.33,28.71,28.8,28.33,2327,6677838.0,1.64,0.14,0.04,0.21,28.71,28.8,28.33,-101.92
722,2004-09-07,600519,28.97,29.0,29.12,28.8,2635,7621058.0,1.11,1.01,0.29,0.23,29.0,29.12,28.8,-34.94
723,2004-09-08,600519,29.07,29.54,29.6,29.02,4696,13766558.0,2.0,1.86,0.54,0.42,29.54,29.6,29.02,46.52
724,2004-09-09,600519,29.55,29.66,30.0,29.35,10209,30324405.0,2.2,0.41,0.12,0.91,29.66,30.0,29.35,109.44
725,2004-09-10,600519,29.6,29.68,29.8,29.3,2206,6519369.0,1.69,0.07,0.02,0.2,29.68,29.8,29.3,88.11
726,2004-09-13,600519,29.68,29.4,29.68,29.0,3243,9459180.0,2.29,-0.94,-0.28,0.29,29.4,29.68,29.0,41.47
727,2004-09-14,600519,29.4,29.84,30.0,29.0,6126,18071359.0,3.4,1.5,0.44,0.54,29.84,30.0,29.0,81.7
728,2004-09-15,600519,29.78,31.15,31.19,29.62,11410,35117697.0,5.26,4.39,1.31,1.01,31.15,31.19,29.62,210.3
729,2004-09-16,600519,31.1,31.63,32.0,31.0,11472,36213781.0,3.21,1.54,0.48,1.02,31.63,32.0,31.0,243.79
730,2004-09-17,600519,31.77,32.3,32.41,31.11,13197,42076514.0,4.11,2.12,0.67,1.17,32.3,32.41,31.11,201.14
731,2004-09-20,600519,32.55,32.69,33.0,32.21,12022,39168091.0,2.45,1.21,0.39,1.07,32.69,33.0,32.21,175.7
732,2004-09-21,600519,32.09,32.3,32.98,32.09,8374,27222818.0,2.72,-1.19,-0.39,0.74,32.3,32.98,32.09,125.98
733,2004-09-22,600519,32.03,32.16,32.49,32.03,4348,13965168.0,1.42,-0.43,-0.14,0.39,32.16,32.49,32.03,93.82
734,2004-09-23,600519,32.11,33.42,33.52,32.11,17667,58219692.0,4.38,3.92,1.26,1.57,33.42,33.52,32.11,112.24
735,2004-09-24,600519,33.6,34.49,35.89,33.6,30981,108295826.0,6.85,3.2,1.07,2.75,34.49,35.89,33.6,155.51
736,2004-09-27,600519,34.95,34.93,35.98,34.5,6067,21339456.0,4.29,1.28,0.44,0.54,34.93,35.98,34.5,149.88
737,2004-09-28,600519,34.89,35.8,35.97,34.8,6741,23948625.0,3.35,2.49,0.87,0.6,35.8,35.97,34.8,141.18
738,2004-09-29,600519,35.8,35.54,36.18,35.4,13628,48864987.0,2.18,-0.73,-0.26,1.21,35.54,36.18,35.4,126.24
739,2004-09-30,600519,35.5,35.97,36.08,34.55,7366,26230672.0,4.31,1.21,0.43,0.65,35.97,36.08,34.55,100.45
740,2004-10-08,600519,35.49,36.51,36.55,35.01,9668,34809243.0,4.28,1.5,0.54,0.86,36.51,36.55,35.01,99.76
741,2004-10-11,600519,36.55,37.17,38.12,36.55,10198,38270567.0,4.3,1.81,0.66,0.91,37.17,38.12,36.55,124.93
742,2004-10-12,600519,36.9,36.03,36.9,35.6,7452,26810800.0,3.5,-3.07,-1.14,0.66,36.03,36.9,35.6,74.96
743,2004-10-13,600519,35.73,35.69,35.95,35.11,6645,23571291.0,2.33,-0.94,-0.34,0.59,35.69,35.95,35.11,45.1
744,2004-10-14,600519,35.7,35.37,36.88,35.18,6479,23199283.0,4.76,-0.9,-0.32,0.58,35.37,36.88,35.18,49.13
745,2004-10-15,600519,35.0,35.35,36.0,34.66,5122,18189199.0,3.79,-0.06,-0.02,0.46,35.35,36.0,34.66,18.19
746,2004-10-18,600519,35.29,34.86,35.32,34.65,2337,8190572.0,1.9,-1.39,-0.49,0.21,34.86,35.32,34.65,-20.58
747,2004-10-19,600519,34.8,35.98,36.2,34.7,10584,37755969.0,4.3,3.21,1.12,0.94,35.98,36.2,34.7,19.29
748,2004-10-20,600519,36.0,36.68,37.51,35.81,15934,58326643.0,4.72,1.95,0.7,1.42,36.68,37.51,35.81,131.32
749,2004-10-21,600519,36.55,37.07,37.5,35.8,5996,22003540.0,4.63,1.06,0.39,0.53,37.07,37.5,35.8,119.59
750,2004-10-22,600519,37.03,39.15,39.41,37.0,18161,70151234.0,6.5,5.61,2.08,1.61,39.15,39.41,37.0,230.11
751,2004-10-25,600519,39.5,39.46,40.3,39.12,15602,61900269.0,3.01,0.79,0.31,1.39,39.46,40.3,39.12,218.91
752,2004-10-26,600519,39.18,39.8,39.88,38.7,4973,19618432.0,2.99,0.86,0.34,0.44,39.8,39.88,38.7,156.36
753,2004-10-27,600519,39.84,39.4,40.6,39.32,11878,47630068.0,3.22,-1.01,-0.4,1.06,39.4,40.6,39.32,133.41
754,2004-10-28,600519,39.1,39.0,39.66,38.62,9338,36495905.0,2.64,-1.02,-0.4,0.83,39.0,39.66,38.62,83.7
755,2004-10-29,600519,38.01,38.96,39.3,38.01,14363,55678746.0,3.31,-0.1,-0.04,1.28,38.96,39.3,38.01,59.5
756,2004-11-01,600519,38.58,39.38,39.57,38.52,3673,14302880.0,2.7,1.08,0.42,0.33,39.38,39.57,38.52,65.03
757,2004-11-02,600519,39.0,39.09,39.1,38.1,3356,12926156.0,2.54,-0.74,-0.29,0.3,39.09,39.1,38.1,42.55
758,2004-11-03,600519,39.0,38.93,39.2,38.4,7616,29484721.0,2.05,-0.41,-0.16,0.68,38.93,39.2,38.4,39.88
759,2004-11-04,600519,38.6,38.31,39.0,38.16,6786,26198028.0,2.16,-1.59,-0.62,0.6,38.31,39.0,38.16,16.68
760,2004-11-05,600519,38.05,36.52,38.05,35.99,25994,95080945.0,5.38,-4.67,-1.79,2.31,36.52,38.05,35.99,-93.15
761,2004-11-08,600519,36.5,36.97,37.0,36.02,3586,13062547.0,2.68,1.23,0.45,0.32,36.97,37.0,36.02,-122.34
762,2004-11-09,600519,37.3,38.29,38.3,36.95,7315,27801916.0,3.65,3.57,1.32,0.65,38.29,38.3,36.95,-50.98
763,2004-11-10,600519,38.0,39.45,39.83,38.0,11289,44436007.0,4.78,3.03,1.16,1.0,39.45,39.83,38.0,44.03
764,2004-11-11,600519,39.4,38.8,39.8,38.8,8330,32780357.0,2.53,-1.65,-0.65,0.74,38.8,39.8,38.8,43.16
